ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;CAUSALE_ASSUNZIONE;UOMINI;DONNE
C3247;RALN;IR;0IR000;A23;0;1
C6787;RALN;IR;0IR000;A23;1;0
C6967;RALN;IR;0IR000;A24;0;1
C1779;RALN;IR;0IR000;A30;1;0
C2254;RALN;IR;0IR000;A23;0;1
C7576;RALN;IR;0IR000;A23;0;1
C3936;RALN;IR;0IR000;A23;3;0
C3794;RALN;IR;0IR000;A23;1;1
C582;RALN;IR;0IR000;A23;2;6
C6645;RALN;IR;0IR000;A30;0;1
C3180;RALN;IR;0IR000;A23;0;1
C3794;RALN;IR;0IR000;A30;0;1
C1779;RALN;IR;0IR000;A23;1;0
C14491;RALN;IR;0IR000;A24;0;2
C1404;RALN;IR;0IR000;A30;0;1
C6722;RALN;IR;0IR000;A23;0;2
C6892;RALN;IR;0IR000;A23;0;5
C2280;RALN;IR;0IR000;A23;1;1
C3778;RALN;IR;0IR000;A23;0;1
C6892;RALN;IR;0IR000;A30;0;1
C2531;RALN;IR;0IR000;A23;1;0
C5035;RALN;IR;0IR000;A23;1;0
C1554;RALN;IR;0IR000;A23;1;0
C3354;RALN;IR;0IR000;A30;1;0
C1500;RALN;IR;0IR000;A23;0;1
C960;RALN;IR;0IR000;A23;4;6
C6541;RALN;IR;0IR000;A30;1;0
C960;RALN;IR;0IR000;A30;0;1
C7597;RALN;IR;0IR000;A30;0;1
C3801;RALN;IR;0IR000;A23;0;4
C2531;RALN;IR;0IR000;A24;1;0
C6645;RALN;IR;0IR000;A23;0;1
C6514;RALN;IR;0IR000;A23;2;3
C915;RALN;IR;0IR000;A23;1;0
C3877;RALN;IR;0IR000;A24;0;1
C6059;RALN;IR;0IR000;A23;0;1
CS9926;RALN;IR;0IR000;A24;0;1
C373;RALN;IR;0IR000;A23;0;1
C2349;RALN;IR;0IR000;A23;0;1
C4913;RALN;IR;0IR000;A23;0;1
C5079;RALN;IR;0IR000;A41;1;0
C7349;RALN;IR;0IR000;A23;35;52
P9076;RALN;IR;0IR000;A30;5;2
CS14185;RALN;IR;0IR000;A23;0;1
C1104;RALN;IR;0IR000;A23;0;2
C6762;RALN;IR;0IR000;A23;2;1
C649;RALN;IR;0IR000;A23;6;2
C3329;RALN;IR;0IR000;A23;0;1
C5481;RALN;IR;0IR000;A23;1;0
C739;RALN;IR;0IR000;A23;5;1
C7315;RALN;IR;0IR000;A24;1;0
C582;RALN;IR;0IR000;A30;1;1
C3036;RALN;IR;0IR000;A30;0;1
C1092;RALN;IR;0IR000;A23;0;1
C6299;RALN;IR;0IR000;A23;1;0
C1092;RALN;IR;0IR000;A30;0;2
C5064;RALN;IR;0IR000;A23;2;2
C6062;RALN;IR;0IR000;A24;1;1
C3615;RALN;IR;0IR000;A23;2;3
C1432;RALN;IR;0IR000;A23;0;2
C6592;RALN;IR;0IR000;A23;0;1
C7349;RALN;IR;0IR000;A30;5;1
UC10005;RALN;IR;0IR000;A23;1;0
C6833;RALN;IR;0IR000;A23;0;2
C7958;RALN;IR;0IR000;A23;0;2
C8227;RALN;IR;0IR000;A23;1;0
C4779;RALN;IR;0IR000;A30;0;1
C4630;RALN;IR;0IR000;A23;0;5
C7050;RALN;IR;0IR000;A23;1;1
C1387;RALN;IR;0IR000;A23;1;1
C4630;RALN;IR;0IR000;A31;1;0
C2993;RALN;IR;0IR000;A23;0;1
C5525;RALN;IR;0IR000;A23;7;19
C5277;RALN;IR;0IR000;A30;0;1
C3900;RALN;IR;0IR000;A23;1;0
C3481;RALN;IR;0IR000;A30;0;1
C5525;RALN;IR;0IR000;A31;1;0
C1935;RALN;IR;0IR000;A23;1;0
C3436;RALN;IR;0IR000;A30;0;1
C7117;RALN;IR;0IR000;A23;4;5
C5525;RALN;IR;0IR000;A29;0;1
UC12756;RALN;IR;0IR000;A23;1;0
C4300;RALN;IR;0IR000;A23;1;0
C2563;RALN;IR;0IR000;A23;1;1
C3940;RALN;IR;0IR000;A30;1;0
C5697;RALN;IR;0IR000;A30;1;0
P9089;RALN;IR;0IR000;A30;3;0
C7991;RALN;IR;0IR000;A30;0;1
C6490;RALN;IR;0IR000;A23;0;1
UC10868;RALN;IR;0IR000;A24;0;3
C6768;RALN;IR;0IR000;A24;0;1
C1037;RALN;IR;0IR000;A23;1;0
C8160;RALN;IR;0IR000;A30;1;0
C5966;RALN;IR;0IR000;A23;0;1
C1818;RALN;IR;0IR000;A23;0;1
C3591;RALN;IR;0IR000;A24;0;1
C3591;RALN;IR;0IR000;A23;1;9
C3940;RALN;IR;0IR000;A24;0;1
C7986;RALN;IR;0IR000;A23;0;1
C3591;RALN;IR;0IR000;A30;0;1
C5277;RALN;IR;0IR000;A23;1;0
C7033;RALN;IR;0IR000;A30;1;0
C2909;RALN;IR;0IR000;A23;3;6
C5032;RALN;IR;0IR000;A41;0;2
C5674;RALN;IR;0IR000;A30;1;0
C2812;RALN;IR;0IR000;A23;1;3
P9095;RALN;IR;0IR000;A30;2;5
C7371;RALN;IR;0IR000;A23;0;1
C5552;RALN;IR;0IR000;A23;0;1
C496;RALN;IR;0IR000;A23;1;1
C496;RALN;IR;0IR000;A30;1;0
C2456;RALN;IR;0IR000;A23;1;3
C5032;RALN;IR;0IR000;A31;2;0
C4021;RALN;IR;0IR000;A23;1;2
C2610;RALN;IR;0IR000;A24;0;2
C5032;RALN;IR;0IR000;A23;2;7
C5644;RALN;IR;0IR000;A23;0;1
P9095;RALN;IR;0IR000;A24;1;1
C2610;RALN;IR;0IR000;A30;0;1
UC12247;RALN;IR;0IR000;A23;1;1
P9095;RALN;IR;0IR000;A23;13;20
C2506;RALN;IR;0IR000;A23;0;1
C5525;RALN;IR;0IR000;A30;3;7
C3987;RALN;IR;0IR000;A30;0;1
P9089;RALN;IR;0IR000;A23;2;4
P9034;RALN;IR;0IR000;A23;0;1
P9034;RALN;IR;0IR000;A30;0;1
C3776;RALN;IR;0IR000;A30;1;0
C6459;RALN;IR;0IR000;A23;0;1
C2091;RALN;IR;0IR000;A23;1;0
C836;RALN;IR;0IR000;A23;0;2
C1939;RALN;IR;0IR000;A23;0;2
C5193;RALN;IR;0IR000;A23;0;2
C3987;RALN;IR;0IR000;A23;4;4
C3162;RALN;IR;0IR000;A23;0;1
C5114;RALN;IR;0IR000;A30;0;1
C7889;RALN;IR;0IR000;A23;0;1
C6954;RALN;IR;0IR000;A30;1;0
C5913;RALN;IR;0IR000;A30;0;2
UC8805;RALN;IR;0IR000;A23;0;1
C7465;RALN;IR;0IR000;A30;0;1
C6755;RALN;IR;0IR000;A23;1;3
C2035;RALN;IR;0IR000;A23;0;8
C3210;RALN;IR;0IR000;A23;0;1
C1132;RALN;IR;0IR000;A23;3;0
C1132;RALN;IR;0IR000;A30;0;2
C4300;RALN;IR;0IR000;A30;1;0
C5913;RALN;IR;0IR000;A23;0;1
C4577;RALN;IR;0IR000;A24;0;1
C5114;RALN;IR;0IR000;A23;1;2
C5856;RALN;IR;0IR000;A23;1;1
C5048;RALN;IR;0IR000;A23;2;3
C6973;RALN;IR;0IR000;A35;0;1
UC12804;RALN;IR;0IR000;A24;1;0
C6758;RALN;IR;0IR000;A23;1;2
C5617;RALN;IR;0IR000;A23;20;17
C5913;RALN;IR;0IR000;A31;0;1
C6954;RALN;IR;0IR000;A23;5;4
C5617;RALN;IR;0IR000;A30;1;0
C7667;RALN;IR;0IR000;A30;0;1
C8235;RALN;IR;0IR000;A23;1;0
C2363;RALN;IR;0IR000;A23;3;3
C5327;RALN;IR;0IR000;A23;2;1
P9043;RALN;IR;0IR000;A23;26;51
C4577;RALN;IR;0IR000;A30;2;3
C6345;RALN;IR;0IR000;A23;8;0
P9043;RALN;IR;0IR000;A30;2;1
C1846;RALN;IR;0IR000;A23;0;1
C1465;RALN;IR;0IR000;A23;1;0
V12459;RALN;IR;0IR000;A23;0;2
C849;RALN;IR;0IR000;A30;1;0
ES10815;RALN;IR;0IR000;A31;0;3
C5805;RALN;IR;0IR000;A23;1;0
C7417;RALN;IR;0IR000;A23;0;2
C3232;RALN;IR;0IR000;A23;0;1
C7666;RALN;IR;0IR000;A23;1;0
C305;RALN;IR;0IR000;A23;5;4
V14225;RALN;IR;0IR000;A30;0;3
C7524;RALN;IR;0IR000;A23;1;2
C4256;RALN;IR;0IR000;A30;2;0
C7027;RALN;IR;0IR000;A24;1;0
C849;RALN;IR;0IR000;A23;4;4
C2381;RALN;IR;0IR000;A23;0;2
C6345;RALN;IR;0IR000;A30;2;3
C5693;RALN;IR;0IR000;A23;0;1
C6684;RALN;IR;0IR000;A23;1;0
C5530;RALN;IR;0IR000;A30;1;0
ES10815;RALN;IR;0IR000;A30;2;1
C3232;RALN;IR;0IR000;A30;0;1
C3162;RALN;IR;0IR000;A30;2;0
C3121;RALN;IR;0IR000;A23;1;0
C1205;RALN;IR;0IR000;A23;0;1
C6837;RALN;IR;0IR000;A24;1;0
UC9864;RALN;IR;0IR000;A23;2;1
C5141;RALN;IR;0IR000;A23;1;0
C6377;RALN;IR;0IR000;A23;1;0
C4482;RALN;IR;0IR000;A23;1;1
C4053;RALN;IR;0IR000;A23;1;3
C7951;RALN;IR;0IR000;A23;1;2
C1851;RALN;IR;0IR000;A24;0;1
C3145;RALN;IR;0IR000;A30;1;0
C4152;RALN;IR;0IR000;A30;3;2
C4053;RALN;IR;0IR000;A30;1;0
C6594;RALN;IR;0IR000;A23;1;0
C1165;RALN;IR;0IR000;A35;0;2
C4212;RALN;IR;0IR000;A23;0;2
C6112;RALN;IR;0IR000;A23;1;0
C7075;RALN;IR;0IR000;A23;1;1
C6904;RALN;IR;0IR000;A35;4;3
C4346;RALN;IR;0IR000;A23;2;1
C4889;RALN;IR;0IR000;A31;0;1
C4515;RALN;IR;0IR000;A23;0;1
C5669;RALN;IR;0IR000;A30;1;0
C856;RALN;IR;0IR000;A23;1;1
C5061;RALN;IR;0IR000;A24;1;1
C5814;RALN;IR;0IR000;A30;1;0
C1658;RALN;IR;0IR000;A30;0;1
C5838;RALN;IR;0IR000;A23;0;1
C5212;RALN;IR;0IR000;A23;2;0
C5897;RALN;IR;0IR000;A24;1;1
C4889;RALN;IR;0IR000;A23;0;2
C6703;RALN;IR;0IR000;A30;2;3
C5482;RALN;IR;0IR000;A23;1;0
C5201;RALN;IR;0IR000;A23;1;0
C7171;RALN;IR;0IR000;A30;0;1
P9070;RALN;IR;0IR000;A23;10;10
C6869;RALN;IR;0IR000;A23;1;0
C6869;RALN;IR;0IR000;A30;0;1
C5482;RALN;IR;0IR000;A30;1;0
C2613;RALN;IR;0IR000;A23;2;0
C3466;RALN;IR;0IR000;A23;4;7
C4679;RALN;IR;0IR000;A23;1;0
C2334;RALN;IR;0IR000;A23;1;1
C3028;RALN;IR;0IR000;A23;1;0
C1992;RALN;IR;0IR000;A23;1;1
C4654;RALN;IR;0IR000;A23;4;0
C7747;RALN;IR;0IR000;A23;1;1
C2362;RALN;IR;0IR000;A24;1;0
C7633;RALN;IR;0IR000;A30;2;0
C1729;RALN;IR;0IR000;A23;1;0
C4612;RALN;IR;0IR000;A23;0;2
C2750;RALN;IR;0IR000;A23;2;0
C5669;RALN;IR;0IR000;A23;1;2
C5897;RALN;IR;0IR000;A30;1;1
C917;RALN;IR;0IR000;A23;0;1
C6735;RALN;IR;0IR000;A23;1;0
C5897;RALN;IR;0IR000;A23;9;11
C2648;RALN;IR;0IR000;A23;1;5
C2817;RALN;IR;0IR000;A23;1;0
C1544;RALN;IR;0IR000;A23;1;3
C3492;RALN;IR;0IR000;A30;1;0
P9038;RALN;IR;0IR000;A30;1;1
C4920;RALN;IR;0IR000;A23;2;3
C3492;RALN;IR;0IR000;A23;1;0
UC10192;RALN;IR;0IR000;A30;0;1
C2525;RALN;IR;0IR000;A23;20;20
V9791;RALN;IR;0IR000;A23;2;0
CS12211;RALN;IR;0IR000;A24;2;0
C2525;RALN;IR;0IR000;A30;0;1
C5897;RALN;IR;0IR000;A41;0;21
C7630;RALN;IR;0IR000;A23;0;1
C275;RALN;IR;0IR000;A23;3;1
C1658;RALN;IR;0IR000;A23;4;2
C2567;RALN;IR;0IR000;A24;2;0
C7582;RALN;IR;0IR000;A30;1;0
C2567;RALN;IR;0IR000;A30;1;0
P9038;RALN;IR;0IR000;A23;1;3
C3127;RALN;IR;0IR000;A30;1;0
C7633;RALN;IR;0IR000;A23;3;3
C6060;RALN;IR;0IR000;A23;2;2
C3688;RALN;IR;0IR000;A23;5;12
C5061;RALN;IR;0IR000;A23;0;1
C2822;RALN;IR;0IR000;A24;1;0
C3251;RALN;IR;0IR000;A23;10;9
C3100;RALN;IR;0IR000;A23;1;1
C446;RALN;IR;0IR000;A23;1;1
C3911;RALN;IR;0IR000;A30;0;1
C4527;RALN;IR;0IR000;A23;1;2
C7747;RALN;IR;0IR000;A24;0;1
C8052;RALN;IR;0IR000;A23;0;1
C4321;RALN;IR;0IR000;A23;1;0
C341;RALN;IR;0IR000;A23;0;1
C4806;RALN;IR;0IR000;A24;1;2
C4658;RALN;IR;0IR000;A24;2;1
UC10638;RALN;IR;0IR000;A30;2;0
C7703;RALN;IR;0IR000;A23;2;0
UC10638;RALN;IR;0IR000;A23;0;1
C3943;RALN;IR;0IR000;A24;5;1
C8052;RALN;IR;0IR000;A30;0;2
C1950;RALN;IR;0IR000;A30;1;2
C5136;RALN;IR;0IR000;A30;0;1
C2077;RALN;IR;0IR000;A30;0;1
C5136;RALN;IR;0IR000;A23;0;2
C3100;RALN;IR;0IR000;A30;0;1
C4782;RALN;IR;0IR000;A23;1;3
C2077;RALN;IR;0IR000;A23;4;10
C775;RALN;IR;0IR000;A23;1;0
C3537;RALN;IR;0IR000;A23;0;3
IP10428;RALN;IR;0IR000;A23;0;1
C1803;RALN;IR;0IR000;A23;1;1
C3256;RALN;IR;0IR000;A23;0;1
C2822;RALN;IR;0IR000;A23;0;1
C7481;RALN;IR;0IR000;A23;1;0
C7844;RALN;IR;0IR000;A23;4;2
C9911;RALN;IR;0IR000;A23;6;4
C240;RALN;IR;0IR000;A24;0;1
C5263;RALN;IR;0IR000;A30;0;4
CS11909;RALN;IR;0IR000;A24;0;1
C1436;RALN;IR;0IR000;A30;1;0
C6663;RALN;IR;0IR000;A30;3;1
C1862;RALN;IR;0IR000;A23;1;1
C5873;RALN;IR;0IR000;A23;4;6
IP10709;RALN;IR;0IR000;A23;0;3
C6904;RALN;IR;0IR000;A30;1;0
C4084;RALN;IR;0IR000;A23;0;2
C5181;RALN;IR;0IR000;A24;1;1
C7957;RALN;IR;0IR000;A23;1;0
C7171;RALN;IR;0IR000;A24;1;0
C4581;RALN;IR;0IR000;A23;1;0
C2433;RALN;IR;0IR000;A23;0;3
C5873;RALN;IR;0IR000;A24;1;0
C6465;RALN;IR;0IR000;A24;0;1
C2728;RALN;IR;0IR000;A23;1;1
C2231;RALN;IR;0IR000;A23;4;1
UC9994;RALN;IR;0IR000;A23;0;6
C2231;RALN;IR;0IR000;A30;2;1
C4668;RALN;IR;0IR000;A23;10;6
C7475;RALN;IR;0IR000;A30;0;1
C12303;RALN;IR;0IR000;A23;0;2
C1052;RALN;IR;0IR000;A23;1;0
C4518;RALN;IR;0IR000;A23;2;2
C7174;RALN;IR;0IR000;A23;2;6
C5591;RALN;IR;0IR000;A23;1;3
UC11070;RALN;IR;0IR000;A23;2;1
C3284;RALN;IR;0IR000;A23;0;1
C5682;RALN;IR;0IR000;A23;0;1
C5469;RALN;IR;0IR000;A23;0;2
C1052;RALN;IR;0IR000;A24;0;1
C5311;RALN;IR;0IR000;A23;0;1
C7266;RALN;IR;0IR000;A23;1;0
C3736;RALN;IR;0IR000;A23;3;4
C7993;RALN;IR;0IR000;A30;0;1
C2388;RALN;IR;0IR000;A23;0;1
C7223;RALN;IR;0IR000;A30;1;1
C2388;RALN;IR;0IR000;A30;2;0
UC10795;RALN;IR;0IR000;A23;1;0
C3146;RALN;IR;0IR000;A23;1;5
C3608;RALN;IR;0IR000;A30;0;1
C7897;RALN;IR;0IR000;A23;1;0
C1836;RALN;IR;0IR000;A24;1;1
C6974;RALN;IR;0IR000;A23;1;1
C5936;RALN;IR;0IR000;A23;0;1
C6412;RALN;IR;0IR000;A31;0;1
C4442;RALN;IR;0IR000;A23;4;4
C2153;RALN;IR;0IR000;A23;1;0
C7897;RALN;IR;0IR000;A35;1;0
C474;RALN;IR;0IR000;A23;1;6
C992;RALN;IR;0IR000;A23;0;1
C4021;RALN;IR;0IR000;A24;0;1
C6697;RALN;IR;0IR000;A30;0;1
C4003;RALN;IR;0IR000;A24;1;0
C3608;RALN;IR;0IR000;A23;3;1
P9091;RALN;IR;0IR000;A23;2;1
C671;RALN;IR;0IR000;A30;1;0
C5461;RALN;IR;0IR000;A30;1;1
CS14146;RALN;IR;0IR000;A24;1;0
C5918;RALN;IR;0IR000;A24;0;1
C4209;RALN;IR;0IR000;A30;0;1
C4484;RALN;IR;0IR000;A23;2;0
IP10580;RALN;IR;0IR000;A23;0;2
C3173;RALN;IR;0IR000;A30;1;1
C6506;RALN;IR;0IR000;A30;1;0
CS12814;RALN;IR;0IR000;A23;0;1
C1882;RALN;IR;0IR000;A23;1;0
C540;RALN;IR;0IR000;A23;1;2
C7711;RALN;IR;0IR000;A23;1;0
C7223;RALN;IR;0IR000;A24;1;0
C1448;RALN;IR;0IR000;A30;0;1
C2569;RALN;IR;0IR000;A23;1;6
C8112;RALN;IR;0IR000;A24;4;0
C4523;RALN;IR;0IR000;A23;2;3
C3333;RALN;IR;0IR000;A23;139;191
P9068;RALN;IR;0IR000;A23;3;1
C1728;RALN;IR;0IR000;A30;2;0
C489;RALN;IR;0IR000;A23;2;1
C2462;RALN;IR;0IR000;A23;1;1
C489;RALN;IR;0IR000;A30;0;1
C3369;RALN;IR;0IR000;A23;0;2
C8105;RALN;IR;0IR000;A23;2;0
C3203;RALN;IR;0IR000;A30;0;1
C2563;RALN;IR;0IR000;A30;2;0
C3572;RALN;IR;0IR000;A23;0;1
C2251;RALN;IR;0IR000;A23;1;0
C3659;RALN;IR;0IR000;A23;1;3
C3333;RALN;IR;0IR000;A31;2;0
C3659;RALN;IR;0IR000;A30;2;2
C4442;RALN;IR;0IR000;A30;2;2
C2431;RALN;IR;0IR000;A23;0;3
C3657;RALN;IR;0IR000;A23;0;2
C474;RALN;IR;0IR000;A24;0;1
C992;RALN;IR;0IR000;A24;2;4
C2832;RALN;IR;0IR000;A24;0;1
C7274;RALN;IR;0IR000;A23;1;1
C4231;RALN;IR;0IR000;A23;0;2
C4945;RALN;IR;0IR000;A23;2;2
C2371;RALN;IR;0IR000;A23;2;0
C6873;RALN;IR;0IR000;A24;3;6
C12276;RALN;IR;0IR000;A23;1;1
V9729;RALN;IR;0IR000;A23;2;4
C8229;RALN;IR;0IR000;A23;0;6
C4158;RALN;IR;0IR000;A30;1;0
C2395;RALN;IR;0IR000;A23;0;2
C2153;RALN;IR;0IR000;A30;1;0
C4158;RALN;IR;0IR000;A23;0;1
C8186;RALN;IR;0IR000;A23;3;0
C5461;RALN;IR;0IR000;A23;1;8
C700;RALN;IR;0IR000;A30;1;0
C4368;RALN;IR;0IR000;A24;7;6
C2115;RALN;IR;0IR000;A23;0;4
C2151;RALN;IR;0IR000;A24;0;2
C4368;RALN;IR;0IR000;A30;3;1
C629;RALN;IR;0IR000;A23;1;1
C1728;RALN;IR;0IR000;A23;1;2
UC10607;RALN;IR;0IR000;A24;0;2
C6239;RALN;IR;0IR000;A23;2;5
C350;RALN;IR;0IR000;A24;0;1
C6098;RALN;IR;0IR000;A24;1;0
C6478;RALN;IR;0IR000;A23;4;11
C6478;RALN;IR;0IR000;A30;0;1
C2726;RALN;IR;0IR000;A30;1;0
C350;RALN;IR;0IR000;A23;8;3
C6735;RALN;IR;0IR000;A24;1;0
V9732;RALN;IR;0IR000;A23;2;9
C1380;RALN;IR;0IR000;A23;1;0
C7181;RALN;IR;0IR000;A24;1;0
C7200;RALN;IR;0IR000;A23;1;0
C5531;RALN;IR;0IR000;A30;1;0
C3864;RALN;IR;0IR000;A23;1;0
C12277;RALN;IR;0IR000;A23;1;0
C2761;RALN;IR;0IR000;A23;1;1
C5531;RALN;IR;0IR000;A23;1;0
C4601;RALN;IR;0IR000;A23;1;0
C4339;RALN;IR;0IR000;A23;1;0
C6239;RALN;IR;0IR000;A30;1;0
C3657;RALN;IR;0IR000;A30;1;0
C356;RALN;IR;0IR000;A23;1;0
C7312;RALN;IR;0IR000;A23;1;1
C4496;RALN;IR;0IR000;A23;6;9
C5907;RALN;IR;0IR000;A23;0;3
C4120;RALN;IR;0IR000;A23;1;1
C7716;RALN;IR;0IR000;A23;1;1
C6697;RALN;IR;0IR000;A23;1;1
C671;RALN;IR;0IR000;A23;0;6
C12753;RALN;IR;0IR000;A24;0;1
C2868;RALN;IR;0IR000;A24;4;2
C5641;RALN;IR;0IR000;A30;0;1
C6823;RALN;IR;0IR000;A24;4;1
C5641;RALN;IR;0IR000;A23;2;3
C6018;RALN;IR;0IR000;A24;2;1
C911;RALN;IR;0IR000;A23;1;0
C5461;RALN;IR;0IR000;A24;1;1
C2169;RALN;IR;0IR000;A23;1;1
C6723;RALN;IR;0IR000;A24;0;1
C2115;RALN;IR;0IR000;A30;1;0
C6961;RALN;IR;0IR000;A24;3;0
C3891;RALN;IR;0IR000;A30;0;1
C5713;RALN;IR;0IR000;A23;2;0
C7312;RALN;IR;0IR000;A30;0;1
C6376;RALN;IR;0IR000;A23;1;0
C7622;RALN;IR;0IR000;A23;2;0
C6053;RALN;IR;0IR000;A35;1;0
V12460;RALN;IR;0IR000;A23;0;1
C2672;RALN;IR;0IR000;A23;0;1
C6053;RALN;IR;0IR000;A23;1;1
C3467;RALN;IR;0IR000;A24;0;1
C2126;RALN;IR;0IR000;A23;0;1
UC10268;RALN;IR;0IR000;A24;0;2
C1301;RALN;IR;0IR000;A24;0;2
IP10428;RALN;IR;0IR000;A27;1;2
C3274;RALN;IR;0IR000;A23;1;0
C4055;RALN;IR;0IR000;A23;0;1
C5622;RALN;IR;0IR000;A23;2;0
C7017;RALN;IR;0IR000;A24;3;1
C7068;RALN;IR;0IR000;A24;12;4
R9813;RALN;IR;0IR000;A23;2;5
CS14270;RALN;IR;0IR000;A23;0;1
C3982;RALN;IR;0IR000;A23;0;1
C6383;RALN;IR;0IR000;A30;0;1
C5289;RALN;IR;0IR000;A23;2;1
C5684;RALN;IR;0IR000;A23;4;0
C6674;RALN;IR;0IR000;A30;0;1
P9042;RALN;IR;0IR000;A23;1;0
C6511;RALN;IR;0IR000;A23;0;1
C1044;RALN;IR;0IR000;A23;3;1
C7620;RALN;IR;0IR000;A23;1;0
C6383;RALN;IR;0IR000;A23;1;0
C5217;RALN;IR;0IR000;A24;0;1
C8043;RALN;IR;0IR000;A30;2;1
P9042;RALN;IR;0IR000;A24;1;0
P9047;RALN;IR;0IR000;A24;0;1
C689;RALN;IR;0IR000;A24;0;1
P9047;RALN;IR;0IR000;A30;0;1
IP10633;RALN;IR;0IR000;A23;3;5
C8281;RALN;IR;0IR000;A23;1;0
C5112;RALN;IR;0IR000;A41;0;1
C7017;RALN;IR;0IR000;A30;1;0
C2236;RALN;IR;0IR000;A23;0;3
C6796;RALN;IR;0IR000;A24;1;2
C7976;RALN;IR;0IR000;A24;1;0
C623;RALN;IR;0IR000;A30;1;1
C4622;RALN;IR;0IR000;A24;2;0
C5671;RALN;IR;0IR000;A23;1;1
C3029;RALN;IR;0IR000;A31;0;2
R9813;RALN;IR;0IR000;A30;17;23
C5961;RALN;IR;0IR000;A30;1;1
C5961;RALN;IR;0IR000;A23;1;0
C983;RALN;IR;0IR000;A23;2;2
C6434;RALN;IR;0IR000;A23;1;0
R9813;RALN;IR;0IR000;A23;24;26
C5203;RALN;IR;0IR000;A23;0;2
C3377;RALN;IR;0IR000;A24;0;1
IP10690;RALN;IR;0IR000;A41;0;9
C4147;RALN;IR;0IR000;A23;0;2
C2487;RALN;IR;0IR000;A23;0;1
C3278;RALN;IR;0IR000;A23;2;2
C5460;RALN;IR;0IR000;A23;0;1
C1812;RALN;IR;0IR000;A23;1;0
C3278;RALN;IR;0IR000;A30;0;1
C7179;RALN;IR;0IR000;A23;4;4
C3853;RALN;IR;0IR000;A23;1;0
C1474;RALN;IR;0IR000;A24;1;0
C7428;RALN;IR;0IR000;A23;1;2
C1812;RALN;IR;0IR000;A30;0;1
C6091;RALN;IR;0IR000;A30;0;1
P9087;RALN;IR;0IR000;A30;2;0
C4113;RALN;IR;0IR000;A30;0;1
C5353;RALN;IR;0IR000;A23;1;0
C1596;RALN;IR;0IR000;A23;0;1
C6606;RALN;IR;0IR000;A23;0;2
C1769;RALN;IR;0IR000;A24;2;1
C959;RALN;IR;0IR000;A23;1;0
C4688;RALN;IR;0IR000;A23;0;1
C721;RALN;IR;0IR000;A23;1;0
C7445;RALN;IR;0IR000;A24;1;0
C2410;RALN;IR;0IR000;A23;1;1
C4839;RALN;IR;0IR000;A23;3;1
C3630;RALN;IR;0IR000;A23;0;2
C3841;RALN;IR;0IR000;A30;1;0
C5981;RALN;IR;0IR000;A23;0;1
N8799;RALN;IR;0IR000;A30;2;1
C6157;RALN;IR;0IR000;A30;0;1
C5289;RALN;IR;0IR000;A30;1;0
C1298;RALN;IR;0IR000;A23;0;1
C686;RALN;IR;0IR000;A24;1;0
C4635;RALN;IR;0IR000;A23;0;1
C2625;RALN;IR;0IR000;A23;0;1
IP10690;RALN;IR;0IR000;A30;0;10
UC10669;RALN;IR;0IR000;A23;0;4
C5518;RALN;IR;0IR000;A23;1;1
C6986;RALN;IR;0IR000;A23;2;6
C4839;RALN;IR;0IR000;A30;3;0
IP10522;RALN;IR;0IR000;A23;1;7
C957;RALN;IR;0IR000;A24;1;1
C4362;RALN;IR;0IR000;A24;2;0
C7010;RALN;IR;0IR000;A30;1;2
C3089;RALN;IR;0IR000;A23;1;0
P9069;RALN;IR;0IR000;A23;1;0
C1160;RALN;IR;0IR000;A23;0;1
C2407;RALN;IR;0IR000;A31;2;1
ER10604;RALN;IR;0IR000;A30;0;1
C526;RALN;IR;0IR000;A24;0;1
C263;RALN;IR;0IR000;A30;1;0
C2001;RALN;IR;0IR000;A23;3;0
C8199;RALN;IR;0IR000;A23;0;1
C2385;RALN;IR;0IR000;A23;1;1
C586;RALN;IR;0IR000;A23;3;2
C8290;RALN;IR;0IR000;A23;0;1
C4135;RALN;IR;0IR000;A30;2;1
C3774;RALN;IR;0IR000;A23;0;1
C7781;RALN;IR;0IR000;A23;0;2
P9096;RALN;IR;0IR000;A23;6;5
C2407;RALN;IR;0IR000;A23;6;11
C7994;RALN;IR;0IR000;A23;1;0
P9030;RALN;IR;0IR000;A23;1;0
C526;RALN;IR;0IR000;A30;0;1
P9030;RALN;IR;0IR000;A30;1;0
C1014;RALN;IR;0IR000;A30;1;0
C888;RALN;IR;0IR000;A23;0;1
C6674;RALN;IR;0IR000;A23;0;1
C968;RALN;IR;0IR000;A23;0;1
C7685;RALN;IR;0IR000;A30;0;1
P9069;RALN;IR;0IR000;A30;0;1
C3841;RALN;IR;0IR000;A23;1;0
C12510;RALN;IR;0IR000;A23;0;3
C4135;RALN;IR;0IR000;A23;4;0
C5338;RALN;IR;0IR000;A23;0;1
C12917;RALN;IR;0IR000;A23;0;3
C12917;RALN;IR;0IR000;A31;0;1
C5823;RALN;IR;0IR000;A24;1;4
C6337;RALN;IR;0IR000;A24;3;0
C5823;RALN;IR;0IR000;A30;1;0
P9071;RALN;IR;0IR000;A23;2;8
C1122;RALN;IR;0IR000;A23;0;1
C1133;RALN;IR;0IR000;A30;0;1
C5850;RALN;IR;0IR000;A23;0;1
UC12540;RALN;IR;0IR000;A30;1;1
