ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;CAUSALE_ASSUNZIONE;UOMINI;DONNE
C6662;RALN;DI;0D0164;A23;1;0
P9056;RALN;DI;0D0164;A30;0;1
C344;RALN;DI;0D0164;A24;0;1
C3079;RALN;DI;0D0164;A23;1;0
C6973;RALN;DI;0D0164;A23;0;1
C2321;RALN;RU;0D0I96;A24;0;1
C1550;RALN;RU;0D0I96;A24;1;0
UC10890;RALN;RU;0D0I96;A23;1;0
C6572;RALN;RU;0D0I96;A24;1;0
C1544;RALN;RU;0D0I96;A23;0;1
C986;RALN;RU;0D0I96;A23;0;1
C975;RALN;RU;0D0I96;A24;1;0
C427;RALN;RU;0D0I96;A23;1;0
C2019;RALN;RU;0D0I96;A24;0;1
C3252;RALN;RU;0D0I96;A24;0;2
C5800;RALN;RU;0D0I96;A24;1;1
C4475;RALN;RU;0D0I96;A24;1;0
C5023;RALN;RU;0D0I96;A24;0;1
UC10665;RALN;RU;0D0I96;A23;2;0
C6676;RALN;RU;0D0I96;A24;2;0
C5777;RALN;RU;0D0I96;A24;1;0
C6464;RALN;RU;0D0I96;A24;1;0
C2523;RALN;RU;0D0I96;A24;1;0
C1564;RALN;RU;0D0I96;A24;0;1
C4101;RALN;RU;0D0I96;A24;1;0
C1309;RALN;RU;0D0I96;A23;1;0
C5022;RALN;RU;0D0I96;A24;1;0
C4487;RALN;RU;0D0I96;A23;1;0
C2486;RALN;RU;0D0I96;A23;0;1
C3973;RALN;RU;0D0I96;A24;2;0
C3547;RALN;RU;0D0I96;A24;1;0
C2781;RALN;RU;0D0I96;A24;0;1
C4368;RALN;RU;0D0I96;A23;0;1
C2848;RALN;RU;0D0I96;A24;1;0
C5491;RALN;RU;0D0I96;A24;0;1
C3722;RALN;RU;0D0I96;A24;2;0
C5349;RALN;RU;0D0I96;A23;1;0
C8015;RALN;RU;0D0I96;A24;1;0
C2917;RALN;RU;0D0I96;A24;1;0
C6860;RALN;RU;0D0I96;A24;1;0
C2615;RALN;RU;0D0I96;A23;1;0
C5122;RALN;RU;0D0I96;A24;0;1
UC10893;RALN;RU;0D0I96;A24;1;0
UC12285;RALN;RU;0D0I96;A23;0;1
C6600;RALN;RU;0D0I96;A24;1;0
C1940;RALN;RU;0D0I96;A24;0;1
UC10901;RALN;RU;0D0I96;A23;1;2
C782;RALN;RU;0D0I96;A23;1;0
C2130;RALN;RU;0D0I96;A24;1;1
C4651;RALN;RU;0D0I96;A24;1;0
C686;RALN;RU;0D0I96;A24;1;1
C6624;RALN;RU;0D0I96;A24;1;0
C12748;RALN;RU;0D0I96;A23;1;0
C3987;RALN;RU;0D0I96;A23;0;1
C5625;RALN;RU;0D0I96;A24;1;0
C690;RALN;RU;0D0I96;A24;1;0
C6253;RALN;RU;0D0I96;A23;1;0
C659;RALN;RU;0D0I96;A24;1;0
C375;RALN;RU;0D0I96;A23;1;2
C8119;RALN;RU;0D0I96;A24;1;0
C5574;RALN;RU;0D0I96;A24;1;0
C2491;RALN;RU;0D0I96;A24;1;0
C930;RALN;RU;0D0I96;A23;0;1
C2847;RALN;RU;0D0I96;A23;0;1
C7461;RALN;RU;0D0I96;A24;0;1
C5559;RALN;RU;0D0I96;A24;0;1
C3976;RALN;RU;0D0I96;A24;1;0
C6490;RALN;RU;0D0I96;A23;1;0
C6251;RALN;RU;0D0I96;A24;1;0
C7597;RALN;RU;0D0I96;A24;1;0
C1795;RALN;RU;0D0I96;A24;0;1
C6541;RALN;RU;0D0I96;A24;1;0
C6563;RALN;RU;0D0I96;A23;1;0
C4231;RALN;RU;0D0I96;A23;1;0
C704;RALN;RU;0D0I96;A24;0;1
C4607;RALN;RU;0D0I96;A24;0;1
C8249;RALN;RU;0D0I96;A24;2;0
C6125;RALN;RU;0D0I96;A24;1;0
C3104;RALN;RU;0D0I96;A24;1;0
C11891;RALN;RU;0D0I96;A28;1;0
UC10772;RALN;RU;0D0I96;A24;2;2
C1892;RALN;RU;0D0I96;A24;1;0
C2007;RALN;RU;0D0I96;A24;0;1
C3471;RALN;RU;0D0I96;A24;1;0
C1383;RALN;RU;0D0I96;A23;0;2
C1383;RALN;RU;0D0I96;A24;0;1
C2297;RALN;RU;0D0I96;A23;1;0
C2721;RALN;RU;0D0I96;A23;1;0
C4350;RALN;RU;0D0I96;A24;1;0
C1489;RALN;RU;0D0I96;A24;0;1
C6810;RALN;RU;0D0I96;A24;1;0
C7247;RALN;RU;0D0I96;A24;1;0
C3168;RALN;RU;0D0I96;A23;1;0
C1560;RALN;RU;0D0I96;A23;1;0
C7324;RALN;RU;0D0I96;A24;1;0
C2980;RALN;RU;0D0I96;A23;1;0
C2932;RALN;RU;0D0I96;A24;1;0
C4334;RALN;RU;0D0I96;A24;1;0
C278;RALN;RU;0D0I96;A24;6;1
C7582;RALN;RU;0D0I96;A24;1;0
C5179;RALN;RU;0D0I96;A23;0;3
C815;RALN;RU;0D0I96;A24;1;0
C6723;RALN;RU;0D0I96;A23;1;0
C698;RALN;RU;0D0I96;A24;0;1
C699;RALN;RU;0D0I96;A24;0;1
C5187;RALN;RU;0D0I96;A24;1;0
C6617;RALN;RU;0D0I96;A24;0;1
C5809;RALN;RU;0D0I96;A24;0;1
C7019;RALN;RU;0D0I96;A24;1;0
C7530;RALN;FP;0D0485;A30;1;0
C3923;RALN;FP;0D0485;A30;0;1
C6817;RALN;FP;0D0485;A23;0;1
C3197;RALN;FP;0D0485;A30;0;1
C7258;RALN;FP;0D0485;A24;1;0
C4830;RALN;FP;0D0485;A24;0;1
C1691;RALN;FP;0D0485;A30;0;1
C6893;RALN;FP;0D0485;A30;0;1
C2866;RALN;FP;0D0485;A30;0;1
C5864;RALN;FP;0D0485;A24;0;1
C3216;RALN;FP;0D0485;A30;1;0
C4463;RALN;FP;0D0485;A30;0;1
C7903;RALN;FP;0D0485;A24;0;1
C7781;RALN;FP;0D0485;A24;1;0
C2183;RALN;FP;0D0485;A30;0;1
C1387;RALN;FP;0D0485;A23;0;1
C4735;RALN;FP;0D0485;A24;0;1
C2723;RALN;FP;0D0485;A23;1;0
C471;RALN;FP;0D0485;A30;1;1
C7976;RALN;FP;0D0485;A24;1;0
C620;RALN;FP;0D0485;A23;0;1
C928;RALN;FP;0D0485;A30;0;1
C1366;RALN;FP;0D0485;A30;0;1
C3223;RALN;FP;0D0485;A24;1;0
C3716;RALN;FP;0D0485;A24;1;0
C6616;RALN;FP;0D0485;A24;0;1
C7150;RALN;FP;0D0485;A30;0;1
C2316;RALN;FP;0D0485;A30;1;0
C2166;RALN;FP;0D0485;A31;0;1
C589;RALN;FP;0D0485;A30;1;0
C3357;RALN;FP;0D0485;A24;1;0
C3266;RALN;FP;0D0485;A24;0;1
C3394;RALN;FP;0D0485;A30;0;1
C466;RALN;FP;0D0485;A23;1;0
C511;RALN;FP;0D0485;A30;1;0
C369;RALN;FP;0D0485;A24;0;1
C917;RALN;FP;0D0485;A30;1;0
C2130;RALN;FP;0D0485;A30;1;0
C4574;RALN;FP;0D0485;A30;1;0
C4128;RALN;FP;0D0485;A30;0;1
C5573;RALN;FP;0D0485;A30;0;1
C761;RALN;FP;0D0485;A30;0;1
C5211;RALN;FP;0D0485;A30;0;1
C6949;RALN;FP;0D0485;A30;0;1
C5306;RALN;FP;0D0485;A23;0;1
C7755;RALN;FP;0D0485;A24;1;0
C2098;RALN;FP;0D0485;A23;0;1
C6960;RALN;FP;0D0485;A30;1;0
C774;RALN;FP;0D0485;A30;1;0
C6947;RALN;FP;0D0485;A30;0;1
C7694;RALN;FP;0D0485;A30;0;1
C6744;RALN;FP;0D0485;A30;0;1
C6553;RALN;FP;0D0485;A30;0;1
M8655;RALN;FP;0D0485;A23;8;9
C1175;RALN;FP;0D0485;A23;1;0
C1228;RALN;FP;0D0485;A30;0;1
C2545;RALN;FP;0D0485;A24;0;1
C6427;RALN;FP;0D0485;A30;0;1
C6692;RALN;FP;0D0485;A30;0;1
C1270;RALN;FP;0D0485;A30;0;1
C6369;RALN;FP;0D0485;A24;0;1
C3918;RALN;FP;0D0485;A30;1;0
C7615;RALN;FP;0D0485;A30;0;1
N10224;RALN;FP;0D0485;A30;0;1
C6379;RALN;FP;0D0485;A30;1;0
C6731;RALN;FP;0D0485;A30;0;1
C4707;RALN;FP;0D0485;A30;0;1
C4651;RALN;FP;0D0485;A30;0;1
C7113;RALN;FP;0D0485;A24;1;0
C8028;RALN;FP;0D0485;A24;1;0
C4476;RALN;FP;0D0485;A30;0;1
C4040;RALN;FP;0D0485;A30;1;0
C4315;RALN;FP;0D0485;A30;0;1
C6082;RALN;FP;0D0485;A30;0;1
C7126;RALN;FP;0D0485;A30;0;1
C6067;RALN;FP;0D0485;A23;1;0
C978;RALN;FP;0D0485;A30;0;1
C3680;RALN;FP;0D0485;A24;1;0
C2931;RALN;FP;0D0485;A24;0;1
C2174;RALN;FP;0D0485;A30;1;0
C5644;RALN;FP;0D0485;A24;0;1
C6090;RALN;FP;0D0485;A31;1;1
C2486;RALN;FP;0D0485;A30;1;0
C2979;RALN;FP;0D0485;A30;1;0
C370;RALN;FP;0D0485;A30;1;0
C3513;RALN;FP;0D0485;A30;1;0
C3379;RALN;FP;0D0485;A24;1;0
C6939;RALN;FP;0D0485;A24;1;0
C4106;RALN;FP;0D0485;A24;1;0
C7843;RALN;FP;0D0485;A30;0;1
C2801;RALN;FP;0D0485;A24;1;0
C986;RALN;FP;0D0485;A30;0;1
C1448;RALN;FP;0D0485;A24;1;0
C1135;RALN;FP;0D0485;A24;1;0
C2417;RALN;FP;0D0485;A30;1;0
C1053;RALN;FP;0D0485;A30;0;1
C6333;RALN;FP;0D0485;A30;1;0
C605;RALN;FP;0D0485;A24;0;1
C6873;RALN;FP;0D0485;A30;1;0
C1980;RALN;FP;0D0485;A24;0;1
C1158;RALN;FP;0D0485;A23;0;1
C1334;RALN;FP;0D0485;A24;1;0
C2247;RALN;FP;0D0485;A30;1;0
C6659;RALN;FP;0D0485;A24;0;1
C6430;RALN;FP;0D0485;A30;0;1
C1368;RALN;FP;0D0485;A23;0;1
C5445;RALN;FP;0D0485;A30;1;0
C3549;RALN;FP;0D0485;A24;0;1
C1406;RALN;FP;0D0485;A30;0;1
C3288;RALN;FP;0D0485;A30;1;0
C5546;RALN;FP;0D0485;A30;0;1
C7524;RALN;FP;0D0485;A23;1;0
C735;RALN;FP;0D0485;A30;0;1
C1202;RALN;FP;0D0485;A24;0;1
C5568;RALN;FP;0D0485;A30;1;0
C1597;RALN;FP;0D0485;A23;0;1
C3864;RALN;FP;0D0485;A30;0;1
C349;RALN;FP;0D0485;A30;1;0
C4313;RALN;FP;0D0485;A30;1;0
C683;RALN;FP;0D0485;A30;0;1
C4439;RALN;FP;0D0485;A30;1;0
C6779;RALN;FP;0D0485;A30;1;0
C6591;RALN;FP;0D0485;A23;1;0
C1461;RALN;FP;0D0485;A30;0;1
C5250;RALN;FP;0D0485;A24;0;1
C2400;RALN;FP;0D0485;A24;0;1
C2848;RALN;FP;0D0485;A30;0;1
C223;RALN;FP;0D0485;A30;0;1
C7225;RALN;FP;0D0485;A24;0;1
C4475;RALN;FP;0D0485;A30;1;1
C3822;RALN;FP;0D0485;A30;1;0
C2549;RALN;FP;0D0485;A23;1;0
C7671;RALN;FP;0D0485;A23;0;1
C3834;RALN;FP;0D0485;A30;1;0
N8776;PRBZ;CB;000724;A23;3;11
C1177;PRBZ;CB;000724;A23;2;0
C4828;PRBZ;CB;000724;A24;1;0
C7881;PRBZ;CB;000724;A23;0;2
C5764;PRBZ;CB;000724;A28;1;0
C2870;PRBZ;CB;000724;A23;0;2
N8778;PRBZ;CB;000724;A23;1;11
C728;PRBZ;CB;000724;A23;0;1
C1131;PRBZ;CB;000724;A23;3;3
C970;PRBZ;CB;000724;A31;2;0
C7730;PRBZ;CB;000724;A24;0;1
N8780;PRBZ;CB;000724;A23;0;2
C442;PRBZ;CB;000724;A23;0;1
N8775;PRBZ;CB;000724;A23;0;1
AP198;PRBZ;CB;000724;A23;0;12
N8777;PRBZ;CB;000724;A23;0;2
N8779;PRBZ;CB;000724;A23;0;5
C4112;PRBZ;CB;000724;A23;2;0
C970;PRBZ;CB;000724;A30;2;0
AP198;PRBZ;CB;000724;A30;0;4
C481;PRBZ;CB;000724;A24;1;0
RS9211;PRBZ;CD;000717;A30;0;8
N8780;PRBZ;CD;000717;A24;0;1
RS9211;PRBZ;CD;000717;A31;1;1
C970;PRBZ;CD;000717;A23;1;0
C7853;PRBZ;CD;000717;A24;1;0
RS9211;PRBZ;CD;000717;A24;0;2
C3693;PRBZ;CD;000717;A23;1;2
C970;PRBZ;CD;000717;A31;0;1
C4251;PRBZ;CD;000717;A23;0;2
RS9211;PRBZ;CD;000717;A23;16;14
AP198;PRBZ;CD;000717;A30;0;3
D8403;PRBZ;CA;000728;A28;1;0
D8403;PRBZ;CA;000728;A23;0;1
C3243;PRBZ;CA;000728;A23;1;0
C6501;PRBZ;CA;000728;A23;1;0
C3212;PRBZ;CA;000728;A23;1;0
C6858;PRBZ;CA;000728;A28;1;0
C3294;PRBZ;CA;000728;A24;0;1
N8775;PRBZ;CA;000728;A23;1;0
C6994;PRBZ;CA;000728;A23;1;0
C5974;PRBZ;CA;000728;A23;0;1
C3705;PRBZ;CA;000728;A23;1;0
C1177;PRBZ;CA;000728;A23;1;0
AP198;PRBZ;CA;000729;A31;0;2
C4908;PRBZ;CA;000729;A23;0;1
C7853;PRBZ;CA;000729;A24;0;1
C1302;PRBZ;CA;000729;A23;0;1
C7757;PRBZ;CA;000729;A23;0;1
C1631;PRBZ;CA;000729;A23;0;1
C3692;PRBZ;CA;000729;A23;1;2
C1177;PRBZ;CA;000729;A23;0;1
N8777;PRBZ;CA;000729;A23;1;0
C5891;PRBZ;CA;000729;A24;0;1
C6994;PRBZ;CA;000729;A23;0;1
C4907;PRBZ;CA;000729;A23;0;1
N8780;PRBZ;CA;000729;A23;0;3
C1445;PRBZ;CA;000729;A23;0;1
RS9211;PRBZ;CA;000729;A23;1;1
C970;PRBZ;CA;000729;A23;0;1
RS9211;PRBZ;CA;000729;A31;1;3
C1177;PRBZ;CD;000718;A23;0;1
C4251;PRBZ;CD;000718;A23;0;2
AP198;PRBZ;CD;000718;A23;0;1
C6361;PRBZ;CD;000718;A24;0;1
N8776;PRBZ;CD;000718;A30;0;1
N8778;PRBZ;CD;000718;A30;0;1
C1131;PRBZ;CD;000718;A23;0;2
C4095;PRBZ;CD;000718;A23;1;0
C970;PRBZ;CD;000718;A23;1;2
C3705;PRBZ;CD;000718;A23;0;1
D8403;PRBZ;CD;000718;A23;0;1
C5974;PRBZ;CD;000719;A23;1;0
RS9211;PRBZ;CD;000719;A24;1;0
C7853;PRBZ;CD;000719;A24;0;1
AP198;PRBZ;CD;000719;A30;0;2
C2743;PRBZ;CD;000719;A23;1;0
RS9211;PRBZ;CD;000719;A31;1;1
C970;PRBZ;CD;000719;A23;0;1
C6309;PRBZ;CD;000719;A23;0;1
C3693;PRBZ;CD;000719;A23;1;0
C2870;PRBZ;CD;000719;A23;0;1
D8403;PRBZ;CD;000719;A30;1;0
AC14374;AFAM;EP;013159;A23;1;0
CV14394;AFAM;EP;013159;A23;1;0
CV10556;AFAM;EP;013159;A23;0;1
AC15373;AFAM;EP;013159;A23;0;1
IC10938;AFAM;EP;013159;A41;1;0
CV14467;AFAM;EP;013159;A24;1;0
IC10517;AFAM;EP;013159;A30;0;1
CV14407;AFAM;EP;013159;A30;1;0
CV14383;AFAM;EP;013159;A30;0;1
CV15376;AFAM;EP;013159;A23;0;1
PA132;PRTN;DI;0D0079;A24;1;0
PA132;PRTN;PC;000061;A23;1;0
C3009;PRBZ;CD;000720;A23;0;1
C7393;PRBZ;CD;000720;A23;0;1
C970;PRBZ;CD;000720;A24;0;3
C970;PRBZ;CD;000720;A23;0;3
C728;PRBZ;CD;000720;A23;0;1
D8403;PRBZ;CD;000720;A23;1;0
C2634;PRBZ;CD;000720;A24;1;0
N8780;PRBZ;CD;000720;A23;0;1
N8777;PRBZ;CC;000721;A23;3;3
C4455;PRBZ;CC;000721;A30;0;1
C5056;PRBZ;CC;000721;A23;0;1
AP198;PRBZ;CC;000721;A30;0;1
C2288;PRBZ;CC;000721;A23;1;1
N8776;PRBZ;CC;000721;A30;0;1
C2938;PRBZ;CC;000721;A31;0;1
C6498;PRBZ;CC;000721;A23;0;1
C5711;PRBZ;CC;000721;A23;0;1
AP198;PRBZ;CC;000721;A23;0;8
C1131;PRBZ;CC;000721;A23;1;4
C3705;PRBZ;CC;000721;A23;0;1
C970;PRBZ;CC;000721;A23;1;0
C481;PRBZ;CC;000721;A24;1;0
C7424;PRBZ;CC;000721;A23;1;0
C4095;PRBZ;CC;000721;A23;0;1
N8778;PRBZ;CC;000721;A23;0;2
C970;PRBZ;CC;000721;A30;1;0
C7701;PRBZ;CC;000721;A23;0;1
C728;PRBZ;CC;000721;A30;0;1
C7748;PRBZ;CC;000721;A30;0;1
C6361;PRBZ;CC;000721;A24;0;1
C1302;PRBZ;CC;000721;A23;0;2
D8403;PRBZ;CC;000721;A23;0;1
C5925;PRBZ;CC;000721;A23;1;0
C4251;PRBZ;CC;000721;A30;1;0
C1631;PRBZ;CC;000721;A30;0;1
C7785;PRBZ;CC;000721;A30;1;0
C5218;PRBZ;CC;000721;A23;0;1
C5775;PRBZ;CC;000721;A23;0;1
C728;PRBZ;CC;000721;A23;0;1
RS9211;PRBZ;CC;000721;A30;1;11
C2307;PRBZ;CC;000721;A24;0;1
RS9211;PRBZ;CC;000721;A31;4;15
RS9211;PRBZ;CC;000721;A24;0;1
RS9211;PRBZ;CC;000721;A23;15;28
D8403;PRBZ;CC;000721;A30;0;1
C3243;PRBZ;CC;000721;A30;0;1
C1302;PRBZ;CC;000721;A24;1;0
C6501;PRBZ;CC;000721;A31;1;0
C8029;PRBZ;CC;000721;A24;1;1
C7901;PRBZ;CC;000721;A23;0;1
C5891;PRBZ;CC;000721;A24;0;1
C3685;PRBZ;CC;000721;A23;0;1
C651;PRBZ;CC;000721;A23;1;1
C6501;PRBZ;CC;000721;A30;0;1
C4815;PRBZ;CC;000721;A23;0;1
N8775;PRBZ;CC;000721;A30;0;1
C3693;PRBZ;CC;000721;A31;1;0
C7065;PRBZ;CC;000721;A23;1;0
C4908;PRBZ;CC;000721;A23;0;1
C4908;PRBZ;CC;000722;A23;0;1
C4034;PRBZ;CC;000722;A23;0;2
C4251;PRBZ;CC;000722;A23;4;8
C4437;PRBZ;CC;000722;A23;0;1
C2307;PRBZ;CC;000722;A24;0;1
D8403;PRBZ;CC;000722;A23;0;5
C1164;PRBZ;CC;000722;A24;0;1
C6124;PRBZ;CC;000722;A23;0;1
C728;PRBZ;CC;000722;A30;0;1
C4131;PRBZ;CC;000722;A23;0;2
AP198;PRBZ;CC;000722;A23;3;20
C5865;PRBZ;CC;000722;A23;0;1
C1832;PRBZ;CC;000722;A23;0;2
N8776;PRBZ;CC;000722;A23;1;1
C7730;PRBZ;CC;000722;A24;1;3
N8775;PRBZ;CC;000722;A23;0;3
C5891;PRBZ;CC;000722;A24;1;0
C4815;PRBZ;CC;000722;A23;0;1
C624;PRBZ;CC;000722;A23;1;0
C3243;PRBZ;CC;000722;A23;0;2
N8777;PRBZ;CC;000722;A23;0;2
C7448;PRBZ;CC;000722;A24;1;0
C3685;PRBZ;CC;000722;A23;1;0
C2938;PRBZ;CC;000722;A23;0;2
C7748;PRBZ;CC;000722;A24;0;1
C6984;PRBZ;CC;000722;A23;1;0
C5974;PRBZ;CC;000722;A23;0;1
C460;PRBZ;CC;000722;A24;0;1
C1631;PRBZ;CC;000722;A23;1;0
C5764;PRBZ;CC;000722;A23;0;1
C1302;PRBZ;CC;000722;A24;0;1
C7757;PRBZ;CC;000722;A23;0;3
C7663;PRBZ;CC;000722;A23;0;1
C8139;PRBZ;CC;000722;A23;1;2
C7833;PRBZ;CC;000722;A24;1;0
C970;PRBZ;CC;000722;A23;6;15
C7099;PRBZ;CC;000722;A24;1;0
C1131;PRBZ;CC;000722;A23;0;3
C2870;PRBZ;CC;000722;A23;1;2
C7673;PRBZ;CC;000722;A24;0;1
C1302;PRBZ;CC;000722;A23;0;1
C6658;PRBZ;CC;000722;A23;1;0
C5925;PRBZ;CC;000722;A23;0;2
N8778;PRBZ;CC;000722;A23;0;1
C1445;PRBZ;CC;000722;A23;0;1
C481;PRBZ;CC;000722;A24;1;2
C1409;PRBZ;CC;000722;A23;1;0
C2810;PRBZ;CC;000722;A24;1;1
C6424;PRBZ;CC;000722;A23;0;1
C6498;PRBZ;CC;000722;A23;1;0
C6501;PRBZ;CC;000722;A23;0;1
C4455;PRBZ;CC;000722;A23;0;1
C2617;PRBZ;CC;000722;A23;1;2
C3212;PRBZ;CC;000722;A23;0;2
C8139;PRBZ;CB;000725;A30;1;0
C7881;PRBZ;CB;000725;A23;1;0
C8139;PRBZ;CB;000725;A23;0;1
C5865;PRBZ;CB;000725;A23;1;1
C4764;PRBZ;CB;000725;A23;1;0
N8774;PRBZ;CB;000725;A24;1;0
C1409;PRBZ;CB;000725;A24;0;1
C6498;PRBZ;CB;000725;A23;1;0
C1131;PRBZ;CB;000725;A23;1;0
C3705;PRBZ;CB;000725;A23;1;0
C3692;PRBZ;CB;000725;A23;0;1
C7673;PRBZ;CB;000725;A24;1;0
C5711;PRBZ;CB;000725;A23;1;0
C4907;PRBZ;CB;000725;A23;1;0
C3675;PRBZ;CB;000725;A23;0;1
C5974;PRBZ;CB;000725;A23;1;0
C6309;PRBZ;CB;000725;A23;1;0
N8777;PRBZ;CB;000725;A23;2;0
C7785;PRBZ;CB;000725;A23;1;0
C2938;PRBZ;CB;000725;A23;0;1
C1631;PRBZ;CB;000725;A23;0;1
RS9211;PRBZ;CB;000725;A30;0;2
C7853;PRBZ;CB;000725;A24;0;1
C4828;PRBZ;CB;000725;A23;1;0
C5218;PRBZ;CB;000725;A23;1;0
N8776;PRBZ;CB;000725;A23;1;0
N8776;PRBZ;CB;000725;A24;0;1
C6501;PRBZ;CB;000725;A23;0;1
C1989;PRBZ;CB;000725;A23;1;0
AP198;PRBZ;CB;000725;A24;0;1
C7393;PRBZ;CB;000725;A23;1;0
C2288;PRBZ;CB;000725;A23;1;0
RS9211;PRBZ;CB;000725;A23;2;0
RS9211;PRBZ;CB;000725;A31;1;1
C970;PRBZ;CB;000725;A23;3;0
C3754;PRBZ;CB;000725;A24;1;0
N8775;PRBZ;CB;000725;A23;0;1
C6994;PRBZ;CB;000726;A23;0;1
C2870;PRBZ;CB;000726;A28;0;1
C4437;PRBZ;CB;000726;A23;1;0
N8776;PRBZ;CB;000726;A23;2;2
C970;PRBZ;CB;000726;A28;1;0
C4251;PRBZ;CB;000726;A23;6;1
C8072;PRBZ;CB;000726;A23;1;0
C1302;PRBZ;CB;000726;A24;1;0
C6501;PRBZ;CB;000726;A23;1;0
C4034;PRBZ;CB;000726;A23;0;1
C970;PRBZ;CB;000726;A23;10;0
N8775;PRBZ;CB;000726;A23;3;1
C3705;PRBZ;CB;000726;A23;1;0
C1164;PRBZ;CB;000726;A24;1;0
C4095;PRBZ;CB;000726;A23;1;0
C7065;PRBZ;CB;000726;A23;1;0
AP198;PRBZ;CB;000726;A28;1;0
C1302;PRBZ;CB;000726;A23;1;0
C7701;PRBZ;CB;000726;A23;1;0
AP198;PRBZ;CB;000726;A23;1;0
N8777;PRBZ;CB;000726;A23;0;4
C3675;PRBZ;CB;000726;A23;0;1
C220;PRBZ;CB;000726;A23;1;0
C6528;PRBZ;CB;000726;A23;1;0
C5816;PRBZ;CB;000726;A23;1;0
C7730;PRBZ;CB;000726;A24;1;0
C1989;PRBZ;CB;000726;A23;1;0
C1131;PRBZ;CB;000726;A23;4;1
C6424;PRBZ;CB;000726;A23;1;0
C5974;PRBZ;CB;000726;A23;0;1
C1177;PRBZ;CB;000726;A23;1;0
C3723;PRBZ;CB;000726;A23;1;0
C2638;PRBZ;CB;000726;A24;1;0
N8780;PRBZ;CB;000726;A23;1;1
Q9150;PRUN;RI;0D0RTP;A24;1;0
Q9158;PRUN;RI;0D0RTP;A23;18;15
Q9154;PRUN;RI;0D0RTP;A23;3;1
Q9168;PRUN;RI;0D0RTP;A23;14;9
Q9166;PRUN;RI;0D0RTP;A23;4;2
Q9186;PRUN;RI;0D0RTP;A24;17;8
Q9167;PRUN;RI;0D0RTP;A24;0;2
Q9134;PRUN;RI;0D0RTP;A23;4;0
Q9148;PRUN;RI;0D0RTP;A23;16;15
Q9149;PRUN;RI;0D0RTP;A23;20;27
Q9167;PRUN;RI;0D0RTP;A23;18;13
Q9156;PRUN;RI;0D0RTP;A23;1;1
Q9150;PRUN;RI;0D0RTP;A23;49;25
Q9170;PRUN;RI;0D0RTP;A23;9;3
Q9174;PRUN;RI;0D0RTP;A23;16;11
Q12807;PRUN;RI;0D0RTP;A23;3;0
Q9138;PRUN;RI;0D0RTP;A23;1;3
Q9162;PRUN;RI;0D0RTP;A23;16;5
Q9169;PRUN;RI;0D0RTP;A23;2;1
Q9137;PRUN;RI;0D0RTP;A23;11;9
Q9145;PRUN;RI;0D0RTP;A23;2;3
Q9138;PRUN;RI;0D0RTP;A24;5;3
Q9130;PRUN;RI;0D0RTP;A23;14;6
Q9130;PRUN;RI;0D0RTP;A24;1;2
Q9165;PRUN;RI;0D0RTP;A23;8;5
Q9165;PRUN;RI;0D0RTP;A24;2;2
Q9155;PRUN;RI;0D0RTP;A23;20;11
Q9132;PRUN;RI;0D0RTP;A24;4;4
Q9132;PRUN;RI;0D0RTP;A23;7;4
Q9144;PRUN;RI;0D0RTP;A23;1;0
Q9188;PRUN;RI;0D0RTP;A23;6;15
Q9153;PRUN;RI;0D0RTP;A24;6;4
Q9142;PRUN;RI;0D0RTP;A23;16;24
Q9187;PRUN;RI;0D0RTP;A23;5;1
Q9183;PRUN;RI;0D0RTP;A23;1;0
Q9164;PRUN;RI;0D0RTP;A24;3;1
Q9168;PRUN;RI;0D0RTP;A24;0;2
Q9163;PRUN;RI;0D0RTP;A23;30;23
Q9131;PRUN;RI;0D0RTP;A23;51;39
Q9186;PRUN;RI;0D0RTP;A23;9;1
Q9157;PRUN;RI;0D0RTP;A23;1;1
Q9181;PRUN;RI;0D0RTP;A23;7;9
Q9181;PRUN;RI;0D0RTP;A24;6;4
Q9153;PRUN;RI;0D0RTP;A23;9;6
Q9185;PRUN;RI;0D0RTP;A23;1;0
Q9164;PRUN;RI;0D0RTP;A23;7;5
Q9141;PRUN;RI;0D0RTP;A23;19;10
Q9141;PRUN;RI;0D0RTP;A24;1;2
Q9133;PRUN;RI;0D0RTP;A23;1;0
Q9146;PRUN;RI;0D0RTP;A23;16;17
Q9180;PRUN;RI;0D0RTP;A24;5;11
Q9159;PRUN;RI;0D0RTP;A23;15;9
Q9184;PRUN;RI;0D0RTP;A24;11;5
Q9180;PRUN;RI;0D0RTP;A23;2;0
Q9139;PRUN;RI;0D0RTP;A24;1;0
Q9139;PRUN;RI;0D0RTP;A23;4;0
Q9178;PRUN;RI;0D0RTP;A23;13;5
Q9147;PRUN;RI;0D0RTP;A23;48;38
Q10425;PRUN;RI;0D0RTP;A23;3;0
Q10602;PRUN;RI;0D0RTP;A23;3;0
Q9179;PRUN;RI;0D0RTP;A23;8;8
Q9128;PRUN;RI;0D0RTP;A23;4;2
Q9182;PRUN;RI;0D0RTP;A23;0;1
Q9179;PRUN;RI;0D0RTP;A24;3;3
Q9171;PRUN;RI;0D0RTP;A23;3;2
Q9140;PRUN;RI;0D0RTP;A23;4;7
Q9128;PRUN;RI;0D0RTP;A24;0;1
Q9172;PRUN;RI;0D0RTP;A23;2;1
Q9184;PRUN;RI;0D0RTP;A23;2;2
