ISTITUZIONE;CONTRATTO;CATEGORIA;STIPENDIO;RIA;TREDICESIMA;STRAORDINARIO;INDENNITA_FISSE;ALTRE_ACCESSORIE
U11799;SSNA;PL;43399,22;0;5142;0;33840,1;1903,55
U11799;SSNA;BI;43439,63;513,48;5429,26;1275,42;35529,29;2800,77
U11799;SSNA;CH;43399,22;20,26;6035,58;1979,35;45816,36;2734,42
U11799;SSNA;FI;43296,34;0;5709,67;0;39937,87;3047,43
U11799;SSNA;DP;41780,15;0;5361,89;0;37676,59;3009,79
U11799;SSNA;DT;41779,2;1168,94;5929,84;0;37908,42;626,68
U11799;SSNA;MO;43399,17;0;5180,22;0;23483,35;1445,35
U11804;SSNA;OP;20218,42;3,75;1922,28;715,71;488,76;3046,92
U11804;SSNA;PT;19159,7;3,53;1718,02;201,74;407,86;1325,02
U11804;SSNA;PF;23303,78;21,06;2334,67;637,45;2648,71;3150,89
U11804;SSNA;MD;43413,99;476,48;6117,43;385,53;30555,7;4022,46
U11804;SSNA;DA;43399,13;4,35;6958,43;0;52063,48;626,78
U11804;SSNA;AT;22298,36;25,95;2077,96;426,2;235,45;2024,27
U11804;SSNA;FM;43409,9;11,73;4811,63;0;21119,58;658,1
U11804;SSNA;PS;43399;169,67;4930,33;0;18432;1230,67
U11804;SSNA;PL;43394,49;646,04;5572,35;0;25007,15;626,57
U11804;SSNA;BI;43423,99;1001,18;5218,8;57,16;21940,7;1537,23
U11804;SSNA;MV;43440,26;1000,8;6483,36;415,06;37514,03;3446,57
U11804;SSNA;FI;43399,1;0;5331,94;0;23682,39;1885,67
U11804;SSNA;DP;43399;0;6574,5;0;44457;627
U11804;SSNA;MO;43399;0;6472;0;35408;627
U11805;SSNA;OP;20230,05;5,81;1838,91;588,41;373,93;3165,18
U11805;SSNA;PT;19164,68;0;1694,76;125,54;388,93;1537,72
U11805;SSNA;PF;23312,86;29,51;2376,87;470,86;2556,39;3294,47
U11805;SSNA;MD;43435,52;377,38;6125,85;1068,78;34987,79;3473,92
U11805;SSNA;DA;43399;142,5;7758;0;89116,5;626,5
U11805;SSNA;AT;22321,88;99,74;2213,57;379,85;505,11;2296,78
U11805;SSNA;FM;43389,03;7,15;5078,55;0;22711,88;626,51
U11805;SSNA;PS;43370;374,25;4901;78,75;20694,75;904,5
U11805;SSNA;PL;43402,4;363,74;5080,16;0;22722,01;629,25
U11805;SSNA;BI;43399,19;607,37;5103,98;378,73;22895,22;1946,34
U11805;SSNA;MV;43391,95;1068,73;6054,48;776,62;36256,92;4350,71
U11805;SSNA;CH;43399;0;5833;0;33185;1587
U11805;SSNA;FI;43399;0;4864,5;7156;20301;6824
U11805;SSNA;DP;43375,8;49;7270,8;0;70958,8;1303,8
U11805;SSNA;DT;43399;0;6876;0;70360;627
U10839;SSNA;OP;20254,91;0;1808,65;925,3;526,59;3448,91
U10839;SSNA;PT;19170,29;21,88;1777,06;293,5;451,77;1016,9
U10839;SSNA;PF;23322,59;18,82;2453,84;866,38;2573,24;3697,87
U10839;SSNA;MD;41847,08;674,4;5768,3;1165,47;31613,21;4747,8
U10839;SSNA;DA;41779,17;0;6119,17;0;41803,17;649,5
U10839;SSNA;AT;22322,89;16,89;2218,01;648,01;291,24;1200,41
U10839;SSNA;FM;41779,22;0;5658,73;164,98;15511,61;2037,37
U10839;SSNA;PL;41767,16;682,51;5603,7;0;13857,52;640,67
U10839;SSNA;BI;41778,73;246,41;5191,97;2699,11;17039,18;4453,74
U10839;SSNA;MV;41829,27;1654,75;6068,39;776,41;32931,59;4001,1
U10839;SSNA;FI;41779;0;4993,33;0;17513;1819
U10839;SSNA;DP;41779,37;0;6616,84;0;38767,16;3353,26
U10839;SSNA;DT;41732,8;0;4115,24;0;3558,82;618,68
U10839;SSNA;MO;41779;2378;7251;0;58662;641
U10742;SSNA;OP;20156,67;2,82;70,62;514,21;512,49;9759,58
U10742;SSNA;PT;19153,35;8,21;195,01;328,77;320,12;7394,83
U10742;SSNA;PF;23297,71;47,57;103,03;628,78;1319,83;12133,53
U10742;SSNA;MD;43395,72;895,02;5072,36;1279,38;33236,68;2960,19
U10742;SSNA;DA;43399,22;1,27;6128,1;0;58265,95;0
U10742;SSNA;AT;22295,38;17,1;251,47;250,77;118,84;8700,63
U10742;SSNA;FM;43399,38;0;4655,39;0;23664,62;1,4
U10742;SSNA;PS;43399,25;0;5422;0;20014,75;0
U10742;SSNA;PL;43375,91;0;5650,79;0;21283,66;1,41
U10742;SSNA;BI;43388,41;0;5074,03;549,23;18806,49;2743,1
U10742;SSNA;MV;43399,18;2337,35;6039,06;69,24;38700,71;2021,12
U10742;SSNA;FI;43399,15;0;5419,15;0;26296,09;2,3
U10742;SSNA;DP;43399;22,5;6018,5;0;47611,5;9
U10742;SSNA;DT;43399,2;0;5633,2;0;27301,6;0
U10740;SSNA;OP;19726,51;21,19;1704,48;235,49;372,45;4140,6
U10740;SSNA;PT;19338,06;32,03;1728,49;128,18;659,99;3833,45
U10740;SSNA;PF;23680,76;24,99;2380,4;212,85;1543,18;6126,56
U10740;SSNA;MD;44145,16;336,24;6123,93;0;30636,84;10909,86
U10740;SSNA;DA;42405,91;0;5722,24;0;23099,67;12423,41
U10740;SSNA;AT;21482,14;17,14;2034,79;307,63;193,28;5283,54
U10740;SSNA;FM;44160,75;0;4876,25;0;18553,71;17924,27
U10740;SSNA;PL;44220,61;329,13;5901,36;0;28155,03;3960,82
U10740;SSNA;BI;43997,38;0;4964,6;0;18658,42;10591,51
U10740;SSNA;FI;44160,6;0;5461,6;0;25666,8;5701
U10740;SSNA;DP;42405,86;0;7106,3;0;34841,92;17626,19
U10740;SSNA;DT;42405;0;4969;0;17218;7523
U10903;SSNA;OP;20022,82;19,3;1669,15;2532,73;532,08;5814,12
U10903;SSNA;PT;19143,86;63,11;1629,71;2139,22;426,32;4037,53
U10903;SSNA;PF;23293,99;14,02;1940,68;2016,49;2554,32;6377,8
U10903;SSNA;MD;43399,16;344,07;3459,57;639,11;31273,3;3462,95
U10903;SSNA;DA;41780,53;0;5414,64;0;25377,17;201,21
U10903;SSNA;AT;21437,78;92,6;1952,43;1984,52;122,29;5548,69
U10903;SSNA;FM;43399,14;0;3481,64;0;18730,73;2351,18
U10903;SSNA;PL;43399,17;0;3481,67;0;12092,5;678,5
U10903;SSNA;BI;43399,19;23,45;3378,48;353;14774,41;4104,08
U10903;SSNA;CH;43399;0;3482;1923,5;34470;6041
U10903;SSNA;DP;41779;0;3481,5;0;25832;6052,5
U10903;SSNA;DT;41779,67;0;3482;0;26120,67;8338,33
J11101;SSNA;OP;20292,47;0;1743,23;1299,5;113,41;338,06
J11101;SSNA;PF;23685,25;0;2086,2;950,99;1790,58;402,7
J11101;SSNA;MD;41775,53;0;6192,4;0;32374,32;679,15
J11101;SSNA;DA;41779;0;5809,5;0;24765,25;679
J11101;SSNA;AT;22810,02;0;1939,86;674,48;126,55;440,65
J11101;SSNA;PL;41779,33;0;4700,33;0;13236,33;679
J11101;SSNA;BI;41779;0;5180;0;20928;679
J11101;SSNA;DP;41779;0;4317;0;8303;679
J11101;SSNA;DT;41779;0;5416,5;0;21322,5;679
J11101;SSNA;MO;41779;0;4197;0;9128,5;679
U10857;SSNA;OP;20353,38;2,15;1989,55;334,08;379,23;3924,72
U10857;SSNA;PT;19038,64;7,17;1677,2;469,31;234,5;3074,84
U10857;SSNA;PF;23667,8;26,13;2558,18;437,15;2297,04;4811,58
U10857;SSNA;MD;44095,92;697,62;5744,79;1175,09;35896,45;4709,76
U10857;SSNA;DA;41779;29,84;5352,98;0;25425,14;28,93
U10857;SSNA;AT;21437,82;40;2098,96;334,6;87,95;2279,75
U10857;SSNA;FM;44186,14;5,6;4822,69;9,09;25239,96;628,34
U10857;SSNA;PL;44094,6;16,38;5086,57;0;25907,96;350,88
U10857;SSNA;BI;43965,03;0;4443,29;2949,68;18491,31;3839,72
U10857;SSNA;MV;43965,24;1365,1;6249,42;277,24;41025,13;3328,96
U10857;SSNA;CH;44161;0;5898;17774;39782;1133
U10857;SSNA;DP;41779,11;0;4726,22;0;25806,22;800
U10857;SSNA;DT;41779,13;0;4928,13;0;22642,38;1890,5
U10857;SSNA;MO;44161;1049;9525;0;63767;21
U10741;SSNA;OP;21228,45;22,83;1765,6;735,11;948,84;3684,64
U10741;SSNA;PT;19798,06;20,48;1704,63;522,01;102,38;1931,67
U10741;SSNA;PF;23302,16;34,04;2316,92;748,91;2294,08;3653,88
U10741;SSNA;MD;43399,58;911,47;6753,62;581,3;36740,88;3622,1
U10741;SSNA;DA;41779,23;12,19;6572,53;0;42291,23;811,61
U10741;SSNA;AT;21693;80,8;2091,92;520,18;363,02;2461,94
U10741;SSNA;FM;43398,44;0;6118,11;6,87;27328,26;2215,43
U10741;SSNA;PS;43398,86;0;3829,71;0;5221,71;895,71
U10741;SSNA;PL;43399,34;36,87;5556,68;20,2;26293,41;1105,58
U10741;SSNA;BI;43398,91;134,8;5760,65;4010,29;23627,25;3360,21
U10741;SSNA;MV;43444;1484,7;7253,34;250,8;46251,18;3948,39
U10741;SSNA;CH;43399,33;0;5721,67;0;27410,33;7040,33
U10741;SSNA;FI;43399,33;0;5380,33;0;24319;3576,67
U10741;SSNA;DP;41779,14;0;6003;84,93;34179,79;3954
U10741;SSNA;DT;41779,44;0;5934,89;0;34040,72;411,05
U10741;SSNA;MO;43399;0;4460;0;9496;627
U10859;SSNA;OP;20431,25;53,2;1798,58;3169,85;449,21;3726,62
U10859;SSNA;PT;19340,81;35,8;1715,64;1297,07;425,64;1843,13
U10859;SSNA;PF;23543,15;28,15;2346,45;3612,08;2288,7;3989,03
U10859;SSNA;MD;43556,35;1250,89;6292,99;969,52;32965,52;6206,1
U10859;SSNA;DA;41687,44;32,25;5708,84;0;27507,79;4267,5
U10859;SSNA;AT;21737,98;93,75;2086,62;2338;162,66;2034,06
U10859;SSNA;FM;43672,08;0;5345,44;916,03;25723,92;390,17
U10859;SSNA;PL;43481,93;23,15;5432,84;333,33;23840,45;763,36
U10859;SSNA;BI;43501,15;10,32;4783,03;4491,11;19395,2;4831,55
U10859;SSNA;MV;43842,54;1622,24;6826,98;514,22;31205,11;3337,42
U10859;SSNA;CH;43534;256;5709;0;30144;9618
U10859;SSNA;DP;41897,78;0;4370,69;4,75;12249,7;40651
U10859;SSNA;DT;41772,19;11,71;5190,68;37,47;20895,93;2299,51
U10769;SSNA;OP;20220;7,36;1790,67;224,68;480,15;2480,12
U10769;SSNA;PT;19154,53;9,19;1709,45;192,6;251,73;1002,3
U10769;SSNA;PF;23299,58;23,68;2335,81;167,08;2182,29;2440,36
U10769;SSNA;MD;43444,24;966,22;6157,09;0,24;28285,29;4338,11
U10769;SSNA;DA;41776,66;31,08;5478,07;0;26102,34;35,38
U10769;SSNA;AT;21224,21;66,48;2229,46;181,06;453,28;523,06
U10769;SSNA;FM;43399,03;4,23;5618,46;0;21926,25;325,18
U10769;SSNA;PS;42852,33;615;5388,67;0;21401,33;3154
U10769;SSNA;PL;43399,49;29,21;5261,29;0;19686,95;4,36
U10769;SSNA;BI;43401,23;38,03;5027,04;0;17074,87;3689,84
U10769;SSNA;MV;43398,98;1708,28;6454,58;0;31674,98;4337,97
U10769;SSNA;FI;43399;0;5151;0;20402,5;0
U10769;SSNA;DP;41779;0;5030,5;0;17300,75;2931,5
U10769;SSNA;DT;41779,17;0;4502,5;0;11097,33;211,67
U10769;SSNA;MO;43399;1622;6015;0;26528;0
U10751;SSNA;OP;20197,92;24,91;1963,92;890,52;456,69;4714,32
U10751;SSNA;PT;19108,85;33,33;1752,92;671,09;512,23;1770,88
U10751;SSNA;PF;23276,1;24,19;2437,04;817,23;1329,96;5376,22
U10751;SSNA;MD;43553,56;1074,57;6026,04;591;34432,19;3930,59
U10751;SSNA;DA;42009,34;0;5195,71;0;25497,17;586,47
U10751;SSNA;AT;21433,86;79,94;2117,9;1085,07;136,54;2129,64
U10751;SSNA;FM;43427,22;0;4220,77;56,14;35055,94;1445,51
U10751;SSNA;PL;43576,49;22,26;5203;0;33029,51;629,4
U10751;SSNA;BI;43572,8;64,84;4677,92;681,34;23496,33;4392,97
U10751;SSNA;MV;43543,01;702,85;5736,88;778,29;31838,9;3071,15
U10751;SSNA;CH;43534;0;5761,67;89;41958,67;1445,33
U10751;SSNA;DP;41779,16;0;4132,18;0;17795,5;623,28
U10751;SSNA;DT;41779,1;128,57;4456,53;0;17150,33;626,69
U10735;SSNA;OP;19781,3;49,78;1746,34;3829,74;714,19;3502,3
U10735;SSNA;PT;18972,16;51,81;1730,53;2283,4;733,9;2253,87
U10735;SSNA;PF;22987,09;25,35;2284,31;3006,64;2809,9;3971,08
U10735;SSNA;MD;43297,52;937,3;6033,12;357,42;29253,91;3340,57
U10735;SSNA;DA;38530,94;6,86;4554,83;0;17061,71;1,57
U10735;SSNA;AT;18777,79;43,3;1740,46;1596,66;405,63;2231,71
U10735;SSNA;FM;43349,47;0;5213,06;1279,1;19891,46;794,87
U10735;SSNA;PS;43323;0;3858;651;4515;0
U10735;SSNA;PL;43302,45;12,12;5036,25;38,51;18356,98;6,22
U10735;SSNA;BI;43393,62;75;4862,73;1306,81;15872,14;2188,46
U10735;SSNA;MV;43333,16;843,22;6069,4;121,38;28293,73;3342,08
U10735;SSNA;FI;43323;0;4763,75;56,75;13751;1239,5
U10735;SSNA;DP;41654,57;0;4363,11;12,45;14073,09;26446,2
U10735;SSNA;DT;41179,63;0;4344,44;0;13455,1;554,8
U10601;SSNA;OP;20223;0;1835,46;0;533,21;2713,33
U10601;SSNA;PT;19153,58;0;1825,32;40,62;512,18;2496,26
U10601;SSNA;PF;23302,85;21,72;2358,04;13,05;2809,49;2894,25
U10601;SSNA;MD;41779,6;649,55;6447,23;0;40339,42;714,06
U10601;SSNA;DA;41779;0;4821,5;0;25374;627
U10601;SSNA;AT;22280,36;0;1936,91;334,11;113,9;2642,35
U10601;SSNA;PL;41782,63;0;3879,27;0;8110,07;627,54
U10601;SSNA;BI;41780,36;5,48;4478,35;0;16402,07;964,68
U10520;SSNA;OP;20223,48;12,49;1797,38;205,16;458,26;4938,6
U10520;SSNA;PT;19159,25;17,16;1719,13;31,96;318,73;3111,74
U10520;SSNA;PF;23296,41;47,4;2334,43;328,25;2395,98;5828,11
U10520;SSNA;MD;43422,47;465,88;6223,84;279,28;38880,3;4234,04
U10520;SSNA;DA;41779,22;30,58;5401,45;0;60751,69;1753,02
U10520;SSNA;AT;22287,77;76,54;2065,53;189,54;187,23;3916,22
U10520;SSNA;FM;43399,19;0;5555,85;168,58;46484,02;4874,43
U10520;SSNA;PS;43399,2;0;2528;360,8;21680,8;3218,4
U10520;SSNA;PL;43399,16;2,83;5901;0;52329,36;1904,19
U10520;SSNA;BI;43399,25;110,49;5400,45;801,74;47607,17;3352,3
U10520;SSNA;MV;43399,21;1853,2;6284,31;293,89;38599,47;3265,62
U10520;SSNA;DP;41779,33;0;6603,33;0;85346,67;629,67
U10520;SSNA;DT;41779,11;0;4120,44;0;35171,11;626,67
U10521;SSNA;OP;20103,49;21,24;1776,77;115,18;438,46;4253,49
U10521;SSNA;PT;19065,87;43,01;1706,77;112,32;506,82;4012,34
U10521;SSNA;PF;23305,49;48,29;2303,29;315,36;2527,54;5898,5
U10521;SSNA;MD;43410,2;504,21;6423,34;790,68;40784,83;3756,33
U10521;SSNA;DA;41769,82;32,37;5862,7;0;56587,74;622,48
U10521;SSNA;AT;21442,11;104,38;2083,57;365;170,46;5882,42
U10521;SSNA;FM;43392,67;0;5513,05;168,77;30180,19;3477,58
U10521;SSNA;PL;43385,9;55,21;5715,85;0;33545,73;1889,83
U10521;SSNA;BI;43393,91;33,92;4828,62;2379,09;21980,22;3864,35
U10521;SSNA;MV;43367,49;1581,21;6230,74;116,75;38682,53;2421,68
U10521;SSNA;FI;43388;0;5517,67;0;31294,5;3131,5
U10521;SSNA;DP;41779,09;0;2181,27;0;24392,18;1500
U10516;SSNA;OP;20104,37;12,98;1802,1;198,24;422,22;4432,18
U10516;SSNA;PT;19037,91;31,08;1750,09;92,95;484,19;2430,76
U10516;SSNA;PF;23297,37;33,09;2350,99;420,69;3107,88;5512,67
U10516;SSNA;MD;43374,12;531,62;6843,99;870,37;50088,56;4148,04
U10516;SSNA;DA;41703,21;65,34;5616,45;0;45956,07;902,66
U10516;SSNA;AT;21436,55;86,97;2112,15;244,87;125,15;3938,54
U10516;SSNA;FM;43398,24;0;5394,17;0;31884,7;2034,48
U10516;SSNA;PL;43395,64;32,34;5929,32;0;31057,28;1790,67
U10516;SSNA;BI;43386,19;0;4805,98;107,4;16855,52;3109,54
U10516;SSNA;MV;43394,92;1235,47;6308,39;291,57;40425,52;2506,61
U10516;SSNA;FI;43399,03;0;6280,97;0;43912,97;3183,31
U10516;SSNA;DP;41769,41;20,38;4972,04;390,95;35419,22;2510,34
U10516;SSNA;DT;41779,37;0;4973,26;0;32296;644
U10532;SSNA;OP;20231,41;11,9;1754,12;305,19;467,55;2629,86
U10532;SSNA;PT;19140,96;144,8;1774,43;0;136,3;1379,49
U10532;SSNA;PF;23306,77;60,55;2284,17;604,02;2152,93;2073,65
U10532;SSNA;MD;43383,38;1528,49;6626,28;1033,93;33368,33;3981,43
U10532;SSNA;DA;41779,11;33,67;4997,01;0;17222,21;626,56
U10532;SSNA;AT;22110,46;162,2;2053,69;0;164,84;1328,5
U10532;SSNA;FM;43399,53;0;5817,45;569,9;26010,57;2208,96
U10532;SSNA;PS;43399;0;3960;0;6481;587
U10532;SSNA;PL;43399,81;143,03;5905,44;0;28388,32;398,37
U10532;SSNA;BI;43399,19;1377,23;5323,53;10332,53;16890,8;1708,57
U10532;SSNA;MV;43400,11;1694,26;7044,56;284,23;38634,12;2825,51
U10532;SSNA;CH;43399;0;5900;0;28157;839
U10532;SSNA;DP;41779,23;0;5366,01;0;27662,31;526,36
U10532;SSNA;DT;41779,2;0;4890,65;0;16281,97;511,57
U10739;SSNA;OP;20220,37;0;1764,79;449,04;492,14;2882,85
U10739;SSNA;PT;19246,5;5,46;1737,35;233,32;440,57;2902,8
U10739;SSNA;PF;23301,71;7,86;2291,19;798,24;2459,24;5531,07
U10739;SSNA;MD;43399,97;392,41;6579,93;813,8;36920,46;5844,5
U10739;SSNA;DA;41779,25;283,5;5950,75;0;43087;499,75
U10739;SSNA;AT;22527,85;38,53;2111,68;521,38;122,98;4749,71
U10739;SSNA;FM;43399,91;0;5905,66;0;30412,17;840,26
U10739;SSNA;BI;43399,33;0;6012;171,67;32434,67;4762
U10739;SSNA;FI;43399,25;0;5463,75;0;24870;1990,75
U10739;SSNA;DP;41779;0;6250;0;49112,25;555
U10739;SSNA;DT;41779;0;5242;0;33562;627
U10739;SSNA;MO;43401,22;302,67;6941,05;0;41595,88;403,11
AG9899;SSNA;PT;19180,53;0;1753,61;476,88;1271,3;14790,98
AG9899;SSNA;PF;23317,12;0;2185,64;986,65;2277,66;22608,48
AG9899;SSNA;MD;41779,2;0;7779,52;0;65578,4;622,4
AG9899;SSNA;DA;41868,47;0;7142,58;0;67548,47;624,54
AG9899;SSNA;AT;22300,24;0;2096,85;847,3;1040,13;20968,31
AG9899;SSNA;PS;41779;0;8208;0;83490;623
AG9899;SSNA;DP;41779;0;7238;0;66274;623,5
U10750;SSNA;OP;20493,61;27,35;1799,02;2508,82;494,02;6577,92
U10750;SSNA;PT;19400,35;32,35;1726,18;1295,63;610,85;3196,52
U10750;SSNA;PF;23677,55;19,96;2323,83;1664,59;2622,56;6490,52
U10750;SSNA;MD;44032,58;1036,7;5964,33;1347,27;32149,44;5231,24
U10750;SSNA;DA;42452,8;7,71;5182,78;0;20962,19;660,69
U10750;SSNA;AT;21860,66;38,24;2079,33;1404,51;124,98;4023,77
U10750;SSNA;FM;44083,93;15,27;5354,45;371,82;24602,84;645,91
U10750;SSNA;PL;44061,13;14,03;4782,2;0;15774,61;293,6
U10750;SSNA;BI;44046,69;78,18;5734,11;723,07;27634,39;3725,6
U10750;SSNA;MV;44051,67;840,31;5770,3;63,92;27203,62;1799,08
U10750;SSNA;FI;44026;0;6346;0;36097;1947
U10750;SSNA;DP;42281,71;0;5041,08;0;16437,03;20268,02
U10750;SSNA;DT;42405,83;5,28;4600,78;0;15097,08;1743,7
U10748;SSNA;OP;20105,33;0;1675,44;1082,92;524,73;6274,99
U10748;SSNA;PT;19117,55;21,44;1680,38;698,8;466,77;4158,91
U10748;SSNA;PF;23298,95;14,56;2038,36;871,23;3138,89;9316,99
U10748;SSNA;MD;43399,16;864,9;3603,79;877,01;35065,41;7812,36
U10748;SSNA;DA;41779,22;0;5256,31;0;22850,85;5020,98
U10748;SSNA;AT;21804,77;7,33;2101,21;272,38;362,74;2706,51
U10748;SSNA;FM;43399,07;0;3616,55;0;19597,14;1382,15
U10748;SSNA;PS;43398,72;27,84;3616,32;0;3816;15460,8
U10748;SSNA;PL;43398,93;0;6062,93;0;30212,8;3608,53
U10748;SSNA;BI;43399,05;0;3616,58;108,37;24297,9;3776,04
U10748;SSNA;FI;43398,95;861,79;3616,42;0;14686,42;2018,84
U10748;SSNA;DP;41779;0;5670;0;28243,67;5292,33
U10748;SSNA;DT;41779;0;4960;0;19116;21542
U10746;SSNA;OP;20227,86;26,17;1849,99;1029,25;882,24;14247,96
U10746;SSNA;PT;19153,94;19,03;1668;641,94;487,13;4899,09
U10746;SSNA;PF;23304,48;34,97;2372,75;608,71;2164,75;9250,45
U10746;SSNA;MD;43425,51;939,75;6068,41;437,61;37435,46;2256,96
U10746;SSNA;DA;41536,79;0;5601,92;0;39746,81;954,61
U10746;SSNA;AT;21689,67;89,16;2195,56;837,69;239,81;10037,24
U10746;SSNA;FM;43397,59;0;4905,57;0;20787,06;631,96
U10746;SSNA;PS;43399,06;588;4152,71;0;6099,18;2052,71
U10746;SSNA;PL;43417,69;0,93;5405,09;0;25050,6;626,35
U10746;SSNA;BI;43371,25;1933,58;5125,19;244,1;21401,17;1740,75
U10746;SSNA;MV;43415,23;1765,11;6308,02;384,93;36094,21;2856,56
U10746;SSNA;FI;43399;0;6213,67;0;32915,67;1866
U10746;SSNA;DP;41780,82;0;4617,14;0;30552,47;2086,78
U10746;SSNA;DT;41778,26;3,51;5029,77;0;34612,64;1094,43
U10746;SSNA;MO;43395,04;0;5918,22;0;36539,95;626,52
PU10752;SSNA;OP;20219,99;0;1720,54;582,18;488,8;7865,32
PU10752;SSNA;PT;19270,98;0;1642,63;1242,38;110,34;4896,22
PU10752;SSNA;PF;23750,2;0;2064,12;606,95;1354,24;9529,01
PU10752;SSNA;MD;43398,07;324,34;5650,13;425,71;30830,17;7559,97
PU10752;SSNA;DA;42171,17;0;4435,83;0;37859,17;3100,5
PU10752;SSNA;AT;21807,16;0;1946,4;1048,92;126,52;7759,09
PU10752;SSNA;FM;43399,15;0;5043,76;117,82;27950,42;1330,79
PU10752;SSNA;PL;43399;0;4369;0;16216,5;651
PU10752;SSNA;BI;43397,48;0;5520,53;798,1;30322,93;1341,69
PU10752;SSNA;DP;42588,75;0;5543,25;0;31538,25;0
U10733;SSNA;OP;20103,32;10,66;1345,58;1300,89;296,06;4124,71
U10733;SSNA;PT;19043,07;6,11;2137,68;1354,74;228,8;4282,32
U10733;SSNA;PF;23294,51;27,36;1515,67;1126,57;2350,07;4594,43
U10733;SSNA;MD;43447,43;2554,78;6809,56;737,81;49346,68;4968,3
U10733;SSNA;DA;41778,92;0;4573,77;0;23811,85;530,23
U10733;SSNA;AT;21432,56;24,73;1069,24;479,65;150,03;2904,19
U10733;SSNA;FM;43420,21;0;5873,23;0;41284,31;457,44
U10733;SSNA;PL;43408,74;80,93;4680,42;279,07;18290,44;0
U10733;SSNA;BI;43398,93;0;3827,33;1038;9007,73;620,4
U10733;SSNA;MV;43107,77;1353,36;7755,92;1534,49;44477,07;2384,37
U10733;SSNA;CH;43533;0;5586;7332;48526;6230
U10733;SSNA;DP;41743,17;0;5380,21;35,06;26578,29;589,09
U10733;SSNA;DT;41779;0;4564,71;0;28502,71;447,71
U10755;SSNA;OP;20095,95;23,93;1875,35;1463,85;503,62;6598,53
U10755;SSNA;PT;19039,08;16,72;1735,71;745,83;432,16;3396,26
U10755;SSNA;PF;23298,3;14,09;2536,7;1038,02;2668,3;7965,87
U10755;SSNA;MD;43393,22;661,54;6182,51;394,15;35212,65;6820,77
U10755;SSNA;DA;41779,13;51,56;8861,06;0;53392,31;768
U10755;SSNA;AT;21435,95;324,97;2220,89;1404,99;168,89;4884,54
U10755;SSNA;FM;43430,41;0;5966,48;245,67;36178,36;2635,31
U10755;SSNA;PL;43399;0;5030,5;0;16398;1895
U10755;SSNA;BI;43398,96;0;5134,95;550,11;20659,37;3732,66
U10755;SSNA;CH;43399;0;4085;1243;4073;3317
U10755;SSNA;FI;43310,85;0;4879,47;0;14945,58;3290,15
U10755;SSNA;DP;41779,2;0;9616,27;193,33;41313,6;1416,27
U10755;SSNA;DT;41779;0;7223;0;53608,5;886
U10755;SSNA;MO;43417,26;498,87;5803,42;0;28492,71;621,43
U10621;SSNA;OP;20174,57;4,85;1689,83;243,93;876,06;2859
U10621;SSNA;PT;19067,84;26,47;1594,73;55,96;408,41;1720,42
U10621;SSNA;PF;23242,49;19,64;1939,02;178,14;3557,35;2824,68
U10621;SSNA;MD;43256,29;864,87;5760,1;690,04;36189,42;5383,56
U10621;SSNA;DA;41302,42;0;4561,45;0;20186,9;0
U10621;SSNA;AT;21514,42;43,26;1889,89;250,76;152,52;1308,57
U10621;SSNA;FM;43399,18;1;5112,55;30,82;31065,18;1645,27
U10621;SSNA;PS;43399;0;3482;0;11484;0
U10621;SSNA;PL;42882,43;119,14;4856,57;0;28944,29;0
U10621;SSNA;BI;43399,16;0;4589,3;2905,77;26206,23;2029,12
U10621;SSNA;MV;43330,52;892,12;5684,72;981,01;37220,41;3682,44
U10621;SSNA;DP;41779,1;0;4620,49;0;22807,35;470,2
U10621;SSNA;DT;41779;0;4005;0;15312;0
U9450;SSNA;OP;20261,58;19,16;1699,4;1337,33;513,76;4073,85
U9450;SSNA;PT;19268,76;38,72;1622,81;250,06;401,61;2006,59
U9450;SSNA;PF;23297,85;8,13;1980,04;1441,2;2484,69;4919,62
U9450;SSNA;MD;43608,39;582,17;5886,31;275,92;26811,94;15326,86
U9450;SSNA;DA;41779,16;10,63;5352,53;0;18667,58;14140,74
U9450;SSNA;AT;21805,38;15,24;1829,58;559,64;373,14;3271,58
U9450;SSNA;FM;43454,1;38,35;4860,59;215,83;16572,76;12726,97
U9450;SSNA;PL;43452,25;0;3751;0;2752,5;6594,75
U9450;SSNA;BI;43594,37;20,86;4520,88;0;11066,66;15967,85
U9450;SSNA;CH;43534;0;3806;0;3888;16594
U9450;SSNA;FI;43534;0;4491,6;0;13538,8;9233,6
U9450;SSNA;DP;41779;0;5855,67;0;28458,33;22301,33
U9450;SSNA;DT;41779,2;0;4684,8;0;23247,2;13981,6
J8634;SSNA;OP;20219,72;0;1738,14;1121,94;508,93;3922,41
J8634;SSNA;PT;19154,53;2,25;1763,84;317,57;271,1;2789,12
J8634;SSNA;PF;23292,94;20,84;2305,62;507,85;2551,9;4083,99
J8634;SSNA;MD;41766,37;9,44;6241,32;1955,53;37472,4;5393
J8634;SSNA;DA;41779,25;0;5971,25;0;38335;626,75
J8634;SSNA;AT;22312,26;87,89;2361,39;894,56;1315,08;6362,76
J8634;SSNA;FM;41779;0;5605,67;104,33;32977,67;4585,33
J8634;SSNA;BI;41789,79;1,83;4642,58;2361,47;18865,6;1321,2
J8634;SSNA;DT;41778,95;0;2673,47;0;14333,05;626,53
J8634;SSNA;RR;24268,84;0;2224,58;7,62;329,74;1251,31
U9534;SSNA;OP;20225,79;2,57;1802,65;390,97;493,56;4078,57
