ISTITUZIONE;CONTRATTO;CATEGORIA;STIPENDIO;RIA;TREDICESIMA;STRAORDINARIO;INDENNITA_FISSE;ALTRE_ACCESSORIE
C6359;RALN;IR;21642,86;228,86;2236,29;64,29;4635;2638,71
C6359;RALN;OE;19385,5;196,5;1753,5;0;573,5;2032,5
C5329;RALN;IR;21735,17;34,83;1929,34;249,13;2006,2;2455,6
C5329;RALN;EQ;23643,63;18,45;2166,42;189,71;4034,21;2991,02
C5329;RALN;OE;19373,02;9,02;1755,49;282,11;1382,59;1879
C5329;RALN;DI;41779;79;0;0;38598,5;623
C5329;RALN;FP;41779;0;6550;0;47161;627
C5654;RALN;IR;21815,14;0;2251,71;6,43;5117,14;2838,86
C5654;RALN;OE;20247,42;0;1636,15;179,34;587,32;4280,75
C5299;RALN;IR;21485,33;0;1941,93;229,93;800,59;4326,67
C5299;RALN;EQ;23212;0;1973;0;20732;3893
C5299;RALN;OE;19237,95;3,98;1751,99;248,77;581,4;1456,55
C5299;RALN;RU;23212;0;1973;0;20739;4695
C3240;RALN;IR;21393,09;0;1940,96;0;2658,51;980,32
C3240;RALN;OE;19035;0;1857;638;581;2286
C8150;RALN;IR;21264,19;24,22;1909,17;554,81;1087,47;3012,72
C8150;RALN;OP;18204,59;0;1606,76;1662,11;482,99;2668,05
C8150;RALN;EQ;23306,03;119,22;2426,03;420,21;4194,04;2643,53
C8150;RALN;OE;18984,44;45,57;1686,4;686,07;620,06;2088,95
C8150;RALN;DI;41779,17;23,74;6780,78;0;50394,13;626,61
C8150;RALN;FP;41779;0;7574;0;59473;627
C2589;RALN;IR;21343,45;0;1845,24;0;2276,19;1087,5
C2589;RALN;EQ;22127,5;0;2608,5;0;8247,5;19491,5
C2589;RALN;OE;19067,96;0;1633,98;0;1264,56;700,49
C3637;RALN;IR;21393;0;1818;0;657;5264
C3637;RALN;EQ;23260,22;0;2700,65;0;5739,35;1978,06
C3637;RALN;OE;19294;0;1706;0;571;2824
C7261;RALN;IR;21472,08;309,21;1820,97;0;5693,75;1044,97
C7261;RALN;OP;17929,16;0;1540,01;0;481,68;1359,51
C7261;RALN;OE;18659,61;0;1597,65;0;568,63;1323,92
C6086;RALN;IR;21416,75;9,68;1854,32;989,16;1206,43;1559,59
C6086;RALN;OP;18221,83;0;1103,66;234,51;492,69;1356,69
C6086;RALN;EQ;23376,4;0;2097,47;282,93;10038,93;1096,4
C6086;RALN;OE;19086,4;36;1715;1713;594,2;1810,2
C6086;RALN;FP;41779;0;3482;0;22352;1059
C6232;RALN;IR;21852;312;2029;642,5;1221,5;2486
C6232;RALN;EQ;23667,27;0;2967,27;819,27;14648,18;1935,27
C6232;RALN;OE;19298,18;0;1724,18;386,73;568,36;1430,73
C6951;RALN;IR;21660,18;29,74;1953,25;0;1808,54;2861,88
C6951;RALN;OP;18474,89;10,15;1640,43;0;475,01;629,76
C6951;RALN;EQ;23212,5;0;3034,5;0;9527,5;5906,5
C6951;RALN;OE;19178,12;3,74;1663,98;0;552,18;1481,48
C3897;RALN;IR;21392,89;0;1929,56;105,89;1832,56;5226,33
C3897;RALN;OP;18223,5;0;1605,5;739,5;480,5;3983
C3897;RALN;EQ;23630;0;3547,5;0;16766,5;755,5
C3897;RALN;OE;19193,92;10,23;1813,27;124,58;1653,99;4131,41
C5286;RALN;IR;21590,08;14,71;1910,87;206,17;2592,59;1325,33
C5286;RALN;EQ;23756,63;32,57;2498,59;370,56;7701,1;5518,84
C5286;RALN;OE;19503,65;0;1774,02;145,71;1210,19;736,37
C7593;RALN;IR;21402,23;3,5;1822,64;850,88;1105,91;2748,69
C7593;RALN;EQ;23445,21;9,35;3041,37;318,07;9264,56;2059,6
C7593;RALN;OE;19321;22,24;1679,61;283,6;577,59;1672,99
C6873;RALN;IR;21740,35;52,76;1998,54;206,22;1746,29;2257,53
C6873;RALN;EQ;23212,33;0;3217,67;0;16941;2160,67
C6873;RALN;OE;19035;0;1763;0;1341;1144
C1306;RALN;IR;21806,86;34,7;1804,05;338,81;661,09;3022,75
C1306;RALN;EQ;23717,45;0;3341,24;30,55;14054,84;1791,27
C1306;RALN;OE;19504,12;28,84;1779,4;512,78;585,13;2058,09
C3488;RALN;IR;21625,89;52,2;1921,34;845,33;1197,42;5127,7
C3488;RALN;OP;18375,09;85,76;1590,61;1041,55;476,77;2250,74
C3488;RALN;EQ;23708,03;23,67;2239,51;480,46;3219,65;5193,88
C3488;RALN;OE;19674,48;43,79;1778,67;684,8;564,91;3632,53
C3488;RALN;DI;41779;0;5391;0;30451;1412,5
C3488;RALN;FP;41779;0;6252;0;29542;12069
C795;RALN;IR;21393,09;19,35;1990,81;1005,94;2371,12;2806,74
C795;RALN;EQ;23212,5;0;2115;579;5214;682
C795;RALN;OE;19106,1;0;1680,44;1084,94;579,23;2234,67
C795;RALN;RU;23178;0;1970;0;19513;506
C7694;RALN;IR;21734,14;19,9;1877,17;371,06;1194,76;1185,04
C7694;RALN;EQ;23212;0;3117;0;6764;0
C1589;RALN;IR;21393;94;1871,5;0;1312,5;274
C1589;RALN;EQ;23212;135;3223;0;11094;3088
C2958;RALN;IR;21955,04;23,29;2110,33;698,54;1252,72;6704,74
C2958;RALN;OP;18711,69;0;1668,92;474,46;484,62;5172,92
C2958;RALN;EQ;24046,82;0;2423,02;254,19;3100,38;4406,56
C2958;RALN;OE;19909,73;167,06;1815,16;579,07;600,35;1811,45
C2958;RALN;DI;41779,27;36,17;5650,31;0;33268,73;11966,37
C2958;RALN;FP;41779;0;6200;0;65337;13215
C6751;RALN;IR;21392,99;25,82;2090,41;742,37;1352,58;8148,85
C6751;RALN;OP;18376;0;1605;260;468;1260
C6751;RALN;EQ;23212,36;0;3040,28;1805,75;9609,8;8733,51
C6751;RALN;OE;19035;10,44;1745,74;736,64;614,7;4141,05
C6751;RALN;FP;41779;0;3481;0;19767;0
C5287;RALN;IR;22208;69;2101;2322;673;11175
C5287;RALN;EQ;23656;0;2561,6;0;8826;1422
C7951;RALN;IR;21394,13;19,14;1905,93;78,96;689,51;1554,87
C7951;RALN;EQ;23211,11;135,2;2198,94;262,62;16184,97;1315,56
C7951;RALN;OE;19033,55;0;1637,92;56,6;567,99;1474,25
C7951;RALN;FP;41779;0;5753;0;26631;2834
C5560;RALN;IR;21399,43;113,55;1918,87;257,52;1412,85;2025,18
C5560;RALN;EQ;23407,58;74,17;2405,83;208,7;3645,24;2478,98
C5560;RALN;OE;19191,87;40,35;1751,78;227,53;585,57;1374,93
C5560;RALN;DI;41779,33;0;5150,33;0;25360;1651,67
C5560;RALN;FP;41779;0;6870;0;47923;615
C1921;RALN;IR;21393,18;0;2017,41;0;668,47;1860
C1921;RALN;FP;16092;0;0;0;0;16092
C7562;RALN;IR;21677,36;41,9;1810,58;434,92;1435,19;3424,34
C7562;RALN;OP;18408;192,36;1689,82;948;570,18;1594,55
C7562;RALN;EQ;23767;20,25;1946,75;734,5;12440,25;413,25
C7562;RALN;OE;19341,44;41,67;1599,11;903,11;611,11;3146,33
C7562;RALN;FP;41779;188;3539;0;16453;679
C7490;RALN;IR;21387,26;0;1744,49;0;0;0
C7490;RALN;OE;19121;45,33;1718,33;0;0;0
C7490;RALN;FP;31705,61;0;3721,42;0;0;0
C7490;RALN;RU;17826,5;0;2370;0;0;0
C1912;RALN;IR;21860,13;0;1908,89;901,37;1690,01;2194,87
C1912;RALN;EQ;25099,41;0;2300;490,53;8924,85;2172,19
C1912;RALN;OE;19443,46;0;1692,93;791,87;1315,55;1897,17
C6348;RALN;IR;21390,07;33,84;1809,76;1206,9;900,84;1617,51
C6348;RALN;OP;18231,75;156,61;1635,45;12,17;447,09;3970,37
C6348;RALN;EQ;23213,89;83,03;2303,08;334,33;12945,22;14943,65
C6348;RALN;OE;19034,62;33;1723,87;1036,12;571,5;3848,25
C6348;RALN;FP;41779;167;5213;0;32493;9280
C696;RALN;IR;21636,17;283,84;2002,16;0;2458,57;2576,48
C696;RALN;OP;18216,48;364,32;1663,2;0;472,8;353,76
C696;RALN;EQ;23546,4;427,6;3025,6;1906,4;10273,6;6705,6
C696;RALN;OE;19266,34;53,4;1634,98;53,52;582,99;939,15
C4731;RALN;IR;21847,42;0;1852,52;666,32;956,87;2392,81
C4731;RALN;EQ;24248,97;0;2289,34;60,73;5924,77;826,88
C4731;RALN;OE;20106;0;1631,14;12,86;636,86;1649,14
C441;RALN;IR;21356,89;3,43;1983,2;765,72;2120,3;5485,8
C441;RALN;OP;18249,12;0;1659,71;556,9;1182,21;2040,41
C441;RALN;EQ;23166,76;0;2242,39;835,82;3417,44;3922,07
C441;RALN;OE;18985,63;0;1664,02;619,3;1288,05;2520,12
C441;RALN;DI;41731,28;0;6544,02;0;30183,04;845,35
C441;RALN;FP;41779;0;6159;0;57778;627
C1600;RALN;IR;21393;0;1860;0;659;3676
C1600;RALN;EQ;23212;0;2842,5;0;9479,5;11084,5
C1600;RALN;OE;19172,18;440,69;1768,14;0;578,01;1722,36
C7753;RALN;IR;21393;0;1962,25;174,25;878,25;526,25
C7753;RALN;EQ;23630;0;3188,5;0;11338;2746,5
C7753;RALN;OE;19101,68;0;1726,06;348,39;566,71;1297,94
C2300;RALN;IR;21392,82;0;1940,82;0;657,31;3669,55
C2300;RALN;EQ;23452,5;0;3357;0;12952,5;429,5
C2300;RALN;OE;19035;0;1618;0;567;4328
C783;RALN;IR;21393;0;1819;0;1917;321
C783;RALN;EQ;23486;0;2796;0;9513;365
C783;RALN;OE;19137,3;0;1664,78;0;560;99,65
C859;RALN;IR;22440,64;17,93;1999,97;952,7;1330,71;2774,7
C859;RALN;OP;18922,54;125,85;1687,32;822,15;472,68;1832,49
C859;RALN;EQ;24226,21;29,34;2524,27;436,91;4355,04;3773,52
C859;RALN;OE;20213,94;40,97;1885,41;544,77;611,65;2374,13
C859;RALN;DI;41461,45;145;7032,34;0;56543,8;9011,7
C859;RALN;FP;41779;0;7574;0;66276;50627
C5796;RALN;IR;21709,6;0;1821,56;0;673,32;6368,88
C5796;RALN;OP;19034,29;0;1726,29;0;566,29;2806,29
C5796;RALN;EQ;23212,33;0;2283,33;0;12510;995,67
C3092;RALN;IR;21393;0;2096;0;673;370
C3092;RALN;EQ;23212;0;2451;0;766;433
C2968;RALN;IR;21393;0;1943;285;662;1977,5
C2968;RALN;EQ;23212,5;0;2977,5;0;12484;742
C2968;RALN;OE;19035;0;1790;378;577;2509
C6037;RALN;IR;21076;0;2153;344;2829;1520
C6037;RALN;EQ;23034;0;2588;0;3551;116
C1595;RALN;IR;21392,88;80;1908,66;374,04;2152,92;1660,78
C1595;RALN;OP;18223,5;0;1603;109,5;1151,5;1052,5
C1595;RALN;EQ;23212,87;31,78;2424,57;202,89;6696,85;1037,98
C1595;RALN;OE;19151,63;0;1723,46;83,16;1282,72;950,28
PA123;RALN;IR;21393,63;30,99;2042;155,47;1202,68;3789,14
PA123;RALN;EQ;23211;98,62;2302,16;469,94;1250,29;2537,52
PA123;RALN;OE;19164,5;64;1864,5;55,5;608;1681,5
C3077;RALN;IR;21393,66;0;2192,11;992,42;3925,75;5475,33
C3077;RALN;EQ;23630;69;3048,5;169,5;11459,5;1173
C2701;RALN;IR;21581,42;33,61;1843,15;276,06;1556,71;1594,19
C2701;RALN;EQ;23668,67;27,53;2497,73;481,53;5792;3377,76
C2701;RALN;OE;18992,01;0;1721,16;792,11;1391,66;1263,84
C815;RALN;IR;21755,13;331,18;2040,79;0;1407,24;5934,47
C815;RALN;OP;18586,49;159,74;0;0;480,79;2082,12
C815;RALN;EQ;23053,82;0;2004,82;0;18325,45;1273,51
C815;RALN;OE;19326,19;192,32;2038,18;0;654,24;3987,42
C1846;RALN;IR;21872,01;2,68;1946,65;365,47;985,03;3929,5
C1846;RALN;EQ;24249,78;144,68;2911,5;306,83;10118,76;1249,27
C1846;RALN;OE;19782,26;31,28;1876,34;800,68;599,49;3147,32
C968;RALN;IR;21634,13;0;1901,65;710,75;964,22;2673,84
C968;RALN;EQ;24176,3;52,89;2878,1;423,13;10979,15;2121,33
C968;RALN;OE;19405,71;0;1695,43;901,71;571,71;6107,14
C968;RALN;FP;41779;247;6904;0;43299;3387
C2186;RALN;IR;21393;0;1819;352;657;994
C2186;RALN;OE;21844;0;1856;719;560;1866
C999;RALN;IR;21392;0;1939;300;1683;3083
C999;RALN;OP;18283;0;1562;0;422;2724
C999;RALN;EQ;23212;83;2323;405;6514;1091
C999;RALN;OE;19035;0;1763;235;569;4129
C784;RALN;IR;21393;0;2039;0;669,5;3161,5
C784;RALN;EQ;23212;0;3008;0;7442;1832
C784;RALN;OE;19380,67;0;1711;0;572,33;1442,33
C741;RALN;IR;21448,81;403,62;1931,21;0;1115,28;1425,49
C741;RALN;EQ;23252,67;0;2059,78;0;5003,27;620,18
C7841;RALN;IR;22323,63;62,18;2073,9;892,04;5451,08;2016,9
C7841;RALN;EQ;23912,84;0;2214,95;0;8206,74;1585,26
C7841;RALN;OE;18749,97;0;1733,03;580,98;572,45;2682,88
C3870;RALN;IR;21393,23;501,23;1945,85;0;2100;0
C3870;RALN;EQ;23212,2;0;2215,85;0;1074,7;1179,88
C3012;RALN;IR;20403,25;0;1737,61;99,28;1765,82;2809,58
C3012;RALN;EQ;23212,17;226,43;2082,78;892,17;1553,74;1478,09
C7140;RALN;IR;21870,1;21,17;1983,21;476,6;1353,72;3769,51
C7140;RALN;OP;18493,95;49,86;1603,72;313,67;472,56;3224,56
C7140;RALN;EQ;23822,21;0;2219,79;69,37;1188,47;2697,12
C7140;RALN;OE;19470,42;0;1722,71;226,25;686,68;1705,16
C7140;RALN;RU;26077,77;0;3585,99;164,47;20822,13;5164,26
C1460;RALN;IR;21395,39;0;1935,96;135,96;805,5;3687,37
C1460;RALN;EQ;23215,02;0;2270,48;26,18;6735,99;1103,71
C1460;RALN;OE;19029,75;0;1625,85;270,32;557,11;2093,72
C7333;RALN;IR;22481;266;2077;1614;1129,5;4642
C7333;RALN;OE;19702,5;0;1744;558;1343;1393,5
C7688;RALN;IR;21580,45;0;1886,02;0;660,39;2998,7
C7688;RALN;EQ;24234,35;0;2312,92;0;10487,64;2611,15
C917;RALN;IR;21392,88;752,27;1498,64;290,39;508,35;4780,18
C917;RALN;OP;18283;0;1668;733;487;1557
C917;RALN;EQ;23212,24;2518,37;1656,56;562,68;4731,2;2036,73
C2816;RALN;IR;21600,2;89,2;2047,8;0;7203,8;836,4
C2816;RALN;OP;18507;0;1632;26;477;606
C2816;RALN;OE;19333;35;1709;0;573;1911
C2192;RALN;IR;21410;0;2459;1723;11080;1508
C2192;RALN;OE;19035;0;1618;0;537;0
C1455;RALN;IR;21393;0;1910;671;2726;8579
C1455;RALN;EQ;23212,5;0;1973;0;14635;346
C1455;RALN;OE;19164,5;0;1718,5;0;1303;7335
C6435;RALN;IR;21394,58;0;1882,86;13,88;813,88;445,91
C6435;RALN;EQ;23212,25;60,5;3189,5;0;10526,25;419,25
C6435;RALN;OE;19275,13;0;1824,37;38,07;606,6;522,34
UC10187;RALN;IR;21393,38;21,47;1896,18;404,3;794,32;3680,61
UC10187;RALN;EQ;23328,91;40,12;2890,53;199,12;8415,98;5102,02
UC10187;RALN;OE;19322,56;2,82;1762,89;703,49;578,89;3514,32
C8135;RALN;IR;21395,03;42,25;1878,29;339,39;970,51;2378,24
C8135;RALN;EQ;23425,75;165;2442,25;268,13;5888,75;2234,88
C8135;RALN;OE;19083,86;21,64;1710,02;181,05;562,89;1408,9
C8135;RALN;DI;41779;0;5563,5;0;30157;10642,5
C7571;RALN;IR;21563,55;15,96;1813,18;688,9;1077,06;3757,25
C7571;RALN;OP;18839,33;80,33;1699;2076,67;486,67;3349
C7571;RALN;EQ;23819,21;20,55;2453,84;744,33;3222,54;5945,03
C7571;RALN;OE;19599,17;151,76;1583,66;1423,48;663,88;1621,23
C7571;RALN;DI;41779,2;0;7419,6;0;44387,6;631,2
C7571;RALN;FP;41779;0;7574;0;68005;1077
C2411;RALN;IR;21393,97;203,3;2211,47;0;3938,19;2514,29
C2411;RALN;OE;19103,29;0;1825,41;0;607,76;600
C6150;RALN;IR;21392,39;0;1902,96;443,34;715,64;3396,62
C6150;RALN;EQ;23212;0;2768;0;17175;20101
C6150;RALN;OE;19031,61;0;1683,93;0;531,21;1282,87
C8257;RALN;IR;20965,14;121,86;1758,14;532,29;3240,71;4078
C8257;RALN;OP;18311,53;20,65;1576,94;3076,08;1253,7;3309,12
C8257;RALN;EQ;23606,04;103,78;2510,55;0;11099,49;6677,54
C8257;RALN;FP;41779;0;2931;0;11157;0
C3140;RALN;IR;21391,25;21,87;1921,14;196,82;769,52;2555,73
C3140;RALN;EQ;23468,31;0;2935,85;143,08;11980,38;1428,69
C3140;RALN;OE;19118,32;8,59;1722,27;253,64;605,05;2428,36
C626;RALN;IR;21393,52;119,12;2062,21;1680,38;1113,21;7978,06
C626;RALN;OP;18244,93;0;1673,64;4221,7;478,01;7114,57
C626;RALN;EQ;23235,29;20,11;2881,69;645,35;6800,87;9681,98
C626;RALN;OE;19124,18;43,64;1723,91;1577,26;562,6;3418,83
C626;RALN;DI;41779,26;0;6506,51;0;95509,67;11093,02
C626;RALN;FP;41779;0;6183;0;49869;627
C649;RALN;IR;21504,4;148,42;2278,53;769,64;2318,36;18988,88
C649;RALN;OP;18224;565;1781;165;1255;16551
C649;RALN;EQ;23221,26;204,49;4498,61;267,27;15227,65;23531,4
C649;RALN;OE;19204,91;100,91;1193,9;1013,68;1135,61;12316,88
C649;RALN;FP;41779;0;5258;0;32547;14421
C969;RALN;IR;21518,39;0;1861,84;120,66;1041,8;3542,88
C969;RALN;EQ;23212,25;0;3096,75;170;13247,5;2098,25
C969;RALN;OE;19291,05;0;1778,56;406,53;597,62;2845,7
C969;RALN;FP;41779;0;5984;0;33265;627
C5978;RALN;IR;21393;0;1820;913,5;656,5;3612,5
C5978;RALN;EQ;23212,33;0;1944,33;348;12844,33;3815,33
C5978;RALN;OE;19034,33;0;1706,33;1121,33;572;3997
C3367;RALN;IR;21642;0;2150,28;295,29;3787,57;4281,36
C3367;RALN;OE;19114,66;0;1655,15;659,51;560,23;3496,08
C1507;RALN;IR;21596,16;0;1582,6;423,62;1168,8;9223,68
C1507;RALN;OP;18558,24;0;1479,43;920,69;434,2;2804,2
C1507;RALN;EQ;23645;0;2059,58;2706,5;7136,08;6267,33
C1507;RALN;OE;19320,95;0;1537,46;615,43;563,71;1718,38
C5832;RALN;IR;21286,02;418,98;2047,31;1282,53;2033,91;5054,76
C5832;RALN;OP;18152,73;87,85;1626,49;313,49;477,89;6530,74
C5832;RALN;EQ;23212;85,27;2875,09;825,82;11450,55;1874,91
C5832;RALN;OE;19034,54;252,77;1725,96;923,23;557,77;4345,38
CS10247;RALN;IR;21401,15;0;2026,01;13,54;2843,09;2618,39
CS10247;RALN;EQ;23203,84;0;2006,63;78,79;3860,75;3268,23
CS10247;RALN;OE;19136,73;0;1104,55;0;1392,55;2461,64
CS10247;RALN;DI;41779;0;3522,5;0;45222;679
C4269;RALN;IR;21820,5;0;2003;217;1298;5221,5
C4269;RALN;EQ;23490,67;0;2619,67;482;8177,67;2988,67
C4269;RALN;OE;19294;0;1706;0;572;1549
C2118;RALN;IR;21392,47;0;2022,75;206,51;1948,16;1640,42
C2118;RALN;OE;19035;0;1641;255;478;2233
C6471;RALN;IR;21632,73;311,55;1991,4;442,88;2565,98;1224,26
C6471;RALN;OP;18218,68;0;1553,31;437,35;470,82;1135,41
C6471;RALN;EQ;25358,8;270,49;2589,5;1370,45;4434,76;1467,31
C6471;RALN;OE;19075,82;0;1634,34;320,2;553,91;998,83
PA98;RALN;IR;21416,42;0;1939,02;23,16;1240,98;7186,51
PA98;RALN;EQ;23383,56;21,27;2689,17;0;4536,38;5597,36
PA98;RALN;DI;41779;28;6917;0;47604;604
C6605;RALN;IR;21551,41;67,35;1936,21;705,31;903,5;2955,6
C6605;RALN;EQ;23493,51;49,03;2749,03;70,11;8583,6;1616,23
C6605;RALN;OE;19329,72;0;1715,23;278,53;566,42;2660,92
C6605;RALN;FP;41779;0;5991;0;34815;11267
C7764;RALN;IR;21588,85;0,26;1949,34;1720,26;1832,39;2887,59
C7764;RALN;OP;18643;14;1696;163;2141;1243
C7764;RALN;EQ;23624,52;0;3353,55;618,06;9358,19;1128,65
C7764;RALN;OE;19031,44;615,25;1786,78;1562,03;1020,76;1491,1
C3219;RALN;IR;21632,25;0;1888,19;229,89;656,26;1582,06
C3219;RALN;EQ;23349,5;0;2416;588;5798;3508
C3219;RALN;OE;19575,5;210;1821,5;0;605;2255,5
C8210;RALN;IR;21577,25;56,35;2019,05;134,13;1005,29;2088,62
C8210;RALN;EQ;23917,38;225,69;2249,08;56,77;4332;1788
C8210;RALN;OE;19082;0;1616;0;533;1717
C1363;RALN;IR;21348,31;0;1909,49;328,02;1335;3313,95
C1363;RALN;OP;18057,14;0;1577,68;0;477,68;1937,5
C1363;RALN;EQ;23532;7,91;2642,99;180,95;7326,62;4649,44
C1363;RALN;OE;19156,13;0;1714,26;209,34;572,64;2144,45
C3861;RALN;IR;21648,32;18,07;1355,79;732,77;1755,36;3447,83
C3861;RALN;OP;18223,62;0;665,9;82,29;1053,33;2142,86
C3861;RALN;EQ;23212,29;85;2981,29;350,86;13080,29;4027,57
C3861;RALN;OE;19091,14;0;1741;697,43;1318,86;2844,71
C2296;RALN;IR;21374,49;0;1953,07;593,95;867,7;1263,36
C2296;RALN;OE;19035;0;1758;0;558;1283
C2296;RALN;FP;33423;0;4507;0;27356;2387
C4084;RALN;IR;21392,88;18,99;1939,64;912,16;1639,81;2965,81
C4084;RALN;EQ;23212,5;0;3248;84,5;14537,5;2622,5
C4084;RALN;OE;19178;0;1709,75;544;455,25;3394
C4084;RALN;FP;41779;0;4730;0;35461;10999
C928;RALN;IR;22258;0;2691;0;12558;390
C928;RALN;EQ;24561,1;30,55;3247;394,78;17437,86;1281,2
C928;RALN;OE;19758;0;1764;0;1353,67;2702
C3944;RALN;IR;21567,11;0;2058,22;0;3520;4612
C3944;RALN;EQ;23486;0;2257;0;9909;390
C3944;RALN;OE;19061,76;0;1853,76;0;560,64;4962,24
C4126;RALN;IR;21653,2;265,87;1925,21;634,05;1590,8;1872,9
C4126;RALN;EQ;23269,17;0;2101,85;4,03;14760,6;568,33
C4126;RALN;OE;19294;516;1940;0;584;1269
C5080;RALN;IR;21306,67;74;1938;0;1032;4527,67
C5080;RALN;OP;18553,25;0;890,26;0;471,43;1441,56
C5080;RALN;OE;19034,67;0;1764,67;0;575,33;2636
C5080;RALN;FP;33423;0;3635;0;9701;501
C7161;RALN;IR;21387,66;0;1833,15;468,59;1048,88;3633,45
C7161;RALN;EQ;23212,5;0;2558;470,5;7316;4076
C383;RALN;IR;21392,69;0;1815,72;0;1287,31;314,07
C383;RALN;EQ;23645,09;0;2440,63;0;12732,96;2241,06
C383;RALN;OE;19164,5;0;1720,5;0;1324,5;467,5
C6536;RALN;IR;21750;90,5;2139;0;3601;929,5
C6536;RALN;EQ;23568,46;441,69;2970,46;0;8804,77;1797,23
C6536;RALN;OE;19369,4;0;1731,23;0;573,73;334,09
C6536;RALN;FP;33423;0;4062;0;20297;8463
C6930;RALN;IR;21543,86;0;2221,14;0;6101;1788,14
C6930;RALN;OE;19230;90,37;1808,62;0;611,25;2298,75
C7147;RALN;IR;21392,97;0;1925,66;315,59;1874,07;340
C7147;RALN;EQ;22773,78;182,89;2468;676,22;5022,89;1070,67
C7147;RALN;OE;19265,33;4;1841,33;134,67;1089,33;0
C1753;RALN;IR;21393,03;25,57;1946,23;261,59;892,96;1810,09
C1753;RALN;EQ;23212,29;79,84;2655,85;201,67;8074,43;1095,18
C1753;RALN;OE;19034,81;10,86;1569,08;152,01;591,46;1297,47
C5958;RALN;IR;21392,88;86,64;1737,6;388,08;1104;2894,16
C5958;RALN;OP;18455;0;1532;226;150;360
C5958;RALN;EQ;23212;0;1926,4;0;2128,8;0
C5958;RALN;OE;19034,5;0;1594,5;144,25;149,5;721
UC9698;RALN;IR;21770,82;0;1918,29;290,84;1798,26;2937,55
UC9698;RALN;EQ;24209,59;0;2756,69;159,72;9556,76;1250,07
UC9698;RALN;OE;19213,73;0;1675,06;0;570,62;1260,41
C4606;RALN;IR;21281,79;45,05;1815,75;0;1438,52;520,72
C2613;RALN;IR;21589,53;0;1303,71;0;2347,98;336,97
C2613;RALN;OP;18294,63;0;1643,9;0;481,95;189,27
C2613;RALN;EQ;23226,29;6,2;3873,86;0;11683,6;18234,86
C2613;RALN;OE;19393,6;0;1726,8;0;580,6;1344,6
C2346;RALN;IR;21393;0;1818;1145;1793;1895
C2346;RALN;OE;19034,5;0;1823,5;294;1357;4101
C6969;RALN;IR;21522;0;1861,75;0;649,75;324
C6969;RALN;EQ;23406,34;0;2096,28;0;8230,62;366,07
C6969;RALN;OE;19100,58;0;1618,09;0;558,89;280,52
C3669;RALN;IR;21880,15;0;1883,78;742,47;1026,55;6099,49
C3669;RALN;EQ;24308;0;2066;592,5;9735,5;1300
C3669;RALN;OE;20583;0;1723,67;394,33;572,67;2647,67
C7680;RALN;IR;21393;0;1876,75;0;1767,5;3019,25
C7680;RALN;EQ;23212,42;0;2151,16;0;12444,63;2862
C7680;RALN;OE;19294;0;1706;0;1300;2184
UC10305;RALN;IR;21558,59;0;1897,84;847,9;1242,04;1594,14
UC10305;RALN;EQ;23245,45;0;3104,36;322,18;9071,64;296,36
UC10305;RALN;OE;19400,33;0;1795,67;423,67;893;867,33
C4043;RALN;IR;21724,34;0;1902,64;0;1307,23;490,21
C4043;RALN;OP;18253,19;0;1541,52;200,86;467,05;348,78
C4043;RALN;EQ;23821,79;0;2107,27;0;6507,73;404,29
C4043;RALN;OE;19141,6;0;1630,17;343,02;558,5;649,14
C7326;RALN;IR;22326,13;140,6;1977,57;283,98;1181,78;2123,09
C7326;RALN;EQ;24096,33;45;2596,33;36,83;7172;2263,5
C7326;RALN;OE;19423,99;88,8;1747,18;137,5;557,58;1224,92
C5637;RALN;IR;21813,35;22,37;2088,19;1952,71;2816,75;6382,3
C5637;RALN;OP;18625,87;9;1684,59;85,94;1189,2;4953,88
C5637;RALN;EQ;23605,03;0;3287,59;560,28;14186,9;2333,79
C5637;RALN;OE;19412,44;12,95;1769,45;843,85;1307,97;4128,82
C5637;RALN;FP;41779;0;4760;0;32332;12372
UC10227;RALN;IR;21392,67;0;2162,83;0;5565,2;320,7
T10300;RALN;IR;21393,54;0;1918,5;265,22;661,53;5125,58
T10300;RALN;EQ;23296,84;208,51;2436,53;1017,07;4192,29;3018,06
T10300;RALN;OE;19108,57;0;1789,43;110,86;991,43;3072,57
T10300;RALN;DI;41779;0;5822;0;32398;604
CS10360;RALN;IR;21322,76;39,43;2054,1;0;1748,95;1962,57
CS10360;RALN;EQ;23065,1;0;2309,86;0;5391,59;1227,38
CS10360;RALN;OE;19060,29;0,67;1817,16;0;565,14;1499,87
CS10385;RALN;IR;21406,66;0;1951,24;654,42;1478,28;5711,2
CS10385;RALN;EQ;23212,25;0;2217,25;900,75;1614,75;9612
IP10304;RALN;IR;21424;0;1790,93;0;656;914,13
IP10304;RALN;OP;18377;0;1582;0;481;368
IP10304;RALN;EQ;23626,95;0;2433,49;0;4502,94;1691,45
IP10304;RALN;OE;19414,17;1,49;1704,84;0;572,34;3395,22
ER9949;RALN;IR;21501,92;159,7;1824,33;27,35;753,39;3761,32
ER9949;RALN;OP;18224;0;1574;0;450;3704
ER9949;RALN;EQ;23374,95;106,54;2448,53;33,98;3255,58;4388,52
ER9949;RALN;OE;19210,3;156,18;1753,83;14,58;670,66;3828,42
ER9949;RALN;DI;41772,84;0;6227,75;0;44151,87;1095,78
CS10307;RALN;IR;21394,46;0;1866,93;0;655,61;3173,11
