ISTITUZIONE;CONTRATTO;MACROCATEGORIA;CATEGORIA;PERSONALE_TEMPO_DETERMINATO_UOMINI;PERSONALE_TEMPO_DETERMINATO_DONNE;FORMAZIONE_LAVORO_UOMINI;FORMAZIONE_LAVORO_DONNE;INTERINALE_UOMINI;INTERINALE_DONNE;LAVORO_SOCIALMENTE_UTILE_UOMINI;LAVORO_SOCIALMENTE_UTILE_DONNE
C3859;RALN;ND;OE;0;0;0;0;1;0;0;0
V12605;RESI;NF;CC;1,38;3,45;0;0;0;0;0;0
V12605;RESI;NF;CA;0;0;0;0;0;0;0,88;0
C1926;RALN;ND;EQ;1;0,5;0;0;0;0;0;0
C1926;RALN;ND;IR;0,14;0;0;0;0;0;0;0
C1926;RALN;ND;OP;2,45;0;0;0;0;0;0;0
C5640;RALN;ND;PC;0;0;0;0;0;0;0,34;0
C4271;RALN;ND;IR;0;0,17;0;0;0;0;0;0
C6626;RALN;ND;IR;0;1,39;0;0;0,54;0;0;0
C5027;RALN;ND;IR;1;1;0;0;0;0;0;0
C2533;RALN;ND;IR;1;0;0;0;0;0;0;0
N10883;PRTN;NF;CD;0;0,29;0;0;0;0;0;0
N10883;PRTN;NF;PC;0;0;0;0;0;0;0,5;0,5
N10883;PRTN;NF;CC;0;1;0;0;0;0;0;0
M8659;SCLA;CO;DO;6;15;0;0;0;0;0;0
M8659;MNST;MM;PC;101;19;0;0;0;0;0;0
M8659;MNST;MM;FU;3;1;0;0;0;0;0;0
M8659;MNST;MM;AT;1;1;0;0;0;0;0;0
C4696;RALN;ND;IR;1;0;0;0;0;0;0;0
N8718;REVA;NF;CA;0,75;0;0;0;0;0;0;0
N8718;REVA;NF;CC;1;0;0;0;0;0,56;0;0
N8718;REVA;NF;CB;2;8,29;0;0;0;2;0;0
C4016;RALN;ND;IR;1,67;0,78;0;0;0;0;0;0
C4016;RALN;ND;EQ;0,4;0,08;0;0;0;0;0;0
C2870;PRBZ;NF;CB;0;0,4;0;0;0;0;0;0
C2870;PRBZ;NF;CC;0;0,67;0;0;0;0;0;0
C2870;PRBZ;NF;CA;0;0;0;0;0;0;0,9;0,2
C3146;RALN;ND;IR;0;0,19;0;0;0;0;0;0
C3146;RALN;ND;OE;0;0;0;0;0;0,52;0;0
C5461;RALN;ND;IR;1,59;0,58;0;0;0;0;0;0
C4326;RALN;ND;OE;0;0;0;0;0;0;3,29;0,9
C4326;RALN;ND;EQ;0;0;0;0;0,56;6,12;0;0
C4326;RALN;ND;IR;0;0;0;0;0,07;0,01;0;0
C7321;RALN;ND;IR;0;0,01;0;0;0;0;0;0
C4109;RALN;ND;IR;1,01;0;0;0;0;0;0;0
C4109;RALN;ND;EQ;0,42;0;0;0;0;0;0;0
C3820;RALN;ND;IR;0;0,15;0;0;0;0;0;0
C2029;RALN;ND;EQ;0,83;0,13;0;0;0;0;0;0
C2029;RALN;ND;OP;0;0,75;0;0;0;0;0;0
C4039;RALN;ND;IR;1,42;0;0;0;0;0;0;0
C3706;RALN;ND;IR;1;0;0;0;0;0;0;0
C1172;REFR;SC;CC;0;0;0;0;0;2;0;0
C1172;REFR;SC;CB;0;0;0;0;0;1;0,29;0
C7460;RALN;ND;OE;0;0,34;0;0;0;0;0;0
C7460;RALN;ND;EQ;6,97;5,29;0;0;0;0;0;0
C7460;RALN;ND;IR;0,47;0;0;0;0;0;0;0
C8006;PRTN;NF;CC;0;0,75;0;0;0;0;0;0
D8341;RALN;ND;OE;1,05;3,79;0;0;0;0;0;0
D8341;RALN;ND;IR;4,07;5,04;0;0;0;0;0;0
C1418;RALN;ND;IR;0;0,99;0;0;0;0;0;0
C4931;RALN;ND;OE;0,38;0;0;0;0;0;0;0
C4931;RALN;ND;EQ;1;2,52;0;0;0;0;0;0
C4931;RALN;ND;IR;2;0;0;0;0;0;0;0
C6243;RALN;ND;EQ;0,89;0;0;0;0;0;0;0
C6243;RALN;ND;IR;0,17;0;0;0;0;0;0;0
C2014;RALN;ND;OE;2,42;9,68;0;0;0;0;0,56;11,1
C2014;RALN;ND;OP;0,11;0;0;0;0;0;0;3,88
C2014;RALN;ND;IR;3,96;7,92;0;0;0;0;2,22;9,43
C2014;RALN;ND;EQ;0,22;2,11;0;0;0;0;0;0
IA14466;AFAM;AT;PA;0;1;0;0;0;0;0;0
C5269;RALN;ND;OE;0;0;0;0;4,73;4,53;0;0
C5269;RALN;ND;IR;0;1;0;0;0,29;0;0;0
C5269;RALN;ND;EQ;0;0,16;0;0;0;0;0;0
ES12977;RALN;ND;EQ;0;0,17;0;0;0;0;0;0
C4481;RALN;ND;EQ;1;0;0;0;0;0;0;0
LS11959;LS13;NF;LI;0;0;0;0;2;0;0;0
Q9184;UNIV;ND;CD;2,73;7,12;0;0;0,14;0;0;0
Q9184;UNIV;ND;CC;1,5;18,03;0;0;0;0;0;0
C4724;RALN;ND;IR;0;1;0;0;0;0;0;0
C4724;RALN;ND;EQ;3;7;0;0;0;0;0;0
OL14014;EPNE;ME;OP;0;0;0;0;0;0,83;0;0
C5849;RALN;ND;EQ;0;0;0;0;0;1;0;0
C6696;RALN;ND;IR;0;0;0;0;0;0;0;2
C6696;RALN;ND;EQ;0;1;0;0;0;0;0;0
C6696;RALN;ND;OP;0;0;0;0;0;0;2;2,55
C6696;RALN;ND;OE;0;0;0;0;0;0;1;1,55
CS11877;EN60;ND;LI;0;0;0;0;0;1,5;0;0
C3184;RALN;ND;IR;0,08;1,06;0;0;0,5;2,53;0;0
C3184;RALN;ND;OE;0;0;0;0;0;1,27;0;0
C3184;RALN;ND;EQ;1;0,08;0;0;0;0;0;0
RS9206;RETN;SC;CC;2;1;0;0;0;0;0;0
RS9206;RETN;SC;CB;4,17;25,33;0;0;0;0;0;0
RS9206;RETN;SC;CC;4;1,92;0;0;0;0;0;0
RS9206;RETN;SC;PC;1;2;0;0;0;0;0;0
RS9206;RETN;SC;CA;1,25;0;0;0;0;0;0;0
AG10561;REFR;SC;CC;0;0;0;0;0,67;1,33;0;0
OL12985;EPNE;ME;AT;0;0;0;0;0;2;0;0
C8299;RALN;ND;IR;0;0,09;0;0;0;0;0;0
C8299;RALN;ND;EQ;0;0,14;0;0;0;0;0;0
R9205;RALN;ND;IR;20,39;56,41;0;0;0;0;0;0
R9205;RALN;ND;OE;4,68;4,75;0;0;0;0;0;0
R9205;RALN;ND;EQ;12,93;10,01;0;0;0;0;0;0
C1886;RALN;ND;IR;0,16;0;0;0;0;0;0;0
C1886;RALN;ND;OE;0;0,33;0;0;0;0;0;0
C1886;RALN;ND;EQ;0,33;0;0;0;0;0;0;0
C4824;RALN;ND;EQ;0,11;0;0;0;0;0;0;0
C6495;RALN;ND;EQ;0,33;0;1,11;0,67;0;0;0;0
C6495;RALN;ND;IR;0,83;0,63;3,01;3,63;1,4;2,14;0;0
C7748;PRBZ;NF;CC;0;0,54;0;0;0;0;0;0
C7748;PRBZ;NF;CA;0;0,39;0;0;0;0;0,8;0
C1536;RALN;ND;EQ;0,81;0;0;0;0;0;0;0
C1279;RALN;ND;OE;0;0;0;0;2;0;0;0
C3424;RALN;ND;OP;0;0;0;0;0,69;0;0;0
C3424;RALN;ND;OE;0;0;0;0;0;0,31;0;0
C1518;RALN;ND;EQ;0,5;0;0;0;0;0;0;0
C12913;RALN;ND;EQ;4,69;3,74;0;0;0;0;0;0
C12913;RALN;ND;IR;3,24;12,56;0;0;0;0;0;0
C737;RALN;ND;IR;1,04;1,04;0;0;0;0;0;0
C6799;RALN;ND;IR;0;0,97;0;0;0;0;0;0
C6799;RALN;ND;EQ;0;0,41;0;0;0;0;0;0
C6799;RALN;ND;OE;1;0;0;0;0;0;0;0
C1754;RALN;ND;IR;0,22;0;0;0;0;0;0;0
C4782;RALN;ND;OP;0;0;0;0;0;0;0,06;0,02
C1917;RALN;ND;OP;0;0;0;0;0;0;0,12;0,08
C8223;RALN;ND;EQ;1;0;0;0;0;0;0;0
C8223;RALN;ND;IR;0;1;0;0;0;0;0;0
C481;PRBZ;NF;CA;0,25;0;0;0;0;0;1,08;0
C481;PRBZ;NF;CB;2,39;0;0;0;0;0;0;0
C481;PRBZ;NF;CC;0,42;3,26;0;0;0;0;0;0
C481;PRBZ;NF;CD;0;0,77;0;0;0;0;0;0
C7082;RALN;ND;IR;0,06;0,06;0;0;0;0;0;0
C2137;RALN;ND;IR;0,5;0,87;0;0;0;0;0;0
C6786;RALN;ND;OE;0;0;0;0;0;0,18;0;0
C6786;RALN;ND;IR;0;0;0;0;0,33;0;0;0
C1310;RALN;ND;IR;1,11;1,83;1,09;2,01;0;0;0;0
C1310;RALN;ND;EQ;0;0;2,21;2,8;0;0;0;0
C260;RALN;ND;IR;0,25;1,9;0;0;0;0;0;0
CS13703;RALN;ND;EQ;0;1;0;0;0;0;0;0
C3135;RALN;ND;EQ;1;0;0;0;0;0;0;0
C3135;RALN;ND;IR;3;5;0;0;0;0;0;0
C2981;RALN;ND;EQ;2;0,08;0;0;0;0;0;0
C802;PRTN;NF;CA;0;1;0;0;0;0;0;0
C6280;RALN;ND;IR;0;0;0;0;0;1;0;0
ER9954;RALN;ND;PC;45,44;11,55;0;0;0;0;0;0
C1322;RALN;ND;OP;0;0;0;0;0;0;0,06;0
C1322;RALN;ND;IR;0,04;0;0;0;0;0;0;0
C5257;RALN;ND;PC;0,31;0,31;0;0;0;0;0;0
C5257;RALN;ND;IR;0,01;0,15;0;0;0;0;0;0
C5257;RALN;ND;OE;0,26;0;0;0;0;0;0;0
C5257;RALN;ND;EQ;0,47;0;0;0;0;0;0;0
C4820;RALN;ND;EQ;0;3,6;0;0;0;0,59;0;0
C1659;RALN;ND;OP;0,14;0;0;0;0;0;0;0
C8036;RALN;ND;EQ;0,29;0,29;0;0;0;0;0;0
N10687;RALN;ND;IR;0;1;0;0;0;0;0;0
C1816;RALN;ND;IR;1,32;0,74;0;0;0;0,08;0;0
C4322;RALN;ND;IR;0,6;0;0;0;0;0;0;0
C4322;RALN;ND;EQ;0,25;0,1;0;0;0;0;0;0
C6985;RALN;ND;IR;0;0,11;0;0,21;0;0;0;0
C8165;RALN;ND;IR;0;1,1;0;0;0;0;0;0
C3851;RALN;ND;EQ;0,5;0;0;0;0;0;0;0
C7083;RALN;ND;OP;0,5;0;0;0;0;0;0;0
C7083;RALN;ND;EQ;0;0,25;0;0;0;0;0;0
C572;REFR;SC;CB;0;0,44;0;0;0;0;0;0
C4612;RALN;ND;IR;1,02;0,02;0;0;0;0,83;0;0
C4612;RALN;ND;OP;0;0;0;0;1,33;0;0;0
C4060;RALN;ND;OE;0;0;0;0;0;0;0,25;0
U9435;SSNA;ND;PF;34,5;96,14;0;0;5,17;16;0;0
U9435;SSNA;ND;OP;14,3;79,06;0;0;10,92;28,83;0;0
U9435;SSNA;ND;AT;1,29;2,13;0;0;4,75;4,46;0;0
U9435;SSNA;ND;DA;0;0,5;0;0;0;0;0;0
U9435;SSNA;ND;CH;0;0,88;0;0;0;0;0;0
U9435;SSNA;ND;PL;2;2,63;0;0;0;0;0;0
U9435;SSNA;ND;MD;4,28;3,54;0;0;0;0;0;0
U9435;SSNA;ND;MV;0;0,75;0;0;0;0;0;0
U9435;SSNA;ND;BI;0;0,5;0;0;0;0;0;0
U9435;SSNA;ND;FM;1;1;0;0;0;0;0;0
U9435;SSNA;ND;PT;0;0;0;0;39,46;25,58;0;0
Q9167;UNIV;ND;RC;136,44;156,27;0;0;0;0;0;0
Q9167;UNIV;ND;CC;14,5;31,83;0;0;0;0;0;0
Q9167;UNIV;ND;CD;3,25;7,25;0;0;0;0;0;0
Q9167;UNIV;ND;AL;2,04;9,44;0;0;0;0;0;0
Q9810;UNIV;ND;RC;5;3;0;0;0;0;0;0
IP10444;RALN;ND;OP;0;0;0;0;0;0;0,17;0
IP10444;RALN;ND;OE;0;0;0;0;1,66;9,91;0;0
UC10890;RALN;ND;IR;1,49;0,51;0;0;0;0;0;0
UC10890;RALN;ND;OE;0,37;0;0;0;0;0;0;0
UC10890;RALN;ND;EQ;1,65;1,03;0;0;0;0;0;0
UC11888;RALN;ND;OE;0;0;0;0;1,08;0;0;0
UC11888;RALN;ND;OP;0;0;0;0;0;0;3,17;0
UC11888;RALN;ND;IR;0;0;0;0;0;0,5;0;0
N8868;RALN;ND;IR;0;0;0;0;0;0,08;0;0
C3224;RALN;ND;IR;2,11;1,5;0;0;0;0;0;0
C2094;PRTN;NF;CB;0;0,97;0;0;0;0;0;0
C2094;PRTN;NF;CA;0;0,78;0;0;0;0;0;0
IP10992;PRTN;NF;CB;3,59;7,92;0;0;0;0,25;0;0
IP10992;PRTN;NF;CA;0,57;14,03;0;0;0;0;3,25;6,67
IP10992;PRTN;NF;CC;0;4,43;0;0;0;0,78;0;0
N8926;RALN;ND;PC;30,38;10,78;0;0;0;0;0;0
C2162;RALN;ND;IR;0;0,75;0;0;0;0;0;0
C2162;RALN;ND;OP;0;0;0;0;0,33;0;0;0
C1471;RALN;ND;EQ;0,69;1;0;0;0;0;0;0
ER14012;SSNA;ND;DA;0;1,72;0;0;0;0;0;0
ER14012;SSNA;ND;PS;1;0,51;0;0;0;0;0;0
ER14012;SSNA;ND;PF;1,06;2,7;0;0;0;0;0;0
ER14012;SSNA;ND;AT;1,17;13,9;0;0;1,34;3,37;0;0
C4622;RALN;ND;IR;0;1,98;0;0;0;0;0;0
C5444;RALN;ND;EQ;0,08;0;0;0;0;0;0;0
C4121;RALN;ND;EQ;4;3;0;0;0;0;0;0
C4121;RALN;ND;IR;12;0;0;0;0;0;0;0
CS10588;RALN;ND;IR;0;1;0;0;0;0;0;0
C7209;RALN;ND;EQ;1;0;0;0;0;0;0;0
OL13140;EPNE;ME;AT;0;0;0;0;1;1;0;0
C1107;RALN;ND;IR;0;0;0;0;0;0,02;0;0
C5599;REVA;NF;CB;0;0;0;0;0,91;0;0;0
C5599;REVA;NF;CC;0;0;0;0;0;0,73;0;0
C469;RALN;ND;EQ;1;0;0;0;0;0;0;0
C469;RALN;ND;IR;0,13;0;0;0;0;0;0;0
C469;RALN;ND;OP;0;0;0;0;0;1;0;0
C7930;REVA;NF;CC;0;0;0;0;0;1;0;0
C7930;REVA;NF;CB;0;1;0;0;0;0;0;0
C3517;RALN;ND;IR;0;1;0;0;0;0;0;0
C798;RALN;ND;IR;0;1,08;0;0;0;0;0;0
C745;RALN;ND;OE;0;0;0;0;0;0;0,1;0
C2664;RALN;ND;IR;0,33;0,1;0;0;0;0;0;0
C2664;RALN;ND;EQ;0;0,14;0;0;0;0;0;0
C6627;RALN;ND;IR;0,45;0;0,63;0,52;0;0;0;0
C6627;RALN;ND;OE;0,42;0,82;0;0;0;0;0;0
C1228;RALN;ND;EQ;0,33;0;0;0;0;0;0;0
C1228;RALN;ND;OE;0;0;0;0;0,83;0;0;0
C1228;RALN;ND;IR;0,33;0,66;0;0;0,5;0,08;0;0
C326;RALN;ND;IR;0,33;0,18;0;0;0;0;0;0
C843;RALN;ND;IR;0;0,37;0;0;0;0;0;0
C12496;PRTN;NF;CA;0;0,71;0;0;0;0;0;0
C12496;PRTN;NF;PC;0;0;0;0;0;0;6,53;1,4
C12496;PRTN;NF;CB;0,33;0;0;0;0;0;0;0
C12496;PRTN;NF;CC;0;1,13;0;0;0;0;0;0
C12496;PRTN;NF;CD;1;0;0;0;0;0;0;0
PU10749;SSNA;ND;PF;9,16;21,45;0;0;0;0;0;0
PU10749;SSNA;ND;OP;5;7;0;0;0;0;0;0
PU10749;SSNA;ND;DA;0;1;0;0;0;0;0;0
PU10749;SSNA;ND;AT;1;0;0;0;0;0;0;0
PU10749;SSNA;ND;FI;2;1;0;0;0;0;0;0
PU10749;SSNA;ND;MD;22,67;28;0;0;0;0;0;0
PU10749;SSNA;ND;DT;0,42;0;0;0;0;0;0;0
PU10749;SSNA;ND;FM;0;2;0;0;0;0;0;0
PU10749;SSNA;ND;DP;1;0;0;0;0;0;0;0
C7390;RALN;ND;EQ;0,79;0;0;0;0;0;0;0
UC12430;RALN;ND;EQ;1;1;0;0;0;0;0;0
C2849;RALN;ND;OP;0;1;0;0;0;0;0;0
C2849;RALN;ND;PC;1;1;0;0;0;0;0;0
C2849;RALN;ND;IR;1;0;0;0;0;0;0;0
C7184;RALN;ND;EQ;0,08;0;0;0;0;0;0;0
C6762;RALN;ND;EQ;0,54;0,27;0;0;0;0;0;0
C6762;RALN;ND;OE;0;0;0;0;1;0;0;0
UC8794;RALN;ND;PC;6,16;0,91;0;0;0;0;0;0
C2764;RALN;ND;OE;0;0,61;0;0;0;0;0;0
C1997;RALN;ND;IR;3,74;2,26;0;0;0;0;0;0
C1997;RALN;ND;EQ;3,19;3,99;0;0;0;0;0;0
C6273;REVA;NF;CB;0;0;0;0;0,12;0;0;0
C3936;RALN;ND;IR;0;0;0;0;0,5;0,17;0;0
C3936;RALN;ND;EQ;0;0;0;0;0;0,33;0;0
CM9061;RALN;ND;EQ;0;0,16;0;0;0;0;0;0
CM9061;RALN;ND;OE;0;0;20,1;0;0;0;0;0
CM9061;RALN;ND;IR;0,13;0,16;0;0;0;0;0;0
C1086;RALN;ND;OP;0,19;0;0;0;0;0;0;0
P9092;RALN;ND;OE;7;0;0;0;0;0;0;0
C5531;RALN;ND;OE;0,12;2,2;0;0;0;0;10;4
C5531;RALN;ND;IR;1;1,07;0;0;0;0;0;0
C3794;RALN;ND;IR;0,68;0,74;0;0;0;0;0;0
UC12582;RALN;ND;OE;0;0;0;0;88,88;0;0;0
ER10853;RALN;ND;OE;0,96;0;0;0;0;0;0;0
ER10853;RALN;ND;IR;0;0;0;0;0;1,67;0;0
ER10853;RALN;ND;EQ;1;0;0;0;0;0;0;0
LS12022;LS13;NF;LI;3;2;0;0;0;0;0;0
LS11967;LS13;NF;LI;1,11;2,82;0;0;0;0;0;0
OL13504;EPNE;ME;AT;0;0,22;0;0;0;0;0;0
OL13735;EPNE;ME;AT;0;0;0;0;0,02;0;0;0
C1099;PRBZ;NF;CB;0,78;0,85;0;0;0;0;0;0
C442;PRBZ;NF;CB;0;0,67;0;0;0;0;0;0
C442;PRBZ;NF;PC;2,41;0;0;0;0;0;0;0
FL12055;LS13;NF;LI;13,47;11,17;0;0;0;0,79;0;0
C2714;RALN;ND;EQ;0;0,17;0;0;0;0;0;0
C2714;RALN;ND;IR;0;0,05;0;0;0;0;0;0
C2714;RALN;ND;OE;0,02;0;0;0;0;0;0;0
Q9171;UNIV;ND;AL;6,13;39,92;0;0;0;0;0;0
Q9171;UNIV;ND;RC;17,33;24,5;0;0;0;0;0;0
Q9171;UNIV;ND;CE;0;0,63;0;0;0;0;0;0
C12490;PRTN;NF;PC;0;0;0;0;0;0;1,75;1,39
C12490;PRTN;NF;CC;0;0,16;0;0;0;0;0;0
C1866;RALN;ND;EQ;0;1;0;0;0;0;0;0
N10887;PRTN;NF;CC;0;1;0;0;0;0;0;0
N10887;PRTN;NF;CD;0;0,81;0;0;0;0;0;0
N10887;PRTN;NF;PC;0;0;0;0;0;0;7;34
C7025;RALN;ND;EQ;1,28;0,16;0;0;0;0;0;0
C1332;RALN;ND;PC;0;0;0;0;0;0;0,81;0
C2743;PRBZ;NF;CB;0;0,3;0;0;0;0;0;0
C2743;PRBZ;NF;CC;0;0,5;0;0;0;0;0;0
C2743;PRBZ;NF;CA;0;0,09;0;0;0;0;0;0
Q9130;UNIV;ND;CD;1,41;3,21;0;0;0;0;0;0
Q9130;UNIV;ND;RC;100,19;128,83;0;0;0;0;0;0
Q9130;UNIV;ND;AL;0;2,75;0;0;0;0;0;0
Q9130;UNIV;ND;CC;0,33;0,16;0;0;0;0;0;0
Q9130;UNIV;ND;CB;0;0;0;0;17,5;0;0;0
Q9130;UNIV;ND;PC;19,18;17,67;0;0;0;0;0;0
Q9130;UNIV;ND;CE;1,18;1,31;0;0;0;0;0;0
ER14136;RALN;ND;IR;0;0;0;0;3,08;5,77;0;0
ER14136;RALN;ND;OE;0;0;0;0;0,75;0;0;0
C5723;RALN;ND;EQ;3;0;0;0;0;3;0;0
C1420;REVA;NF;CC;0;0;0;0;1;0;0;0
C1420;REVA;NF;CD;0;0;0;0;0;0,67;0;0
C2223;RALN;ND;EQ;1;1;0;0;0;0;0;0
C2223;RALN;ND;IR;0,16;0;0;0;0;0;0;0
C5951;RALN;ND;PC;0;0;0;0;0;0,2;0;0
C4442;RALN;ND;EQ;1,1;0;0;0;0;0;0;0
C4442;RALN;ND;IR;1,52;1,56;0;0;1,4;1,43;0;0
C6955;RALN;ND;IR;0;2,19;0;0;0;0;0;0
C6955;RALN;ND;EQ;0,33;0;0;0;0;0;0;0
AS11937;LS13;NF;LI;4;2;0;0;0;0;0;0
C455;RALN;ND;OP;0;0;0;0;0;0;0,29;0
C455;RALN;ND;IR;0,06;0,45;0;0;0,28;0;0;0
C2373;RALN;ND;OE;0;1;0;0;0;0;0;0
CS15382;RALN;ND;IR;0;0,16;0;0;0;0;0;0
C5215;RALN;ND;IR;0;0,09;0;0;0;0;0;0
IP10495;RALN;ND;OE;1,04;9,17;0;0;0;0,16;0;0
IP10495;RALN;ND;EQ;1;2,42;0;0;0;0,5;0;0
IP10495;RALN;ND;IR;0,21;3,17;0;0;0;0;0;0
C1771;RALN;ND;OE;0;0;0;0;0;0,08;0;0
C578;RALN;ND;OE;0,36;0;0;0;0;0;0;0
C578;RALN;ND;IR;0;0,19;0;0;0;0;0;0
C578;RALN;ND;EQ;0;0,33;0;0;0;0;0;0
C489;RALN;ND;OE;0,5;0;0;0;0;1;0;0
C489;RALN;ND;EQ;1,83;5,89;0;0;0;0;0;0
C489;RALN;ND;IR;0,5;0,94;0;0;2;8;0;0
C7076;RALN;ND;OE;0;0;0;0;0,04;0,13;0;0
C7076;RALN;ND;IR;0;0;0;0;0,12;0;0;0
CS15385;RALN;ND;OE;1;0;0;0;0;0;0;0
AU10079;AUIN;ND;LI;4,5;4,83;0;0;0;0;0;0
C723;RALN;ND;IR;0,22;0;0;0;0;0;0;0
LS12844;LS13;NF;LI;0;0;0;0;2,44;12,6;0;0
C758;RALN;ND;OP;0;0;0;0;0;0;0,5;0
C758;RALN;ND;EQ;0;1;0;0;0;0;0;0
C758;RALN;ND;IR;0,79;1;0;0;0;0;0;0
OL13074;EPNE;ME;AT;0;0;0;0;0;1;0;0
C5532;RALN;ND;OE;1,83;9,86;0;0;0;0;0;0
C5532;RALN;ND;IR;0,17;5,45;0;0;0;0;0;0
C5532;RALN;ND;EQ;1,49;1,82;0;0;0;0;0;0
C2706;RALN;ND;OE;0;1;0;0;0;0;0;0
C8248;RALN;ND;OP;5,62;2,67;0;0;0;0;0;0
C8248;RALN;ND;EQ;0,75;1;0;0;0;0;0;0
C8248;RALN;ND;OE;0,43;13,53;0;0;0;0;0;0
C8248;RALN;ND;IR;6,78;9,17;0;0;0;0;0;0
C7326;RALN;ND;IR;0,25;0;0;0;0;0;0;0
C7235;RALN;ND;IR;0;0;0,25;0,71;0;0;0;0
C5137;RALN;ND;EQ;0;1;0;0;0;0;0;0
PA11790;RALN;ND;IR;0;0,92;0;0;0;0;0;0
IP10537;RALN;ND;EQ;0;4,07;0;0;1;4,82;0;0
IP10537;RALN;ND;IR;0;0;0;0,83;1,61;30,04;0;0
IP10537;RALN;ND;OP;0;0;0;0;0;9,93;0;0
IP10537;RALN;ND;OE;0;0;0;0;3,46;28,29;0;0
UC12393;RALN;ND;OE;1,73;0;0;0;0,33;0,42;0;0
UC12393;RALN;ND;IR;0,5;3;0;0;1,92;0,4;0;0
C1074;RALN;ND;OE;0;0;0;0;0;0;0,32;0,05
C1128;RALN;ND;IR;1,2;57,46;8,08;7,21;0;0,06;0;0
C1128;RALN;ND;EQ;0;0;5,5;8,11;0;0;0;0
C1128;RALN;ND;OE;0;0,08;0;0;0,49;0,67;0;0
C4014;RALN;ND;OP;0;0;0;0;0,5;0;0;0
C3685;PRBZ;NF;CA;1,17;0;0;0;0;0;1,74;0
C6397;RALN;ND;EQ;0,33;0;0;0;0;0;0;0
C6692;RALN;ND;OE;0;0;0;0;0;0;0;1,83
C7539;RALN;ND;OE;0;0;0;0;1;0;0;0
C7539;RALN;ND;IR;1;0;0;0;0;1;0;0
C5902;RALN;ND;EQ;1;1;0;0;0;0;0;0
C2783;RALN;ND;OE;0;0,5;0;0;0;0;0;0
UC12437;RALN;ND;EQ;0,49;0;0;0;0;0;0;0
C7757;PRBZ;NF;CC;0;0,76;0;0;0;0;0;0
C7757;PRBZ;NF;CA;0,5;0,22;0;0;0;0;2;1,7
IP10582;RALN;ND;EQ;1;2;0;0;0;0;0;0
IP10582;RALN;ND;OE;3;33;0;0;0;0;0;0
D8347;EN60;ND;PC;0;0;0;0;1;1;0;0
C7173;RALN;ND;IR;0;0;0;0;0;0,13;0;0
UC9021;RALN;ND;EQ;0;1;0;0;0;0;0;0
UC9021;RALN;ND;IR;0;0;0;0;0;0,34;0;0
C2156;RALN;ND;OE;0;0,08;0;0;0;0;10,25;0
C5763;REFR;SC;CC;0;0;0;0;1;0;0;0
C925;RALN;ND;EQ;0;0,36;0;0;0;0;0;0
C925;RALN;ND;IR;1,67;0;0;0;0;0;0;0
C7527;RALN;ND;IR;0;0,25;0;0;0;0;0;0
N10730;RALN;ND;PC;4,4;0;0;0;0;0;0;0
C7807;RALN;ND;EQ;0,06;0;0;0;0;0;0;0
C3256;RALN;ND;IR;0;0,37;0;0;0;0;0;0
C2885;RALN;ND;OP;0;0;0;0;0;0;0,05;0
C2885;RALN;ND;IR;0,08;0,08;0;0;0;0;0;0
C4807;RALN;ND;OP;0;0;0;0;0;0;0,05;0
C4807;RALN;ND;IR;0,33;0,42;0;0;0;0;0;0
AU10045;AUIN;ND;LI;3,42;3,38;0;0;0,63;1;0;0
CS10440;EPNE;ME;AT;1;0;0;0;0;3;0;0
C6355;RALN;ND;IR;0,46;0;0;0;0;0;0;0
C1658;RALN;ND;OP;0;0;0;0;0;3;0;0
C5709;RALN;ND;EQ;1,4;0,5;0;0;0;0;0;0
C5709;RALN;ND;OE;0,98;0;0;0;0;0;0;0
C5709;RALN;ND;IR;0;0,94;0;0;0;0;0;0
CS9916;RALN;ND;EQ;0;2,48;0;0;0;0,2;0;0
CS9916;RALN;ND;OE;0,83;7;0;0;2,67;1,75;0;0
C486;RALN;ND;IR;0,21;0;0;0;0;0;0;0
C6225;PRTN;NF;CA;0;1;0;0;0;0;0;0
C4240;PRBZ;NF;CC;0;0,54;0;0;0;0;0;0
C4240;PRBZ;NF;CA;0;0,27;0;0;0;0;0;0
CS10307;RALN;ND;IR;0;0;0;0;0;0,5;0;0
CS10307;RALN;ND;EQ;0,92;0;0;0;0;0;0;0
C3145;RALN;ND;IR;0;0;0;0;0;1;0;0
CS10265;RALN;ND;IR;0,58;1,56;0;0;0;0;0;0
CS10265;RALN;ND;EQ;0;2,68;0;0;0;0;0;0
C1523;RALN;ND;EQ;0;2;0;0;0;0;0;0,55
C1523;RALN;ND;IR;0;0;0;0;0;0;2,77;12,8
C1523;RALN;ND;OE;0;0;0;0;0;0;1,11;8,32
C1523;RALN;ND;OP;0;0;0;0;0;0;1,11;7,23
C8188;RALN;ND;OP;0;0;0;0;1;0;0;0
C8188;RALN;ND;EQ;0;0,25;0;0;0;0;0;0
C3501;RALN;ND;EQ;1;0;0;0;0;0;0;0
C5893;RALN;ND;EQ;0,5;0;0;0;0;0;0;0
C7424;PRBZ;NF;CC;0,5;0;0;0;0;0;0;0
C7424;PRBZ;NF;CA;0,08;0;0;0;0;0;1;0
C6145;RALN;ND;IR;1;0;0;0;0;0;0;0
C6419;RALN;ND;IR;0;0;0;0,84;0;0;0;0
C3163;RALN;ND;IR;1;0;0;0;0;0;0;0
C7271;PRBZ;NF;CC;0;1,01;0;0;0;0;0;0
