ISTITUZIONE;CONTRATTO;MACROCATEGORIA;CATEGORIA;PERSONALE_TEMPO_DETERMINATO_UOMINI;PERSONALE_TEMPO_DETERMINATO_DONNE;FORMAZIONE_LAVORO_UOMINI;FORMAZIONE_LAVORO_DONNE;INTERINALE_UOMINI;INTERINALE_DONNE;LAVORO_SOCIALMENTE_UTILE_UOMINI;LAVORO_SOCIALMENTE_UTILE_DONNE
C2876;RALN;ND;EQ;0;0,5;0;0;0;0;0;0
C2876;RALN;ND;OE;0;0;0;0;0,14;0,04;0;0
C2876;RALN;ND;IR;0;3,1;0;0;0;0,71;0;0
C2621;RALN;ND;IR;0;0,11;0;0;0;0;0;0
OL13695;EPNE;ME;FU;0;0;0;0;0;0,83;0;0
C4486;RALN;ND;OE;1;0;0;0;0;0;0;0
C4486;RALN;ND;EQ;1,46;0,75;0;0;0;0;0;0
C4486;RALN;ND;IR;0;0,92;0;0;0;0;0;0
C6515;RALN;ND;OE;0;1;0;0;0;0;0;0
C8091;RALN;ND;EQ;0;1;0;0;0;0;0;0
C8091;RALN;ND;OE;0;1;0;0;0;0;0;0
C8091;RALN;ND;IR;0;0;0;0;1;0;0;0
C7973;RALN;ND;EQ;2,25;3,06;0;0;0;0;0;0
C7973;RALN;ND;IR;5,85;44,53;0;0;0;0;0;0
C7973;RALN;ND;OP;1,6;8,19;0;0;0;0;0;0
C7973;RALN;ND;OE;0,79;1,28;0;0;0;0;0;0
C8153;RALN;ND;IR;0;0,21;0;0;0;0;0;0
C8153;RALN;ND;EQ;0;0,08;0;0;0;0;0;0
C6783;RALN;ND;EQ;1;1;0;0;0;0;0;0
C3028;RALN;ND;IR;0;0,35;0;0;0;0;0;0
C6090;RALN;ND;EQ;0,83;0;0;0;0;0;0;0
J8626;SSNA;ND;BI;0;0,97;0;0;0;0;0;0
J8626;SSNA;ND;PF;1,92;5,19;0;0;0;0;0;0
J8626;SSNA;ND;FM;0;0,94;0;0;0;0;0;0
J8626;SSNA;ND;OP;0,83;3;0;0;0;0;0;0
J8626;SSNA;ND;AT;7;12,13;0;0;0;0;0;0
J8626;SSNA;ND;MD;4,68;9,97;0;0;0;0;0;0
C2317;RALN;ND;OE;0,25;0;0;0;0,17;0;0;0
C2317;RALN;ND;IR;0,23;0,54;0;0;0,34;0,08;0;0
C4567;RALN;ND;IR;1;0;0;0;0;0;0;0
UC10014;RALN;ND;IR;0,8;0,2;0;0;0;0;0;0
UC10014;RALN;ND;OE;0,25;0;0;0;0;0;0;0
C5188;RALN;ND;IR;0,14;0,25;0;0;0;0;0;0
C5188;RALN;ND;EQ;0,5;0;0;0;0;0;0;0
C7777;RALN;ND;OE;1;0;0;0;0;0;0;0
C6715;RALN;ND;OE;0;0,5;0;0;0;0;0;0
C3744;PRBZ;NF;CB;0;1;0;0;0;0;0;0
C3390;RALN;ND;IR;0,38;0,67;0;0;0;0;0;0
C3390;RALN;ND;EQ;0,75;0;0;0;0;2;0;0
C4998;RALN;ND;PC;0;0,7;0;0;0;0;0;0
C6758;RALN;ND;IR;0;1,19;0;0;0;0;0;0
C3323;RALN;ND;IR;0;0;0;0,48;0;0;0;0
Q9179;UNIV;ND;RC;104,46;110,5;0;0;0;0;0;0
Q9179;UNIV;ND;PC;0;3;0;0;0;0;0;0
C7889;RALN;ND;IR;0;0,74;0;0;0;0;1,66;0
C1983;RALN;ND;EQ;0,16;0;0;0;0;0;0;0
C1983;RALN;ND;IR;0,06;0;0;0;0;0;0;0
C5048;RALN;ND;EQ;0,11;0;0;0;0;0;0;0
C7417;RALN;ND;EQ;0,21;0;0;0;0;0;0;0
C7417;RALN;ND;IR;0;0,25;0;0;0;0;0;0
OL13932;EPNE;ME;AT;1;0;0;0;0;0;0;0
C1474;RALN;ND;EQ;0;0,17;0;0;0;0;0;0
C1474;RALN;ND;IR;0,67;0;0;0;0;0;0;0
C7179;RALN;ND;OE;1;0;0;0;0;0;0;0
C7179;RALN;ND;IR;1;0;0;0;0;0;0;0
C2969;RALN;ND;IR;0;0,17;0;0;0;0;0;0
C2192;RALN;ND;IR;1;3;0;0;0;0;0;0
C6725;RALN;ND;IR;0,91;1,04;0;0;0;0;0;0
C6725;RALN;ND;EQ;0;1,33;0;0;0;0;0;0
C7388;RALN;ND;OE;0;0;0;0;3;4;0;0
C7388;RALN;ND;EQ;1,91;11,64;0;0;0;0;0;0
C7388;RALN;ND;IR;2;1;0;0;0;3;0;0
C3975;RALN;ND;IR;0;0;0;0;0;0,5;0;0
C7835;RALN;ND;EQ;1;0;0;0;0;0;0;0
T10845;REVA;NF;CB;0,17;1,31;0;0;0;0;0;0
C6717;RALN;ND;EQ;1,28;0,7;0;0;0;0,3;0;0
C6717;RALN;ND;IR;2,26;3,11;0;0;1,28;2;0;0
UC10032;RALN;ND;IR;0;0,33;0;0;0;0;0;0
UC10032;RALN;ND;EQ;0;0,66;0;0;0;0;0;0
J10551;SSNA;ND;PF;16,9;33,47;0;0;0;0;0;0
J10551;SSNA;ND;OP;5,72;13,14;0;0;0;0;0;0
J10551;SSNA;ND;PT;1;0;0;0;0;0;0;0
J10551;SSNA;ND;AT;1,96;0;0;0;0;0;0;0
J10551;SSNA;ND;DA;0;1;0;0;0;0;0;0
J10551;SSNA;ND;MD;8,42;15,63;0;0;0;0;0;0
J10551;SSNA;ND;BI;0;1,78;0;0;0;0;0;0
J10551;SSNA;ND;MO;0,74;0;0;0;0;0;0;0
J10551;SSNA;ND;DP;2;0;0;0;0;0;0;0
OL13456;EPNE;ME;AT;0;0;0;0;0;1;0;0
C6671;RALN;ND;IR;0,71;0,31;0;0;0;0;0;0
C3693;PRBZ;NF;PC;0;0;0;0;0;0;2,49;0,48
C3693;PRBZ;NF;CC;0,5;1;0;0;0;0;0;0
C3693;PRBZ;NF;CB;0;2,58;0;0;0;0;0;0
C1943;RALN;ND;EQ;0,24;0;0;0;0;0;0;0
C4108;RALN;ND;IR;1,23;2,78;0;0;0;0;0;0
C4108;RALN;ND;EQ;1,81;0;0;0;0;0;0;0
C5524;RALN;ND;OE;0;0;0;0;0;0;1;1
C5524;RALN;ND;EQ;1;0;0;0;0;0;0;0
C5524;RALN;ND;IR;0;0;0;0;0;0;0;1
C5524;RALN;ND;OP;0;0;0;0;0;0;0;2
C2136;RALN;ND;EQ;0;0,3;0;0;0;0;0;0
C2136;RALN;ND;IR;0,29;0,3;0;0;0;0;0;0
Q9132;UNIV;ND;RC;79,39;72,22;0;0;0;0;0;0
Q9132;UNIV;ND;CE;0;1;0;0;0;0;0;0
Q9132;UNIV;ND;CC;0,33;4,1;0,67;7,21;0;0;0;0
Q9132;UNIV;ND;CD;0,53;0,67;0;0;0;0;0;0
C7330;RALN;ND;OE;3,29;0;0;0;0;0;0;0
C7330;RALN;ND;IR;2,67;1,57;0;0;0;0;0;0
C4263;RALN;ND;OP;0;0;0;0;3,75;0;0;0
C6347;RALN;ND;OE;0;0;0;0;0,19;0;0;0
C6347;RALN;ND;IR;0;0,5;0;0;0;1,02;0;0
C6347;RALN;ND;OP;0;0;0;0;0;0;0,17;0
C6347;RALN;ND;EQ;0;1;0;0;0;0;0;0
C4308;RALN;ND;EQ;32,5;54,21;0;0;0;0;0;0
C4308;RALN;ND;IR;42,6;351,81;0;0;0;0;0;0
C4308;RALN;ND;OE;5,97;9,09;0;0;0;0;0;0
LS11930;LS13;NF;LI;0;0;0;0;3;0;0;0
C1324;RALN;ND;EQ;0,72;0;0;0;0;0;0;0
C1324;RALN;ND;OP;0;0;0;0;0;0;6,06;2,02
C7177;RALN;ND;OP;0;0;0;0;0;0;0;2
C7177;RALN;ND;EQ;1;0;0;0;0;0;0;0
C6756;RALN;ND;IR;1;1;0;0;0;0;0;0
C6756;RALN;ND;EQ;3;0;0;0;1;0;0;0
C789;RALN;ND;IR;0;0,03;0;0;0;0;0;0
C7740;RALN;ND;EQ;1;0;0;0;0;0;0;0
C3841;RALN;ND;IR;0,2;0;0;0;1;0;0;0
AB12920;EPNE;ME;OP;0;0;0;0;0,8;0;0;0
AB12920;EPNE;ME;AT;5,83;1,92;0;0;0;1,49;0;0
AB12920;EPNE;ME;FU;4,44;8,46;0;0;0;0,6;0;0
LS12031;LS13;NF;LI;0;0;0;0;0;1;0;0
C3711;RALN;ND;IR;1;2;0;0;0;0;0;0
C7098;RALN;ND;IR;0,25;1,95;0;0;0;0;0;0
C7098;RALN;ND;OE;0;0;0;0;0;0,65;0;0
U9460;SSNA;ND;PT;0;0;0;0;0;0;3;0
U9460;SSNA;ND;MD;2,76;4,52;0;0;0;0;0;0
U9460;SSNA;ND;PF;3;12,37;0;0;0;0;0;0
C6441;RALN;ND;IR;0,68;0;0;0;0;0;0;0
V14138;RALN;ND;IR;0;0;0;0;0;0,67;0;0
C1515;RALN;ND;IR;0,33;0;0;0;0;0;0;0
C1515;RALN;ND;EQ;0,33;0;0;0;0;0;0;0
C2905;RALN;ND;IR;0;0;0,38;0;0;0;0;0
C2292;RALN;ND;OE;0,49;0;0;0;0;0;0;0
C490;RALN;ND;EQ;0,04;0,01;0;0;0;0;0;0
C4229;RALN;ND;IR;0;0;0;0;1,76;0,68;0;0
C4229;RALN;ND;EQ;0,66;0,25;0;0;0;0;0;0
Q9158;UNIV;ND;AL;2,33;6,83;0;0;0;0;0;0
Q9158;UNIV;ND;CD;5,32;2,93;0;0;0;0;0;0
Q9158;UNIV;ND;CE;1;1,82;0;0;0;0;0;0
Q9158;UNIV;ND;RC;362,24;415,79;0;0;0;0;0;0
C2394;REFR;SC;CC;0;0;0;0;0,96;1,97;0;0
C2394;REFR;SC;CB;0,07;0,55;0;0;0,5;1,28;0;0
C2394;REFR;SC;CD;0;0;0;0;0;3,52;0;0
C583;RALN;ND;EQ;2;0,97;0;0;0;0;0;0
C583;RALN;ND;IR;0,62;0,96;0;0;0;0;0;0
C6532;RALN;ND;EQ;0,62;0;0;0;0;0;0;0
C5053;RALN;ND;EQ;0,46;0;0;0;0;0;0;0
T9266;RALN;ND;IR;0,5;0;0;0;0;0;0;0
T9266;RALN;ND;PC;0,07;0;0;0;0;0;0;0
IC12888;AFAM;AT;PR;7;3;0;0;0;0;0;0
C4606;RALN;ND;EQ;0,31;0,33;0;0;0;0;0;0
C4606;RALN;ND;IR;0,5;0;0;0;0;0;0;0
C1889;RALN;ND;IR;2,79;2,8;0;0;0;0;0;0
C1889;RALN;ND;EQ;0;14,64;0;0;0;0;0;0
C5368;RALN;ND;OE;0,17;0;0;0;0;0;0;0
C5368;RALN;ND;OP;0;0;0;0;0;0;0,66;0,66
U14262;SSNA;ND;BI;1;1,67;0;0;0;0;0;0
U14262;SSNA;ND;DA;0,79;1,74;0;0;0;0;0;0
U14262;SSNA;ND;FM;0;0,92;0;0;0;0;0;0
U14262;SSNA;ND;PF;9,08;17,49;0;0;0,58;12,5;0;0
U14262;SSNA;ND;OP;3,03;4,06;0;0;10,91;5;0;0
U14262;SSNA;ND;MD;3,5;3,33;0;0;0;0;0;0
U14262;SSNA;ND;AT;6,7;16,29;0;0;0;0;0;0
U14262;SSNA;ND;MV;0,12;0,26;0;0;0;0;0;0
C401;RALN;ND;EQ;1;0;0;0;0;0;0;0
C401;RALN;ND;OP;0;0;0;0;0;0;3;0
C6173;RALN;ND;IR;0;1;0;0;0;0;0;0
C449;RALN;ND;EQ;0,8;0;0;0;0;0;0;0
C449;RALN;ND;IR;2,59;3,24;0;0;0;0;0;0
UC12426;RALN;ND;IR;0;0,75;0;0;0;1;0;0
UC12426;RALN;ND;OE;0;0,66;0;0;0;0;0;0
C3117;RALN;ND;OP;0;0;0;0;0;0;0;0,05
C4330;RALN;ND;EQ;0;1;0;0;0;0;0;0
C4330;RALN;ND;IR;1;0;0;0;0;0;0;0
LS12140;LS13;NF;LI;3;0;0;0;0;0;0;0
C4313;RALN;ND;OP;0;0;0;0;0;0;0,89;0
C4313;RALN;ND;OE;0;0;0;0;0;0;0,89;2,67
C7927;RALN;ND;OE;0;0;0;0;1;0;0;0
C5660;RALN;ND;IR;2;1;0;0;0;0;0;0
C7160;RALN;ND;IR;0;0,17;0;0;0;0;0;0
C2608;RALN;ND;IR;0;6,58;0;0;0,12;1,73;0;0
C2608;RALN;ND;OP;0;0;0;0;0;2,16;0;0
C7074;RALN;ND;IR;0;0;0;0,12;0;0;0;0
C3468;RALN;ND;OE;0;0;0;0;0;0;1,5;7
C4423;RALN;ND;OP;0;0;0;0;1;0;0;0
C3636;RALN;ND;EQ;1;0;0;0;0;0;0;0
U9432;SSNA;ND;MV;2,96;1;0;0;0;0;0;0
U9432;SSNA;ND;AT;34,28;93,62;0;0;0;0;0;0
U9432;SSNA;ND;DA;0,13;0,67;0;0;0;0;0;0
U9432;SSNA;ND;PF;26,41;136,76;0;0;0;0;0;0
U9432;SSNA;ND;MD;11,06;21,7;0;0;0;0;0;0
U9432;SSNA;ND;PT;2;2;0;0;0;0;0;0
UC10248;RALN;ND;IR;0;0,42;0;0;0;0;0;0
C4660;RALN;ND;EQ;0,03;5,42;0;0;0;0;0;0
C4660;RALN;ND;IR;0;1,83;0;0;0;0;0;0
C4660;RALN;ND;OP;0;0;0;0;0;0;1;0
C6357;RALN;ND;OP;0;0;0;0,04;0;0;0;0
C6357;RALN;ND;IR;0;0;0,17;0;0;0;0;0
CS11100;SSNA;ND;PF;0;1;0;0;0,75;1,67;0;0
CS11100;SSNA;ND;AT;0;0,58;0;0;0;0;0;0
C7623;RALN;ND;IR;1,23;0,79;0;0;0;0;0;0
C5333;RALN;ND;OP;0;0;0;0;0;0;0,13;0
C3778;RALN;ND;IR;0;1;0;0;0;0;0;0
C2359;RALN;ND;EQ;1;0;0;0;0;0;0;0
C305;RALN;ND;IR;2,91;0,75;0;0;0;0;0;0
CS9921;RALN;ND;EQ;0;3,01;0;0;0;0;0;0
CS9921;RALN;ND;IR;0,33;1,8;0;0;0;0;0;0
C6008;RALN;ND;IR;0;0,64;0;0;0;0;0;0
C1900;RALN;ND;EQ;0;0,06;0;0;0;0;0;0
C1900;RALN;ND;IR;0;0,13;0;0;0;0;0;0
PA12204;RALN;ND;IR;0;1;0;0;0;0;0;0
PA12204;RALN;ND;OE;0;0;0;0;1;0;0;0
C3789;RALN;ND;IR;0;2;0;0;0;0;0;0
C3789;RALN;ND;EQ;1;0;0;0;0;0;0;0
P9104;RALN;ND;IR;0;1;0;0;0;0;0;0
C2528;RALN;ND;IR;0;0,17;0;0;0;0;0;0
C12761;RALN;ND;OE;0;0,09;0;0;0;0;0;0
C7344;RALN;ND;OP;0;0;0;0;0;0;1;1
C7344;RALN;ND;OE;0;0;0;0;0;0;1;11
C7344;RALN;ND;IR;0;0;0;0;0;0;1;9
C3997;RALN;ND;IR;0;1,75;0;0;0;0;0;0
C3997;RALN;ND;EQ;0,43;0,17;0;0;0;0;0;0
C7066;RALN;ND;IR;0;1,07;0;0;0;0;0;0
C7066;RALN;ND;OE;0;0;0;0;0;0,1;0;0
C1524;RALN;ND;PC;0,75;0;0;0;0;0;0;0
C1524;RALN;ND;EQ;0,06;0,34;0;0;0;0;0;0
C7703;RALN;ND;IR;0,25;0,67;0;0;0;0;0;0
C2532;RALN;ND;EQ;0,15;0,1;0;0;0;0;0;0
C2532;RALN;ND;IR;0,2;0,76;0;0;0;0;0;0
C1858;RALN;ND;IR;0;0;0;0;0;0;0;1,65
C1858;RALN;ND;OE;0;0;0;0;0;0;0;2,2
C1858;RALN;ND;OP;0;0;0;0;0;0;0;1,1
C1858;RALN;ND;EQ;0,34;0,5;0;0;0;0;0;0
C2326;RALN;ND;EQ;0,19;0;0;0;0;0;0;0
C6794;RALN;ND;IR;0,29;0;0;0;0;0;0;0
C6794;RALN;ND;EQ;0,6;0,03;0;0;0;0;0;0
U9414;SSNA;ND;OP;1,8;11,2;0;0;0;0;0;0
U9414;SSNA;ND;PF;5,38;20,54;0;0;0;0;0;0
U9414;SSNA;ND;PS;1,01;0,3;0;0;0;0;0;0
U9414;SSNA;ND;DA;0;0,44;0;0;0;0;0;0
U9414;SSNA;ND;DP;1,01;0;0;0;0;0;0;0
U9414;SSNA;ND;AT;0;0,33;0;0;0;0;0;0
U9414;SSNA;ND;MV;0,17;0,37;0;0;0;0;0;0
U9414;SSNA;ND;MD;5,06;7,71;0;0;0;0;0;0
C4075;RALN;ND;IR;0,07;0;0;0;0;0;0;0
OL13476;EPNE;ME;AT;0;0;0;0;0;1;0;0
C2527;RALN;ND;IR;1;3;0;0;0;0;0;0
C2527;RALN;ND;EQ;1;0;0;0;0;0;0;0
C2511;RALN;ND;OE;0;0;0;0;0,56;0;0;0
C2511;RALN;ND;IR;0;0;2,04;0,58;0;0;0;0
C7096;RALN;ND;EQ;1,17;2,66;0;0;0;0;0;0
C7096;RALN;ND;IR;4,86;15,79;0;0;0;0;0;0
C7096;RALN;ND;OE;0;2,12;0;0;0;0;0;0
C3968;RALN;ND;IR;0,38;0;0;0;0;0;0;0
IP10641;RALN;ND;IR;0;4;0;0;0;2;0;0
IP10641;RALN;ND;EQ;0;2;0;0;1;1;0;0
IP10641;RALN;ND;OE;0;0;0;0;9;19;0;0
LS12120;LS13;NF;LI;0,5;0;0;0;0,75;0,17;0;0
C2919;RALN;ND;IR;0,17;0;0;0;0;0;0;0
C2250;RALN;ND;OE;0;0;0;0;0,43;1,67;0;0
C2250;RALN;ND;IR;1,17;1,83;0;0;0,01;0,23;0;0
C8098;RALN;ND;IR;0;0;0;0;1;0;0;0
C1963;RALN;ND;EQ;0,66;0;0;0;0;0;0;0
C1963;RALN;ND;IR;0,1;0;0;0;0;0;0;0
C908;RALN;ND;IR;3;1;0;0;0;0;0;0
C908;RALN;ND;EQ;2;0;0;0;0;0;0;0
U12351;SSNA;ND;DT;1,01;0;0;0;0;0;0;0
U12351;SSNA;ND;DA;0,67;1,01;0;0;0;0;0;0
U12351;SSNA;ND;PL;0;13,58;0;0;0;0;0;0
U12351;SSNA;ND;MV;0;0,93;0;0;0;0;0;0
U12351;SSNA;ND;MD;5,97;14,55;0;0;0;0;0;0
U12351;SSNA;ND;BI;0;0,09;0;0;0;0;0;0
U12351;SSNA;ND;CH;0;1,01;0;0;0;0;0;0
U12351;SSNA;ND;PT;0;1,01;0;0;0,26;0;0;0
U12351;SSNA;ND;PF;4,63;22,73;0;0;11,66;47,86;0;0
U12351;SSNA;ND;AT;0;0,59;0;0;0,81;0,83;0;0
U12351;SSNA;ND;OP;2,36;10,8;0;0;0;0,51;0,06;3,29
OL13570;EPNE;ME;OP;0;0;0;0;0;1;0;0
LS15414;LS13;NF;LI;4;2;0;0;0;0;0;0
C8021;RALN;ND;EQ;0,27;0;0;0;0;0;0;0
C1749;RALN;ND;IR;0;0;0,5;0,58;0;0;0;0
C6197;RALN;ND;IR;0;0;0;0;0,56;0;0;0
M8664;MNST;MM;RM;2,4;3,59;0;0;0;0;0;0
M8664;MNST;MM;FU;11,84;8,22;0;0;0;0;0;0
C993;RALN;ND;EQ;0,96;0;0;0;0;0;0;0
OL13352;EPNE;ME;AT;0;0;0;0;1;0;0;0
N10881;PRTN;NF;PC;0;0;0;0;0;0;5;3,09
N10881;PRTN;NF;CD;0,91;2,5;0;0;0;0;0;0
N10881;PRTN;NF;CC;0;0,9;0;0;0;0;0;0
LS11960;LS13;NF;LI;0,83;0,83;0;0;0;0;0;0
LS14500;LS13;NF;LI;27;30;0;0;0;0;0;0
IP12500;RALN;ND;EQ;0,33;7,17;0;0;3,89;1,29;0;0
IP12500;RALN;ND;IR;0;1,28;0;0;0;0;0;0
IP12500;RALN;ND;OE;1,25;46,3;0;0;2;7,75;0;0
IP12500;RALN;ND;OP;0;0,74;0;0;0,96;0;0;0
Q9164;UNIV;ND;RC;51,2;39;0;0;0;0;0;0
Q9164;UNIV;ND;CC;9,56;38,09;0;0;0,11;0,15;0;0
Q9164;UNIV;ND;CE;2,82;2,42;0;0;0;0;0;0
Q9164;UNIV;ND;CD;9,46;22,78;0;0;0;0;0;0
U9515;SSNA;ND;DA;1,79;0,5;0;0;0;0;0;0
U9515;SSNA;ND;FM;0;1;0;0;0;0;0;0
U9515;SSNA;ND;BI;0;0,5;0;0;0;0;0;0
U9515;SSNA;ND;MD;11,42;9,36;0;0;0;0;0;0
U9515;SSNA;ND;PF;15;43,91;0;0;0;0;0;0
U9515;SSNA;ND;PT;0;0,75;0;0;0;0;0;0
U9515;SSNA;ND;AT;0,08;1,67;0;0;0;0;0;0
C6025;RALN;ND;EQ;0,08;0;0;0;0;0;0;0
C6025;RALN;ND;IR;0,25;0,01;0;0;0;0;0;0
C7592;RALN;ND;PC;1;0;0;0;0;0;0;0
C7592;RALN;ND;EQ;1,23;1,8;0;0;0;0;0;0
C1672;RALN;ND;IR;0,35;0;0;0;0;0;0;0
C5295;PRTN;NF;CC;1;0,78;0;0;0;0;0;0
C6213;RALN;ND;EQ;0;0,46;0;0;0;0;0;0
C6213;RALN;ND;IR;1,67;0;0;0;0;0;0;0
C730;RALN;ND;OP;0;0;0;0;0;0;0;1
C6759;RALN;ND;OE;0;0;0;0;0;0;0;0,83
C6759;RALN;ND;EQ;0;1;0;0;0;0;0;0
C4216;RALN;ND;IR;0;0;0;0;0;1;0;0
C4118;RALN;ND;OP;0;0;0;0;0;0;0,23;0
PN9970;EPNE;ME;AT;0;1;0;0;1;0;0;0
C6362;REFR;SC;CC;0,04;0,02;0;0;0;0;0;0
OL13257;EPNE;ME;AT;0;0;0;0;0;0,69;0;0
C4908;PRBZ;NF;CA;0,58;0,3;0;0;0;0;0;0,01
C4908;PRBZ;NF;CC;0;1,25;0;0;0;0;0;0
C4908;PRBZ;NF;CB;0;0,59;0;0;0;0;0;0
CV14389;AFAM;AT;EP;0;0,93;0;0;0;0;0;0
CV14389;AFAM;AT;PA;2,34;4,72;0;0;0;0;0;0
CV14389;AFAM;AT;PR;1,88;2,01;0;0;0;0;0;0
C5545;RALN;ND;IR;0;1;0;0;0;0;0;0
C5545;RALN;ND;EQ;1;0;0;0;0;0;0;0
C7365;RALN;ND;OE;0;0;0;0;1;0;0;0
OL13467;EPNE;ME;AT;0;0;0;0;0;1;0;0
C7673;PRBZ;NF;CC;1;0;0;0;0;0;0;0
C4918;RALN;ND;IR;0;0,31;0;0;0;0;0;0
C4918;RALN;ND;OP;0;0;0;0;0;0;0,42;0
OL13275;EPNE;ME;AT;0;0;0;0;0;0,28;0;0
U10903;SSNA;ND;MD;6,33;10,12;0;0;0;0;0;0
U10903;SSNA;ND;PF;9,12;24,29;0;0;0;0;0;0
U10903;SSNA;ND;FM;0;1;0;0;0;0;0;0
C1499;RALN;ND;OE;0,5;0;0;0;0;0;0;0
C1499;RALN;ND;IR;0,33;0,82;0;0;0;0;0;0
C1267;RALN;ND;IR;0;1;0;0;0;0;0;0
C1267;RALN;ND;EQ;1;1;0;0;0;0;0;0
U9449;SSNA;ND;PL;0;0,42;0;0;0;0;0;0
U9449;SSNA;ND;PF;32,19;86,13;0;0;0;0;0;0
U9449;SSNA;ND;OP;15,01;23,96;0;0;0;0;0;0
U9449;SSNA;ND;DP;0,96;0;0;0;0;0;0;0
U9449;SSNA;ND;DA;0,83;0,42;0;0;0;0;0;0
U9449;SSNA;ND;PC;1,7;0;0;0;0;0;0;0
U9449;SSNA;ND;BI;2;4;0;0;0;0;0;0
U9449;SSNA;ND;MD;8,45;11,46;0;0;0;0;0;0
U9449;SSNA;ND;FM;0;0,99;0;0;0;0;0;0
U9449;SSNA;ND;FI;0;0,37;0;0;0;0;0;0
C6370;RALN;ND;IR;0;0,66;0;0;0;0;0;0
C6370;RALN;ND;EQ;0,17;0;0;0;0;0;0;6,11
C4859;RALN;ND;IR;0;3,8;0;0;0;0;0;0
C4859;RALN;ND;OE;0;0;0;0;1;0;0;0
CV14417;AFAM;AT;PR;0;0,08;0;0;0;0;0;0
C3284;RALN;ND;IR;0,51;0,32;0;0;0;0;0;0
C7734;RALN;ND;IR;0,14;0;0;0;0;0;0;0
C7734;RALN;ND;EQ;0,11;0,25;0;0;0;0;0;0
C2819;RALN;ND;OE;0;0;0;0;2;0;0;0
C2819;RALN;ND;IR;0;0;0;0;1;0;0;0
C2819;RALN;ND;EQ;0;1;0;0;0;0;0;0
AB10277;RALN;ND;EQ;1;0;0;0;0;0;0;0
C12477;PRTN;NF;CC;0,12;0;0;0;0;0;0;0
C12477;PRTN;NF;PC;0;0;0;0;0;0;3,79;1,38
LS12077;LS13;NF;LI;6,42;5,44;0;0;0;0;0;0
C3692;PRBZ;NF;CC;0;2,45;0;0;0;0;0,09;0
C1737;RALN;ND;EQ;5;10;0;0;0;0;0;0
CS11103;SSNA;ND;DA;0,33;0;0;0;0;0;0;0
CS11103;SSNA;ND;AT;0;0;0;0;1;5,5;0;0
CS11103;SSNA;ND;OP;0;0;0;0;0;1;0;0
CS11103;SSNA;ND;PF;0;0;0;0;0,25;7,52;0;0
IP11029;PRTN;NF;CB;0,45;3,13;0;0;0;0;0;0
IP11029;PRTN;NF;CA;0;4,1;0;0;0;0;0;0
IP11029;PRTN;NF;CC;0;1,62;0;0;0;0;0;0
OL14552;EPNE;ME;AT;0;0;0;0;0;0,33;0;0
C1258;RALN;ND;EQ;0;0,33;0;0;0;0;0;0
C1258;RALN;ND;IR;0;0,85;0;0;0;0;0;0
C1565;RALN;ND;EQ;0;1,97;0,25;0,25;0;1,01;0;0
C1565;RALN;ND;IR;0;0,11;0;0;0;0;0;0
C1565;RALN;ND;OE;0;0;0;0;0;0,51;0;0
PA119;RALN;ND;OE;0;1;0;0;0;0;0;0
CS10309;LS13;NF;LI;1,33;5,66;0;0;0,33;0,25;0;0
IP11051;PRTN;NF;CB;1,33;2,58;0;0;0;0;0;0
IP11051;PRTN;NF;CC;0,5;0;0;0;0;0;0;0
IP11051;PRTN;NF;CA;0,08;4,14;0;0;0;0;0;0
C3965;RALN;ND;EQ;0;1;0;0;0;0;0;0
C3965;RALN;ND;IR;1;0;0;0;0;0;0;0
C3330;RALN;ND;EQ;0,07;0;0;0;0;0;0;0
C3330;RALN;ND;OE;0;0,04;0;0;0;0;0;0
C3330;RALN;ND;OP;0;0;0;0;0;0;0,09;0
C2454;RALN;ND;IR;1;0;0;0;0;0;0;0
LS12150;LS13;NF;LI;0;0,93;0;0;0;0;0;0
C3551;RALN;ND;IR;0;0,5;0;0;0;0;0;0
C3014;RALN;ND;IR;0;0,15;0;0;0;0;0;0
C2828;RALN;ND;IR;0,49;0,49;0;0;0;0;0;0
C2828;RALN;ND;EQ;0,18;0;0;0;0;0;0;0
P9065;RALN;ND;EQ;0;0,46;0;0;0;0;0;0
C2980;RALN;ND;IR;0,89;0,38;0;0;0;0;0;0
C2980;RALN;ND;EQ;0,33;0;0;0;0;0;0;0
C317;RALN;ND;IR;0;0,12;0;0;0;0;0;0
C5706;RALN;ND;OP;0;0;0;0;0;0;1;0
UC10187;RALN;ND;EQ;0;0,58;0;0;0;0;0;0
UC10187;RALN;ND;IR;0;0,21;0;0;0;0;0;0
AC14350;AFAM;AT;PA;2;3;0;0;0;0;0;0
AC14350;AFAM;AT;PR;3;1;0;0;0;0;0;0
C2963;RALN;ND;OP;0;0;0;0;0;0;0,55;1,62
P9056;RALN;ND;IR;0,83;1;1,61;0,66;0;0;0;0
P9056;RALN;ND;EQ;0,13;0;0;0,58;0;0;0;0
C3846;RALN;ND;IR;0;1;0;0;1;0;0;0
C2117;RALN;ND;IR;0;0,7;0;0;0;0;0;0
C2024;RALN;ND;EQ;1,43;0,38;0;0;0;0;0;0
C7557;RALN;ND;OP;0;0;0;0;0;0;1,11;1,11
C5051;RALN;ND;IR;1;0;0;0;0;0;0;0
C4830;RALN;ND;IR;0,33;0,33;0;0;0;0;0;0
C3788;RALN;ND;OP;0;0;0;0;0;0;5;6
