ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;CAUSALE_ASSENZA;FORM_UOMINI;FORM_DONNE;FORM_MEDIA_UOMINI;FORM_MEDIA_DONNE
U9414;SSNA;PF;KPFASC;Z01;64;601;1,2549019607843;11,78431372549
U9414;SSNA;PL;SD0E66;Z01;2;0;0;0
U9414;SSNA;FI;SD0A41;Z01;6;6;0;0
U9414;SSNA;PF;SPFINE;Z01;81;321;0;0
U9414;SSNA;FM;SD0E38;Z01;0;20;0;0
U9414;SSNA;FI;SD0E41;Z01;8;0;0;0
U9414;SSNA;PT;TPT092;Z01;51;53;0;0
U9414;SSNA;PF;APFCAS;Z01;10;9;0;0
U9414;SSNA;PF;SPFOST;Z01;0;571;0;0
U9414;SSNA;AT;TAT162;Z01;16;0;0;0
U9414;SSNA;AT;AAT117;Z01;49;292;0,36029411764706;2,1470588235294
U9414;SSNA;PF;SPFTCN;Z01;421;1184;0;0
U9414;SSNA;DP;PD0A45;Z01;14;1;0;0
U9414;SSNA;PF;SPFRAB;Z01;635;3367;0;0
U9414;SSNA;DA;AD0A31;Z01;3;9;0;0
U9414;SSNA;PF;SPFASE;Z01;26;206;0;0
U9414;SSNA;DP;PD0046;Z01;65;0;0;0
U9414;SSNA;OP;KOP660;Z01;520;2437;0;0
U9414;SSNA;BI;SD0A12;Z01;19;67;0;0
U9414;SSNA;MD;SD0N33;Z01;13;0;0;0
U9414;SSNA;PT;APT017;Z01;65;197;0,69148936170213;2,0957446808511
U9414;SSNA;DA;AD0032;Z01;10;17;0;0
U9414;SSNA;DT;TD0S01;Z01;3;0;0;0
U9414;SSNA;CH;SD0E15;Z01;0;2;0;0
U9414;SSNA;OP;AOP870;Z01;46;163;0;0
U9414;SSNA;MD;SD0E33;Z01;130;94;0;0
U9414;SSNA;PF;SPFPRV;Z01;450;731;0;0
U9414;SSNA;MD;SD0N34;Z01;38;0;0;0
U9414;SSNA;PF;KPFSCE;Z01;0;15;0;0
U9414;SSNA;DP;PD0004;Z01;9;0;0;0
U9414;SSNA;PL;SD0E65;Z01;0;32;0;0
U9414;SSNA;DT;TD0002;Z01;0;3;0;0
U9414;SSNA;MD;SD0E34;Z01;254;279;0;0
U9414;SSNA;PF;SPFINF;Z01;4818;20503;3,5741839762611;15,209940652819
U9414;SSNA;PL;SD0A65;Z01;239;1117;0;0
U9414;SSNA;PT;0PTSPR;Z01;23;13;0;0
U9414;SSNA;OP;TOP059;Z01;17;29;0;0
U9414;SSNA;MV;SD0E73;Z01;19;5;0;0
U9414;SSNA;AT;TATIFC;Z01;15;0;0;0
U9414;SSNA;MV;SD0E74;Z01;5;18;0;0
U9414;SSNA;FM;SD0A38;Z01;29;122;0;0
U9414;SSNA;PF;TPF026;Z01;31;19;0;0
U9414;SSNA;MD;SD0597;Z01;18;5;0;0
U9414;SSNA;MD;SD0036;Z01;61;25;0;0
U9414;SSNA;MV;SD0A73;Z01;91;78;0;0
U9414;SSNA;AT;TAT119;Z01;4;0;0;0
U9414;SSNA;FM;SD0E39;Z01;0;22;0;0
U9414;SSNA;MD;SD0035;Z01;1100;2379;0;0
U9414;SSNA;DA;AD0S31;Z01;5;3;0;0
U9414;SSNA;DA;AD0612;Z01;0;5;0;0
U9414;SSNA;PF;APF028;Z01;65;124;0;0
U9414;SSNA;PS;SD0AI1;Z01;9;6;0;0
C1118;RALN;IR;0IR000;Z01;2;2;1;1
C6715;RALN;IR;0IR000;Z01;1;2;0,16666666666667;0,33333333333333
C6715;RALN;EQ;0FZEQF;Z01;0;1;0;0,5
C3390;RALN;IR;0IR000;Z01;2;0;0;0
C3390;RALN;EQ;0FZEQF;Z01;2;17;0,13333333333333;1,1333333333333
C6040;RALN;OE;0OEESP;Z01;9;0;0;0
C6040;RALN;EQ;0FZEQF;Z01;3;3;0;0
C6040;RALN;IR;0IR000;Z01;6;6;0;0
C4005;REFR;CD;049000;Z01;1;0;0;0
C4005;REFR;CB;0B9000;Z01;1;0;0;0
C4005;REFR;CB;032000;Z01;1;0;0;0
C4005;REFR;XA;0PL910;Z01;1;0;0;0
C4005;REFR;CD;0D6000;Z01;0;3;0;0
C4005;REFR;CB;037000;Z01;0;1;0;0
C4005;REFR;CC;097000;Z01;0;2;0;0
C4005;REFR;CC;042000;Z01;3;1;0;0
C4005;REFR;CC;040000;Z01;0;1;0;0
C4005;REFR;CC;046000;Z01;0;2;0;0
C7015;RALN;EQ;0FZEQF;Z01;42;94;1,3125;2,9375
C7015;RALN;OE;0OEESP;Z01;3;6;0;0
C7015;RALN;DI;0D0164;Z01;0;1;0;0
C7015;RALN;IR;0IR000;Z01;48;116;1,2631578947368;3,0526315789474
C7015;RALN;OP;0OP000;Z01;0;1;0;0
C6428;RALN;EQ;0FZEQF;Z01;4;4;0;0
C6428;RALN;IR;0IR000;Z01;0;1;0;0
C1302;PRBZ;CC;000722;Z01;0;2;0;0
C1302;PRBZ;CB;000723;Z01;1;0;0;0
C1302;PRBZ;FP;0D0103;Z01;1;0;0;0
C1302;PRBZ;CD;000719;Z01;1;6;0;0
C1302;PRBZ;CD;000733;Z01;2;0;0;0
C1302;PRBZ;CC;000721;Z01;0;9;0;0
C1302;PRBZ;CA;000727;Z01;0;1;0;0
C1302;PRBZ;CB;000725;Z01;6;5;0;0
C1302;PRBZ;CB;000726;Z01;2;0;0;0
C4631;RALN;OE;0OEESP;Z01;3;0;0;0
C4631;RALN;IR;0IR000;Z01;0;2;0;2
OL13204;EPNE;FU;0FZ000;Z01;0;10;0;0
Q9189;UNIV;CC;042000;Z01;32;65;1,28;2,6
Q9189;UNIV;CE;063000;Z01;0;3;0;0
Q9189;UNIV;CE;059000;Z01;12;77;0;0
Q9189;UNIV;CC;046000;Z01;5;4;0;0
Q9189;UNIV;CC;045000;Z01;4;0;0;0
Q9189;UNIV;CD;048000;Z01;17;55;0,58620689655172;1,8965517241379
Q9189;UNIV;CB;036000;Z01;5;2;0;0
Q9189;UNIV;CD;0D7000;Z01;0;2;0;0
Q9189;UNIV;CD;050000;Z01;0;12;0;2
Q9189;UNIV;CD;049000;Z01;19;51;2,1111111111111;5,6666666666667
Q9189;UNIV;CE;060000;Z01;40;3;0;0
Q9189;UNIV;D2;0D0079;Z01;48;4;0;0
Q9189;UNIV;CD;052000;Z01;0;10;0;0
Q9189;UNIV;CC;043000;Z01;67;63;4,4666666666667;4,2
Q9189;UNIV;CE;062000;Z01;2;14;0;0
Q9189;UNIV;CC;040000;Z01;148;239;3,8947368421053;6,2894736842105
Q9189;UNIV;CB;037000;Z01;4;6;0;0
Q9189;UNIV;CE;061000;Z01;16;39;0;0
Q9189;UNIV;CD;051000;Z01;17;49;0;0
C3151;RALN;IR;0IR000;Z01;12;14;0,92307692307692;1,0769230769231
C3151;RALN;EQ;0FZEQF;Z01;3;46;0,33333333333333;5,1111111111111
C3151;RALN;RU;0D0I96;Z01;0;6;0;0
C8072;PRBZ;CB;000725;Z01;3;2;0;0
C8072;PRBZ;CC;000721;Z01;0;13;0;0
C8072;PRBZ;CD;000719;Z01;8;0;0;0
C8072;PRBZ;CA;000727;Z01;0;1;0;0
C8072;PRBZ;FP;0D0485;Z01;0;6;0;0
C8072;PRBZ;CA;000729;Z01;0;2;0;0
C8072;PRBZ;CC;000722;Z01;0;7;0;0
C8072;PRBZ;CB;000726;Z01;1;0;0;0
C6296;RALN;EQ;0FZEQF;Z01;13;23;0,11111111111111;0,1965811965812
C6296;RALN;DI;0D0164;Z01;0;1;0;0
C6296;RALN;FP;0D0102;Z01;0;16;0;0
C6296;RALN;IR;0IR000;Z01;14;9;0,109375;0,0703125
U9561;SSNA;PF;SPFASE;Z01;13;33;0;0
U9561;SSNA;PF;SPFINE;Z01;14;106;0;0
U9561;SSNA;PT;APT017;Z01;4;4;0;0
U9561;SSNA;MD;SD0E34;Z01;34;43;0;0
U9561;SSNA;PF;SPFPRV;Z01;9;30;0;0
U9561;SSNA;OP;AOP870;Z01;6;20;0,12765957446809;0,42553191489362
U9561;SSNA;OP;KOP660;Z01;34;155;0,16346153846154;0,74519230769231
U9561;SSNA;DA;AD0A31;Z01;0;12;0;0
U9561;SSNA;DA;AD0S31;Z01;1;3;0;0
U9561;SSNA;PT;0PTSPR;Z01;2;10;0;0
U9561;SSNA;MD;SD0036;Z01;21;0;0;0
U9561;SSNA;AT;TAT119;Z01;10;0;0;0
U9561;SSNA;PF;APFCAS;Z01;0;1;0;0
U9561;SSNA;PF;SPFTCN;Z01;31;83;0;0
U9561;SSNA;FM;SD0A38;Z01;21;12;0;0
U9561;SSNA;MV;SD0E74;Z01;4;0;0;0
U9561;SSNA;MV;SD0E73;Z01;1;0;0;0
U9561;SSNA;AT;AAT117;Z01;3;26;0,0375;0,325
U9561;SSNA;MD;SD0035;Z01;237;376;0;0
U9561;SSNA;BI;SD0A12;Z01;0;11;0;0
U9561;SSNA;PF;TPF026;Z01;17;13;0;0
U9561;SSNA;DP;PD0S45;Z01;4;0;0;0
U9561;SSNA;PS;SD0AI1;Z01;0;2;0;0
U9561;SSNA;MD;SD0E33;Z01;123;80;20,5;13,333333333333
U9561;SSNA;PL;SD0E65;Z01;1;3;0;0
U9561;SSNA;PF;SPFINF;Z01;288;1184;0,45714285714286;1,8793650793651
U9561;SSNA;MV;SD0A73;Z01;14;9;0;0
U9561;SSNA;DP;PD0046;Z01;2;0;0;0
U9561;SSNA;OP;TOP059;Z01;10;0;0;0
U9561;SSNA;PF;SPFOST;Z01;2;56;0;0
U9561;SSNA;AT;TAT162;Z01;1;0;0;0
U9561;SSNA;FM;SD0E39;Z01;0;1;0;0
U9561;SSNA;PF;SPFRAB;Z01;12;57;0;0
U9561;SSNA;DP;PD0A45;Z01;4;0;0;0
U9561;SSNA;PF;APF028;Z01;18;166;0;0
U9561;SSNA;PL;SD0A65;Z01;11;20;0;0
AC14372;AFAM;EP;013504;Z01;0;2;0;0
AC14372;AFAM;EP;013159;Z01;1;0;0;0
AC14372;AFAM;PA;012117;Z01;1;3;0;0
AC14372;AFAM;AR;013CDE;Z01;3;0;0;0
AC14372;AFAM;AR;012118;Z01;0;2;0;0
AA37;SSNA;MD;SD0E34;Z01;16;20;2;2,5
AA37;SSNA;FM;SD0A38;Z01;0;8;0;0
AA37;SSNA;MO;SD0047;Z01;10;5;0;0
AA37;SSNA;PF;TPF026;Z01;8;2;0;0
AA37;SSNA;MD;SD0597;Z01;3;0;0;0
AA37;SSNA;PF;SPFINE;Z01;6;22;0;0
AA37;SSNA;PF;APFCAS;Z01;2;0;0;0
AA37;SSNA;PF;SPFPRV;Z01;1;1;0;0
AA37;SSNA;MD;SD0036;Z01;164;33;0;0
AA37;SSNA;PL;SD0A65;Z01;0;6;0;0
AA37;SSNA;PF;SPFASE;Z01;0;12;0;0
AA37;SSNA;DA;AD0032;Z01;4;4;0;0
AA37;SSNA;PT;TPT092;Z01;5;5;0;0
AA37;SSNA;AT;AAT117;Z01;11;46;0,12941176470588;0,54117647058824
AA37;SSNA;PF;SPFOST;Z01;1;55;0;0
AA37;SSNA;PF;SPFTCN;Z01;61;93;0,70114942528736;1,0689655172414
AA37;SSNA;AT;TATIFC;Z01;9;0;0;0
AA37;SSNA;FM;SD0E39;Z01;0;1;0;0
AA37;SSNA;BI;SD0E13;Z01;0;3;0;0
AA37;SSNA;PF;TPFCTS;Z01;1;0;0;0
AA37;SSNA;PF;SPFRAB;Z01;4;34;0;0
AA37;SSNA;OP;TOP059;Z01;14;3;0;0
AA37;SSNA;FI;SD0A41;Z01;0;1;0;0
AA37;SSNA;AT;TAT162;Z01;6;0;0;0
AA37;SSNA;MD;SD0N33;Z01;8;0;0;0
AA37;SSNA;PT;0PTSPR;Z01;0;1;0;0
AA37;SSNA;PF;SPFINF;Z01;222;992;0,44311377245509;1,9800399201597
AA37;SSNA;OP;AOP870;Z01;4;14;0;0
AA37;SSNA;AT;TAT119;Z01;6;0;0;0
AA37;SSNA;BI;SD0A12;Z01;5;47;0,35714285714286;3,3571428571429
AA37;SSNA;OP;KOP660;Z01;64;269;0;0
AA37;SSNA;MD;SD0035;Z01;237;331;1,705035971223;2,3812949640288
AA37;SSNA;MD;SD0E33;Z01;145;7;0;0
AA37;SSNA;PF;APF028;Z01;4;7;0;0
IC10844;AFAM;PD;018PD1;Z01;5;3;0;0
IC10844;AFAM;PR;018P01;Z01;15;10;0;0
IC10844;AFAM;PA;012117;Z01;8;0;0;0
IC10844;AFAM;PA;011121;Z01;1;0;0;0
C1080;RALN;OE;0OEESP;Z01;8;3;0;0
C1080;RALN;IR;0IR000;Z01;10;21;0;0
C1080;RALN;EQ;0FZEQF;Z01;12;25;0;0
C3416;RALN;EQ;0FZEQF;Z01;0;2;0;1
C5962;PRBZ;CB;000723;Z01;0;1;0;0
C5962;PRBZ;CC;000721;Z01;4;8;0;0
C5962;PRBZ;CB;000725;Z01;1;0;0;0
C5962;PRBZ;CB;000726;Z01;2;0;0;0
M8659;MMAA;UI;017335;Z01;2323;780;0;0
M8659;CCSS;PP;013216;Z01;4900;437;9,2278719397363;0,82297551789077
M8659;CCSS;US;0D0525;Z01;776;2;55,428571428571;0,14285714285714
M8659;CCSS;US;0D0528;Z01;1813;118;18,690721649485;1,2164948453608
M8659;CCSS;US;0D0526;Z01;86;11;1,2463768115942;0,15942028985507
M8659;AAMM;MR;014307;Z01;909;231;6,6838235294118;1,6985294117647
M8659;MMAA;UI;018958;Z01;1673;1279;19,011363636364;14,534090909091
M8659;AAMM;US;0D0935;Z01;141;5;2,0735294117647;0,073529411764706
M8659;MMAA;UI;018354;Z01;1853;1213;32,508771929825;21,280701754386
M8659;AAMM;MR;017830;Z01;579;0;0;0
M8659;MNST;D2;0D0079;Z01;11;59;0;0
M8659;CCSS;US;019222;Z01;63;18;0;0
M8659;EEII;GR;013GRS;Z01;141;21;0,13782991202346;0,020527859237537
M8659;CCSS;PP;013231;Z01;3331;84;8,2246913580247;0,20740740740741
M8659;EEII;MR;017830;Z01;19;0;0;0
M8659;MNST;OP;0OP000;Z01;107;73;0,28457446808511;0,19414893617021
M8659;CCSS;US;0D0524;Z01;555;7;55,5;0,7
M8659;AAMM;US;0D0524;Z01;89;0;0;0
M8659;AAMM;GR;013AT4;Z01;115;0;0;0
M8659;MMAA;GR;013351;Z01;2209;203;25,102272727273;2,3068181818182
M8659;EEII;MR;014324;Z01;53;1;0;0
M8659;AAMM;MR;015306;Z01;1007;204;10,07;2,04
M8659;CCSS;US;0D0527;Z01;32;0;0;0
M8659;EEII;GR;013AT4;Z01;339;0;0;0
M8659;MMAA;MT;000FP1;Z01;3569;1787;0;0
M8659;AAMM;SG;014308;Z01;1446;194;15,89010989011;2,1318681318681
M8659;AAMM;US;0D0525;Z01;900;0;450;0
M8659;AAMM;UG;0D0220;Z01;27;0;0;0
M8659;MMAA;GR;0131GR;Z01;973;45;0;0
M8659;MAMI;G1;0D0389;Z01;43;0;0;0
M8659;AAMM;UI;017225;Z01;1255;378;0;0
M8659;MMAA;GR;013352;Z01;1151;87;0;0
M8659;MNST;D2;0D0080;Z01;0;3;0;0
M8659;MMAA;US;0D0563;Z01;153;8;21,857142857143;1,1428571428571
M8659;AAMM;UI;018226;Z01;465;316;0;0
M8659;MMAA;US;0D0562;Z01;113;0;113;0
M8659;MAMI;G1;0D0387;Z01;3;2;1;0,66666666666667
M8659;CCSS;UG;0D0221;Z01;2;0;0;0
M8659;AAMM;UI;018937;Z01;314;34;4,4857142857143;0,48571428571429
M8659;MMAA;MT;000VFI;Z01;43;15;0;0
M8659;CCSS;US;0D0217;Z01;1;0;0;0
M8659;AAMM;GR;013293;Z01;491;0;0;0
M8659;AAMM;SG;015326;Z01;356;0;0;0
M8659;MMAA;US;0D0567;Z01;1416;651;12,206896551724;5,6120689655172
M8659;MNST;D1;0D0077;Z01;0;2;0;0
M8659;CCSS;UI;018937;Z01;889;95;27,78125;2,96875
M8659;CCSS;PP;013968;Z01;111;1;37;0,33333333333333
M8659;EEII;US;0D0528;Z01;160;0;1,4159292035398;0
M8659;MMAA;UI;018338;Z01;2428;303;0;0
M8659;CCSS;PP;013210;Z01;3915;10;14,340659340659;0,036630036630037
M8659;AAMM;UI;018213;Z01;259;66;0;0
M8659;MAMI;G1;0D0388;Z01;3;0;1;0
M8659;EEII;SG;014308;Z01;46;6;1,2105263157895;0,15789473684211
M8659;AAMM;MR;017938;Z01;626;0;626;0
M8659;MMAA;GR;013GR5;Z01;348;12;0;0
M8659;EEII;MR;016224;Z01;59;1;1,7878787878788;0,03030303030303
M8659;MMAA;GR;013353;Z01;937;39;0;0
M8659;CCSS;UG;0D0220;Z01;55;0;13,75;0
M8659;AAMM;US;0D0527;Z01;68;0;0;0
M8659;EEII;MR;015238;Z01;92;0;0,63888888888889;0
M8659;AAMM;SG;015AT4;Z01;114;0;0;0
M8659;AAMM;US;0D0526;Z01;22;28;0;0
M8659;AAMM;SG;015293;Z01;298;0;0;0
M8659;MMAA;SG;015293;Z01;1211;0;0;0
M8659;EEII;SG;015AT4;Z01;8;0;0;0
M8659;CCSS;US;0D0936;Z01;13;1;0;0
M8659;EEII;SG;015293;Z01;64;0;8;0
M8659;AAMM;SG;014325;Z01;1423;131;13,950980392157;1,2843137254902
M8659;CCSS;US;019312;Z01;14;1;0;0
M8659;MMAA;MT;017832;Z01;208;73;0;0
M8659;MMAA;MT;000FR1;Z01;2731;1124;0;0
M8659;AAMM;US;0D0528;Z01;189;192;3,15;3,2
M8659;MMAA;MT;000FP4;Z01;5496;1063;0;0
M8659;MMAA;UG;0D0334;Z01;120;0;0;0
M8659;MMAA;MT;014833;Z01;416;173;0;0
M8659;CCSS;MR;015238;Z01;5493;918;8,7468152866242;1,4617834394904
M8659;AAMM;GR;013299;Z01;758;236;5,3006993006993;1,6503496503497
M8659;MMAA;MR;015347;Z01;2464;241;0;0
M8659;MMAA;MR;016332;Z01;1755;91;0;0
M8659;CCSS;MR;017237;Z01;4145;0;24,820359281437;0
M8659;EEII;MR;017556;Z01;42;0;14;0
M8659;EEII;SG;015326;Z01;48;0;0,8135593220339;0
M8659;CCSS;UI;018213;Z01;1703;241;20,518072289157;2,9036144578313
M8659;EEII;MT;000FR1;Z01;2;0;0;0
M8659;MMAA;SG;015AT4;Z01;243;0;0;0
M8659;EEII;GR;0131GR;Z01;238;29;0,2529224229543;0,030818278427205
M8659;AAMM;GR;0131GR;Z01;387;104;0;0
M8659;CCSS;BR;014230;Z01;3301;135;11,040133779264;0,45150501672241
M8659;EEII;SG;014325;Z01;39;4;0,46428571428571;0,047619047619048
M8659;MMAA;US;019341;Z01;1;0;0;0
M8659;AAMM;MT;000VFI;Z01;191;355;0;0
M8659;MMAA;US;0D0566;Z01;3;0;0;0
M8659;EEII;GR;013GRD;Z01;66;3;0;0
M8659;MMAA;SG;015350;Z01;63;0;0;0
M8659;AAMM;MR;017556;Z01;331;9;17,421052631579;0,47368421052632
M8659;CCSS;MR;017837;Z01;24;0;0;0
M8659;AAMM;GR;013301;Z01;1988;468;9,8905472636816;2,3283582089552
M8659;AAMM;MT;000FP1;Z01;3226;1165;0;0
M8659;CCSS;UI;018226;Z01;2416;406;26,844444444444;4,5111111111111
M8659;AAMM;MT;000FR1;Z01;670;242;0;0
M8659;AAMM;MT;000FP4;Z01;2191;875;0;0
M8659;AAMM;AV;000180;Z01;166;6;0;0
M8659;EEII;UI;018226;Z01;65;12;0,52;0,096
M8659;AAMM;MR;017MC0;Z01;64;0;0;0
M8659;EEII;SG;015943;Z01;1;0;0;0
M8659;CCSS;MR;016224;Z01;5705;113;12,348484848485;0,24458874458874
M8659;EEII;US;0D0524;Z01;14;0;0;0
M8659;MMAA;MR;017830;Z01;981;0;0;0
M8659;CCSS;MR;014324;Z01;2872;603;5,8492871690428;1,2281059063136
M8659;MMAA;GR;013AT4;Z01;236;0;0;0
M8659;AAMM;MR;016305;Z01;311;148;3,9367088607595;1,873417721519
M8659;MNST;FU;0FZ000;Z01;1169;1623;1,1597222222222;1,610119047619
M8659;MMAA;SG;014349;Z01;1152;0;0;0
M8659;EEII;UI;018937;Z01;46;0;0,58974358974359;0
M8659;CCSS;PP;013214;Z01;5981;1065;1,9642036124795;0,34975369458128
M8659;AAMM;MT;014833;Z01;436;49;0;0
M8659;MMAA;MR;017834;Z01;1;0;0;0
M8659;MMAA;MR;017556;Z01;879;13;35,16;0,52
M8659;EEII;UI;018213;Z01;29;3;0,37662337662338;0,038961038961039
M8659;CCSS;BR;015965;Z01;1319;0;13,884210526316;0
M8659;EEII;GR;013293;Z01;243;4;0,77388535031847;0,012738853503185
M8659;EEII;UI;017225;Z01;10;0;0;0
M8659;CCSS;US;0D0935;Z01;552;8;11,04;0,16
M8659;CCSS;BR;014211;Z01;2665;0;27,760416666667;0
M8659;EEII;MR;017834;Z01;1;0;0;0
M8659;MNST;AT;0AS000;Z01;4179;1249;1,2629193109701;0,37745542459958
M8659;EEII;US;0D0935;Z01;21;0;0,328125;0
M8659;EEII;MT;000FP4;Z01;234;16;0;0
M8659;CCSS;UI;017225;Z01;2202;801;53,707317073171;19,536585365854
M8659;CCSS;BR;015212;Z01;1220;0;50,833333333333;0
M8659;MMAA;MR;017938;Z01;528;0;528;0
M8659;EEII;US;0D0527;Z01;3;0;0;0
M8659;SCLA;DO;016132;Z01;1;8;0;0
M8659;MMAA;MR;016C10;Z01;85;0;4,7222222222222;0
M8659;MMAA;SG;014308;Z01;2360;24;0;0
M8659;MMAA;GR;013293;Z01;1505;0;0;0
M8659;CCSS;MR;017964;Z01;2530;0;281,11111111111;0
M8659;EEII;GR;013GR5;Z01;16;1;0;0
M8659;MMAA;SG;015960;Z01;3;0;0;0
M8659;EEII;MR;017938;Z01;108;0;54;0
M8659;EEII;US;0D0525;Z01;104;7;6,1176470588235;0,41176470588235
M8659;EEII;GR;013GRC;Z01;342;6;0,25352112676056;0,0044477390659748
M8659;CCSS;MR;017836;Z01;4270;0;711,66666666667;0
M8659;CCSS;MR;016MC0;Z01;191;0;0;0
M8659;CCSS;BR;015966;Z01;458;0;91,6;0
M8659;AAMM;UG;0D0297;Z01;2;0;0;0
M8659;AAMM;MT;013946;Z01;720;315;0;0
M8659;CCSS;PP;013967;Z01;3051;30;7,0299539170507;0,069124423963134
M8659;MMAA;MR;014333;Z01;931;164;0;0
M8659;AAMM;GR;013GR5;Z01;151;18;0;0
M8659;AAMM;GR;013294;Z01;2411;731;0;0
M8659;MMAA;US;0D0956;Z01;161;7;0;0
M8659;EEII;MT;000FP1;Z01;830;19;0;0
M8659;EEII;MT;000VFI;Z01;53;10;0;0
C7180;PRTN;CC;056000;Z01;1;1;0,5;0,5
C7180;PRTN;CC;0CE000;Z01;0;2;0;0
N10593;RALN;OE;0OEESP;Z01;0;2;0;0
N10593;RALN;EQ;0FZEQF;Z01;5;0;0;0
C3413;RALN;EQ;0FZEQF;Z01;3;0;0;0
C3413;RALN;IR;0IR000;Z01;1;0;0;0
C1824;RALN;IR;0IR000;Z01;15;73;0;0
C1824;RALN;OP;0OP000;Z01;2;2;0;0
C1824;RALN;OE;0OEESP;Z01;1;10;0;0
C1824;RALN;EQ;0FZEQF;Z01;1;25;0;0
C7449;RALN;EQ;0FZEQF;Z01;5;2;0;0
C7449;RALN;IR;0IR000;Z01;6;7;0;0
C3009;PRBZ;CC;000721;Z01;3;7;0;0
C3009;PRBZ;CB;000725;Z01;5;2;0;0
C3009;PRBZ;CD;000719;Z01;0;2;0;0
C3009;PRBZ;FP;0D0485;Z01;6;0;0;0
C3009;PRBZ;CC;000722;Z01;0;1;0;0
C7423;PRTN;CC;056000;Z01;0;2;0;0,66666666666667
C7423;PRTN;CC;0CE000;Z01;0;2;0;1
C7423;PRTN;CD;057000;Z01;0;1;0;1
C7423;PRTN;FP;0D033C;Z01;0;1;0;1
C1704;RALN;EQ;0FZEQF;Z01;15;0;0;0
CM9074;RALN;OP;0OP000;Z01;10;1;0;0
CM9074;RALN;OE;0OEESP;Z01;117;5;0;0
CM9074;RALN;IR;0IR000;Z01;11;25;0;0
CM9074;RALN;EQ;0FZEQF;Z01;23;7;0;0
C5808;RALN;IR;0IR000;Z01;1;0;0;0
C5808;RALN;EQ;0FZEQF;Z01;1;0;0;0
C2167;RALN;EQ;0FZEQF;Z01;0;3;0;0
C2167;RALN;OE;0OEESP;Z01;0;1;0;0
C2167;RALN;IR;0IR000;Z01;1;4;0;0
C6527;PRBZ;CC;000721;Z01;3;23;0;0
C6527;PRBZ;FP;0D0485;Z01;0;10;0;0
C6527;PRBZ;CB;000725;Z01;12;0;0;0
C6527;PRBZ;CA;000729;Z01;0;2;0;0
C1916;RALN;IR;0IR000;Z01;1;1;0;0
C1916;RALN;EQ;0FZEQF;Z01;0;2;0;1
UC14026;RALN;EQ;0FZEQF;Z01;0;3;0;0,5
UC14026;RALN;IR;0IR000;Z01;0;3;0;0
UC11918;RALN;PC;000061;Z01;90;0;0;0
UC11918;RALN;IR;0IR000;Z01;1;10;0,14285714285714;1,4285714285714
UC11918;RALN;EQ;0FZEQF;Z01;11;6;3,6666666666667;2
C7882;RALN;IR;0IR000;Z01;1;0;0,11111111111111;0
C7882;RALN;EQ;0FZEQF;Z01;3;0;0;0
C2505;RALN;EQ;0FZEQF;Z01;0;1;0;0
C2505;RALN;IR;0IR000;Z01;1;1;0;0
C2505;RALN;OE;0OEESP;Z01;1;1;0;0
C4634;RALN;IR;0IR000;Z01;5;0;0;0
C4634;RALN;EQ;0FZEQF;Z01;4;8;1;2
C4487;RALN;IR;0IR000;Z01;0;2;0;0
N10886;PRTN;CC;056000;Z01;0;4;0;0
N10886;PRTN;CD;057000;Z01;2;25;0;0
N10886;PRTN;CC;0CE000;Z01;2;10;0;0
N10886;PRTN;CB;0BE000;Z01;2;5;0;0
N8775;PRBZ;CB;000723;Z01;11;33;0,1264367816092;0,37931034482759
N8775;PRBZ;CC;000721;Z01;13;6;0,5;0,23076923076923
N8775;PRBZ;CA;000728;Z01;10;0;0;0
N8775;PRBZ;CB;000724;Z01;0;21;0;0
N8775;PRBZ;CD;000719;Z01;1;36;0;0
N8775;PRBZ;CD;000715;Z01;0;1;0;0
N8775;PRBZ;CC;000722;Z01;1;5;0;0
N8775;PRBZ;CD;000733;Z01;17;134;0,25757575757576;2,030303030303
N8775;PRBZ;CA;000729;Z01;1;2;0,071428571428571;0,14285714285714
N8775;PRBZ;CD;000717;Z01;0;14;0;2
N8775;PRBZ;CB;000725;Z01;5;8;0;0
N8775;PRBZ;DI;0D0077;Z01;1;6;1;6
N8775;PRBZ;CD;000734;Z01;0;99;0;4,95
N8775;PRBZ;DI;0D0079;Z01;1;0;0;0
N8775;PRBZ;CB;000726;Z01;5;10;0;0
C4338;RALN;IR;0IR000;Z01;14;30;0;0
C4338;RALN;OE;0OEESP;Z01;16;16;0;0
C4338;RALN;EQ;0FZEQF;Z01;11;8;0,91666666666667;0,66666666666667
C3039;RALN;IR;0IR000;Z01;0;1;0;0
C5056;PRBZ;CA;000728;Z01;2;0;0;0
C5056;PRBZ;CB;000723;Z01;4;3;0;0
C5056;PRBZ;CA;000727;Z01;0;5;0;0
C5056;PRBZ;CA;000729;Z01;5;8;0;0
C5056;PRBZ;CC;000722;Z01;0;4;0;0
C5056;PRBZ;CB;000724;Z01;2;0;0;0
C5056;PRBZ;CC;000721;Z01;10;18;0;0
C5056;PRBZ;CD;000715;Z01;0;5;0;0
C5056;PRBZ;CB;000726;Z01;1;0;0;0
C5056;PRBZ;CB;000725;Z01;9;3;0;0
C5056;PRBZ;FP;0D0485;Z01;0;5;0;0
C5056;PRBZ;CD;000719;Z01;3;0;0;0
C952;RALN;IR;0IR000;Z01;4;4;0,44444444444444;0,44444444444444
C952;RALN;OE;0OEESP;Z01;0;2;0;0
